# filter: rolling_min_window=15, savgol_window=11, savgol_polyorder=3, dist_min_cm=2, max_dist_m=2.6, str_min=100, str_max=5000, launch_threshold_m=0.05, launch_sustain=5, rpm_outlier_iqr_k=1.5
# comment: Starting from 3000 RPM, the string had bad interence with the propeller and the motor did weird noises
time_s,rpm,height_m
-2.7831,76.3,0.0000
-2.5555,76.3,0.0000
-2.5377,76.3,0.0000
-2.5302,76.3,0.0000
-2.5281,76.3,0.0000
-2.5193,76.3,0.0000
-2.5158,76.3,0.0000
-2.0558,43.2,0.0000
-2.0525,42.9,0.0000
-2.0504,42.8,0.0000
-2.0474,42.6,0.0000
-2.0455,42.4,0.0000
-2.0401,42.1,0.0000
-2.0258,42.5,0.0000
-2.0204,43.3,0.0000
-1.7885,77.1,0.0000
-1.7714,79.9,0.0000
-1.5963,113.0,0.0000
-1.5903,114.0,0.0000
-1.4557,136.8,0.0000
-1.4482,137.9,0.0000
-1.4458,138.3,0.0000
-1.3143,157.6,0.0000
-1.1983,166.9,0.0000
-1.1961,167.4,0.0000
-1.0896,191.0,0.0000
-0.8883,191.7,0.0000
-0.8020,240.0,0.0000
-0.7202,235.3,0.0000
-0.4709,273.6,0.0000
-0.2614,299.5,0.0000
-0.1265,306.1,0.0000
-0.1250,306.5,0.0000
-0.0584,319.3,0.0000
0.0000,320.0,0.0000
0.2859,352.5,0.0193
0.2873,353.1,0.0371
0.4475,391.2,0.0517
0.4984,387.1,0.0616
0.5023,388.1,0.0701
0.5485,397.0,0.0663
0.5507,396.9,0.0496
0.5537,396.7,0.0367
0.5980,398.6,0.0229
0.6463,411.9,0.0100
0.6507,412.0,0.0000
0.6966,413.4,0.0000
0.7435,417.8,0.0000
0.7467,418.5,0.0000
0.7946,427.0,0.0000
0.8362,431.5,0.0000
0.8835,438.8,0.0000
0.9312,442.9,0.0000
0.9779,451.0,0.0000
0.9794,451.2,0.0000
1.0175,454.9,0.0000
1.0199,455.1,0.0000
1.1097,464.8,0.0000
1.1506,473.3,0.0000
1.3125,491.9,0.0000
1.3856,490.4,0.0039
1.4369,517.0,0.0071
1.4384,516.6,0.0092
1.4725,512.6,0.0096
1.5067,514.7,0.0079
1.5523,521.2,0.0079
1.6637,533.6,0.0079
1.6659,533.5,0.0071
1.6926,534.8,0.0073
1.6970,537.4,0.0083
1.7042,541.7,0.0099
1.8495,560.8,0.0119
1.8772,571.8,0.0140
1.8805,571.2,0.0159
1.9155,566.9,0.0175
1.9499,571.4,0.0186
1.9543,573.5,0.0188
2.0161,583.3,0.0179
2.0522,585.5,0.0179
2.0556,585.9,0.0179
2.1569,606.1,0.0137
2.1870,596.4,0.0148
2.2468,666.1,0.0199
2.3574,1365.6,0.0279
2.4253,1733.5,0.0352
2.4407,1824.8,0.0479
2.5524,1719.6,0.0603
2.5621,1209.4,0.0712
2.6998,3117.6,0.0790
2.8901,2120.2,0.0823
2.9218,2572.8,0.0798
3.0442,3534.0,0.0807
3.0909,2298.0,0.0806
3.1420,3504.9,0.0792
3.1714,2436.7,0.0762
3.1892,3457.6,0.0779
3.2395,3475.6,0.0830
3.2703,3505.5,0.0851
3.2882,3399.2,0.0781
3.2908,3193.3,0.0643
3.3199,3485.7,0.0461
3.4373,2989.8,0.0259
3.4409,3501.6,0.0058
3.6144,3469.5,0.0000
3.6845,2716.3,0.0000
3.7355,2804.4,0.0000
3.7744,3438.5,0.0000
3.8366,3596.7,0.0000
4.1624,2065.1,0.0000
4.1865,3463.2,0.0000
4.1900,3423.1,0.0000
4.4107,3462.3,0.0000
4.4588,3465.9,0.0000
4.4854,3456.8,0.0000
4.5521,3432.7,0.0000
4.6371,3485.7,0.0000
4.7089,3509.7,0.0000
4.7790,2953.9,0.0000
4.8299,2111.3,0.0000
4.9296,3015.0,0.0000
5.1264,3434.6,0.0000
5.2260,3440.6,0.0000
5.3468,2230.6,0.0000
5.3492,1914.3,0.0000
5.3759,3435.6,0.0000
5.4232,1963.1,0.0000
5.4520,3490.5,0.0000
5.5249,1725.8,0.0000
5.6470,3510.3,0.0000
5.7195,3364.6,0.0000
5.7468,3444.8,0.0000
6.1611,2646.1,0.0000
6.1626,2448.2,0.0000
6.1878,3445.2,0.0000
6.2361,3399.6,0.0000
6.2604,2816.5,0.0000
6.5490,1389.1,0.0000
6.6025,2706.5,0.0000
6.6250,3365.5,0.0000
6.6709,3467.0,0.0000
6.6926,3494.2,0.0000
6.6940,3498.6,0.0000
6.7685,3413.3,0.0000
6.8891,3459.1,0.0000
6.9143,3466.1,0.0000
6.9656,3523.6,0.0000
7.2747,3388.7,0.0000
7.3535,3500.1,0.0000
7.5640,2725.3,0.0000
7.7074,3456.6,0.0000
7.7794,3413.6,0.0000
7.8268,1751.5,0.0000
7.9191,2752.1,0.0000
7.9701,1413.9,0.0000
7.9716,1362.1,0.0000
7.9752,1244.3,0.0000
8.0698,3417.6,0.0000
8.1394,3360.7,0.0000
8.2085,3436.6,0.0000
8.2837,3437.5,0.0000
8.3539,3391.2,0.0000
8.5685,3463.0,0.0000
8.6844,3404.1,0.0000
8.6871,3423.7,0.0000
8.7856,2085.6,0.0000
8.9340,2073.5,0.0000
8.9431,1610.2,0.0000
8.9445,1610.2,0.0000
8.9655,3244.1,0.0000
9.0160,3304.2,0.0000
9.1205,2904.8,0.0000
9.1848,1670.5,0.0000
9.2340,1398.0,0.0000
9.2365,1335.6,0.0036
9.4393,2079.9,0.0223
9.4484,1781.6,0.0399
