# filter: rolling_min_window=15, savgol_window=11, savgol_polyorder=3, dist_min_cm=2, max_dist_m=2.6, str_min=100, str_max=5000, launch_threshold_m=0.05, launch_sustain=5, rpm_outlier_iqr_k=1.5
# comment: Strong interferenece with the string for all runs with this propeller, I wouldn't really trust the data
time_s,rpm,height_m
-1.6489,330.7,0.0000
-1.6447,330.7,0.0000
-1.6414,330.7,0.0000
-1.6381,330.7,0.0000
-1.6260,330.7,0.0000
-1.5865,330.7,0.0000
-1.5772,330.7,0.0000
-1.1066,330.7,0.0000
-0.9556,330.7,0.0000
-0.9520,330.7,0.0000
-0.7997,330.7,0.0000
-0.7931,330.7,0.0000
-0.6823,330.7,0.0000
-0.6769,330.7,0.0000
-0.6715,330.7,0.0000
-0.5514,330.7,0.0000
-0.5499,330.7,0.0000
-0.2492,330.7,0.0000
-0.0839,330.7,0.0000
-0.0794,330.7,0.0000
0.0000,330.7,0.0000
0.2982,330.7,0.0101
0.3017,330.7,0.0183
0.3646,330.7,0.0233
0.4969,330.7,0.0240
0.5574,330.7,0.0192
0.7416,340.3,0.0163
0.7978,353.5,0.0180
0.8541,356.1,0.0180
0.9050,362.5,0.0180
0.9583,372.7,0.0180
1.0655,383.7,0.0180
1.1705,401.1,0.0020
1.2170,406.0,0.0060
1.2224,406.5,0.0255
1.2703,411.2,0.0561
1.4143,430.3,0.1134
1.5052,436.9,0.1478
1.5518,454.5,0.1604
1.6367,457.5,0.1523
1.6382,457.7,0.1248
1.6799,463.6,0.0790
1.7664,472.8,0.0161
1.7687,473.5,0.0000
1.8081,481.0,0.0000
1.9295,495.2,0.0000
1.9320,495.5,0.0000
1.9752,500.2,0.0000
2.0475,505.5,0.0000
2.0489,504.9,0.0000
2.0538,503.2,0.0000
2.0867,506.3,0.0000
2.1255,532.3,0.0000
2.2047,529.5,0.0000
2.2392,534.8,0.0000
2.2773,535.7,0.0223
2.2789,535.5,0.0465
2.3494,552.9,0.0680
2.3546,552.7,0.0843
2.4637,556.4,0.0928
2.5669,575.9,0.0909
2.6025,580.5,0.0761
2.6644,588.0,0.0755
2.6669,588.5,0.0780
2.6683,588.7,0.0780
2.7319,595.7,0.0780
2.7334,595.8,0.0780
2.7357,596.0,0.0780
2.8054,611.0,0.0763
2.8338,693.3,0.0801
2.8749,1111.2,0.0813
2.9648,1518.7,0.0804
3.0964,3412.6,0.0838
3.0984,3451.3,0.0786
3.1696,4164.1,0.0670
3.1851,4291.4,0.0512
3.3773,5906.4,0.0331
3.4922,4658.2,0.0149
3.6681,4245.0,0.0000
3.6916,4912.4,0.0000
3.7615,5912.3,0.0000
3.7915,6051.7,0.0000
3.9078,6008.7,0.0000
3.9329,2980.1,0.0000
3.9687,4972.7,0.0000
4.0161,2676.8,0.0000
4.1412,5828.5,0.0000
4.2982,3705.1,0.0000
4.3522,4894.2,0.0000
4.4127,4922.5,0.0000
4.4216,3807.2,0.0401
4.4824,3007.9,0.0910
4.4913,5830.7,0.1407
4.5251,4466.6,0.1927
4.6423,4963.4,0.2397
4.6590,5749.7,0.2744
4.6695,3065.2,0.2896
4.7619,3792.9,0.2782
4.7827,4902.8,0.2879
4.8016,5931.6,0.2960
4.8118,5145.4,0.3011
4.8408,4326.5,0.2997
4.8795,4807.0,0.2944
4.9250,6025.9,0.2979
4.9383,3954.1,0.3048
4.9860,4983.0,0.3139
4.9997,3924.8,0.3240
5.0096,2090.9,0.3617
5.0182,5888.1,0.3635
5.0385,3370.8,0.3360
5.1351,6023.9,0.2856
5.1532,4767.4,0.2189
5.1702,4285.6,0.1487
5.2255,6012.8,0.0841
5.2852,6093.6,0.0310
5.5419,5867.0,0.0000
5.6052,2806.8,0.0000
5.6753,3836.4,0.0180
5.6891,5888.8,0.0180
5.7433,4677.0,0.0180
5.7998,3715.2,0.0188
