# filter: rolling_min_window=15, savgol_window=11, savgol_polyorder=3, dist_min_cm=2, max_dist_m=2.6, str_min=100, str_max=5000, launch_threshold_m=0.05, launch_sustain=5, rpm_outlier_iqr_k=1.5
# comment: Kept interfering with string for all RPMs for unknown reasons.
time_s,rpm,height_m
-4.3039,1705.6,0.0000
-2.6502,1705.6,0.0000
-2.6447,1705.6,0.0000
-2.5091,1705.6,0.0000
-2.2585,1705.6,0.0000
-2.2571,1705.6,0.0000
-2.2435,1705.6,0.0000
-2.0485,1705.6,0.0000
-2.0452,1705.6,0.0000
-2.0437,1705.6,0.0000
-2.0308,1705.6,0.0000
-2.0286,1705.6,0.0000
-2.0249,1705.6,0.0000
-1.9031,1705.6,0.0000
-1.8836,1705.6,0.0000
-1.8776,1705.6,0.0000
-1.7655,1705.6,0.0000
-1.7478,1705.6,0.0000
-1.7448,1705.6,0.0000
-1.7409,1705.6,0.0000
-1.7369,1705.6,0.0000
-1.5126,1705.6,0.0000
-1.3948,1705.6,0.0000
-1.3074,1705.6,0.0000
-1.2999,1705.6,0.0000
-1.2951,1705.6,0.0000
-1.2109,1705.6,0.0000
-1.1224,1705.6,0.0000
-1.1176,1705.6,0.0000
-0.9545,1705.6,0.0000
-0.7332,1705.6,0.0000
-0.6634,1705.6,0.0000
-0.5234,1705.6,0.0000
-0.4636,1705.6,0.0000
-0.3449,1705.6,0.0000
-0.3368,1705.6,0.0000
-0.2827,1705.6,0.0000
-0.1661,1705.6,0.0000
-0.1128,1705.6,0.0000
-0.1078,1705.6,0.0000
-0.1063,1705.6,0.0000
0.0000,1705.6,0.0000
0.0538,1705.6,0.0164
0.1018,1705.6,0.0528
0.1556,1705.6,0.0752
0.2051,1705.6,0.0835
0.2566,1705.6,0.0779
0.3024,1705.6,0.0584
0.3048,1705.6,0.0397
0.3971,1705.6,0.0176
0.4475,1705.6,0.0000
0.4909,1705.6,0.0000
0.4934,1705.6,0.0000
0.4949,1705.6,0.0000
0.4965,1705.6,0.0000
0.5308,1705.6,0.0000
0.5347,1705.6,0.0000
0.5380,1705.6,0.0000
0.5808,1705.6,0.0000
0.6190,1705.6,0.0000
0.6670,1705.6,0.0000
0.7524,1705.6,0.0000
0.7579,1705.6,0.0000
0.8348,1705.6,0.0000
0.8808,1705.6,0.0000
0.9152,1705.6,0.0000
0.9237,1705.6,0.0000
