# filter: rolling_min_window=15, savgol_window=11, savgol_polyorder=3, dist_min_cm=2, max_dist_m=2.6, str_min=100, str_max=5000, launch_threshold_m=0.05, launch_sustain=5, rpm_outlier_iqr_k=1.5
# comment: Strong interferenece with the string for all runs with this propeller, I wouldn't really trust the data
time_s,rpm,height_m
-4.9472,34.4,0.0000
-2.4920,34.4,0.0000
-2.4753,34.4,0.0000
-2.4721,34.4,0.0000
-2.4677,34.4,0.0000
-2.4467,34.4,0.0000
-2.4452,34.4,0.0000
-1.8438,34.4,0.0000
-1.8348,34.4,0.0000
-1.8314,34.4,0.0000
-1.8299,34.4,0.0000
-1.8237,34.4,0.0000
-1.6161,86.3,0.0000
-1.3940,94.4,0.0000
-1.3775,96.2,0.0000
-1.0829,141.8,0.0000
-1.0793,142.6,0.0000
-1.0689,145.5,0.0000
-0.8425,181.0,0.0000
-0.7361,184.8,0.0000
-0.7327,185.6,0.0000
-0.6333,208.0,0.0000
-0.4585,239.3,0.0000
-0.3770,238.6,0.0000
-0.2176,262.5,0.0000
-0.1417,272.0,0.0000
-0.0065,288.4,0.0000
0.0000,289.2,0.0000
0.0637,297.6,0.0006
0.0651,297.8,0.0000
0.1877,318.0,0.0000
0.1931,317.9,0.0000
0.2589,320.9,0.0000
0.3771,337.5,0.0000
0.4296,350.8,0.0000
0.4355,350.5,0.0080
0.4893,351.5,0.0482
0.5462,362.0,0.0972
0.5487,362.0,0.1608
0.5987,364.5,0.2068
0.6021,365.3,0.2327
0.6536,377.3,0.2358
0.6580,378.0,0.2136
0.6595,378.3,0.1644
0.7038,381.9,0.1368
0.7598,381.8,0.1133
0.8101,400.9,0.0973
0.9123,402.9,0.0924
1.0059,429.1,0.1021
1.0540,425.0,0.1001
1.0976,428.7,0.0985
1.0999,428.2,0.0975
1.1022,427.6,0.0973
1.1037,427.3,0.0981
1.1910,450.8,0.0981
1.2759,461.7,0.0981
1.2802,461.2,0.0981
1.2818,461.0,0.0981
1.3230,459.6,0.0956
1.3250,459.9,0.0962
1.3662,465.3,0.1018
1.4070,469.7,0.1060
1.4129,470.5,0.1088
1.4498,475.0,0.1102
1.4962,481.1,0.1102
1.5352,483.2,0.1088
1.5744,484.9,0.1060
1.6122,509.3,0.1018
1.6567,502.2,0.0962
1.6942,503.0,0.0956
1.6978,502.6,0.0981
1.7342,505.8,0.0981
1.7693,520.3,0.0981
1.8126,527.8,0.0981
1.8141,527.6,0.0981
1.8156,527.5,0.0973
1.8914,531.3,0.1059
1.9247,535.8,0.1048
1.9998,545.5,0.0962
2.0695,553.0,0.0820
2.0709,553.4,0.0645
2.0723,553.8,0.0457
2.1401,563.5,0.0278
2.1786,568.4,0.0127
2.1824,568.9,0.0027
2.2159,569.1,0.0000
2.2834,586.6,0.0081
2.3178,576.0,0.0081
2.3447,574.2,0.0081
2.3516,586.7,0.0081
2.3879,607.3,0.0081
2.4139,595.5,0.0073
2.4184,597.0,0.0075
2.5153,608.7,0.0085
2.5167,608.6,0.0101
2.5480,660.2,0.0121
2.5535,685.8,0.0141
2.5711,804.3,0.0161
2.5953,1025.0,0.0177
2.6111,1159.8,0.0187
2.6135,1181.5,0.0190
2.6570,1514.9,0.0181
2.6605,1496.5,0.0181
2.7036,1506.3,0.0181
2.7497,2189.4,0.0122
2.8098,2103.3,0.0137
2.8112,1981.6,0.0209
2.8736,2302.9,0.0321
2.9036,3268.6,0.0459
2.9387,3383.6,0.0604
2.9422,3515.3,0.0741
2.9697,3766.0,0.0853
3.0269,2402.0,0.0925
3.3167,4488.7,0.0940
3.3508,4511.1,0.0881
3.5331,4273.7,0.0881
3.5354,3734.0,0.0898
3.5620,2762.8,0.0894
3.6870,2236.3,0.0873
3.7529,2524.2,0.0841
3.8276,4511.6,0.0802
4.2358,4499.4,0.0760
4.4636,4450.7,0.0721
4.5510,2931.5,0.0689
4.6730,4270.4,0.0669
4.7489,3545.6,0.0664
4.7504,3186.8,0.0681
4.8357,4531.7,0.0681
5.1563,4487.0,0.0681
5.2228,2876.4,0.0681
5.2889,2997.7,0.0681
5.3555,4063.8,0.0622
5.6917,3476.6,0.0637
5.7272,2029.4,0.0709
6.0723,4469.9,0.0821
6.2617,2153.2,0.0959
6.2731,1440.7,0.1104
6.3193,4475.4,0.1241
6.3688,4504.1,0.1353
6.7147,4505.9,0.1442
6.7816,4533.2,0.1452
6.9969,2257.0,0.1382
7.2860,2244.4,0.1347
7.3900,4489.0,0.1298
7.7068,4467.6,0.1240
7.8591,2275.6,0.1182
8.1274,2643.8,0.1129
8.2538,3576.1,0.1156
8.5776,2141.3,0.1119
8.7220,4452.0,0.1043
8.9713,3334.0,0.0912
9.1445,4518.2,0.0764
9.1481,4258.6,0.0598
9.1660,4530.8,0.0441
9.4307,2276.4,0.0313
9.6732,4524.4,0.0231
9.7299,4489.0,0.0214
9.7700,4474.4,0.0281
10.1734,4425.6,0.0281
10.1837,4654.5,0.0281
10.2692,4296.5,0.0281
10.3770,4127.3,0.0281
10.4138,4098.7,0.0172
10.4163,4025.0,0.0199
10.4459,3129.7,0.0333
10.5884,2994.0,0.0542
10.6113,3639.7,0.0796
10.7568,3096.6,0.0932
10.7737,3586.0,0.1220
10.8019,3547.3,0.1593
10.8165,3552.0,0.2017
10.8694,2996.8,0.2349
10.8885,2763.2,0.2531
10.9078,2526.5,0.2780
10.9225,2347.4,0.2959
10.9420,2108.5,0.3040
10.9435,2089.9,0.2996
10.9586,1905.5,0.2797
10.9661,1814.5,0.2756
10.9900,1521.9,0.2748
10.9915,1504.0,0.2781
11.0028,1365.1,0.2781
11.0208,1144.9,0.2781
11.0223,1127.0,0.2781
11.0248,1096.4,0.2781
11.0349,973.3,0.2773
11.0381,932.9,0.2775
11.0427,877.7,0.2793
11.0684,562.7,0.2807
11.0699,544.1,0.2817
11.0714,526.2,0.2821
11.0845,365.7,0.2821
11.0881,321.6,0.2817
11.0956,229.8,0.2807
11.1015,158.2,0.2793
11.1273,1606.2,0.2775
11.1383,2834.7,0.2773
11.1547,3188.2,0.2781
11.1611,3124.4,0.2781
11.1724,3215.7,0.2781
11.1884,2662.8,0.2781
11.1899,2458.0,0.2781
11.1913,2261.4,0.2689
11.1935,1966.6,0.2712
11.1979,2088.1,0.2825
11.2130,3206.5,0.2968
11.2185,3241.4,0.3192
11.2219,3270.5,0.3369
11.2298,3202.1,0.3672
11.2375,3171.1,0.4040
11.2535,3096.5,0.3716
11.2905,2383.2,0.4131
11.2967,1661.0,0.5202
11.3258,1654.1,0.6885
11.3406,1562.6,0.8782
11.3516,1494.2,1.0774
11.3607,1437.8,1.2681
11.3647,1413.3,1.4212
11.3663,1403.4,1.5345
11.3687,1388.7,1.5858
