# filter: rolling_min_window=15, savgol_window=11, savgol_polyorder=3, dist_min_cm=2, max_dist_m=2.6, str_min=100, str_max=5000, launch_threshold_m=0.05, launch_sustain=5, rpm_outlier_iqr_k=1.5
time_s,rpm,height_m
-0.3411,2530.4,0.0000
-0.0748,2530.4,0.0000
-0.0733,2530.4,0.0000
-0.0491,2530.4,0.0000
-0.0321,2530.4,0.0000
-0.0199,2530.4,0.0000
-0.0155,2530.4,0.0000
-0.0035,2530.4,0.0000
0.0000,2530.4,0.0000
0.0436,2530.4,0.0347
0.0470,2530.4,0.0717
0.0746,2530.4,0.1068
0.0801,2530.4,0.1333
0.0839,2530.4,0.1402
0.0981,2530.4,0.1508
0.1073,2530.4,0.1588
0.1146,2530.4,0.1871
0.1268,2530.4,0.2236
0.1373,2530.4,0.2603
0.1418,2530.4,0.2935
0.1443,2530.4,0.3191
0.1500,2530.4,0.3332
0.1535,2530.4,0.3317
0.1696,2530.4,0.3172
0.1712,2530.4,0.3156
0.1747,2530.4,0.3145
0.1791,2530.4,0.3143
0.1852,2530.4,0.3152
0.1922,2530.4,0.3152
0.2116,2530.4,0.3152
0.2209,2530.4,0.3152
0.2356,2530.4,0.3152
0.2440,2530.4,0.3143
0.2511,2530.4,0.3145
0.2594,2530.4,0.3156
0.2722,2530.4,0.3172
0.2871,2530.4,0.3191
0.2984,2530.4,0.3212
0.3036,2530.4,0.3223
0.3061,2530.4,0.3241
0.3169,2530.4,0.3262
0.3213,2530.4,0.3280
0.3466,2530.4,0.3291
0.3606,2530.4,0.3312
0.3740,2530.4,0.3323
0.3847,2530.4,0.3341
0.4076,2530.4,0.3362
0.4315,2530.4,0.3389
0.4330,2530.4,0.3398
0.4405,2530.4,0.3408
0.4456,2530.4,0.3412
0.4481,2530.4,0.3408
0.4534,2530.4,0.3398
0.4611,2530.4,0.3380
0.4711,2530.4,0.3356
0.4745,2530.4,0.3345
0.4770,2530.4,0.3343
0.4871,2530.4,0.3352
0.4914,2530.4,0.3352
0.4940,2530.4,0.3352
0.4991,2530.4,0.3352
0.5110,2530.4,0.3352
0.5193,2530.4,0.3352
0.5215,2530.4,0.3343
0.5260,2530.4,0.3345
0.5371,2530.4,0.3356
0.5422,2530.4,0.3372
0.5569,2530.4,0.3391
0.5768,2530.4,0.3412
0.5832,2530.4,0.3432
0.5882,2530.4,0.3448
0.5949,2530.4,0.3458
0.5977,2530.4,0.3460
0.6122,2530.4,0.3452
0.6137,2530.4,0.3443
0.6203,2530.4,0.3429
0.6218,2530.4,0.3443
0.6292,2530.4,0.3480
0.6413,2530.4,0.3531
0.6447,2530.4,0.3591
0.6490,2530.4,0.3652
0.6562,2530.4,0.3708
0.6604,2530.4,0.3809
0.6648,2530.4,0.3817
0.6707,2530.4,0.3741
0.6858,2530.4,0.3611
0.6923,2530.4,0.3474
0.7076,2530.4,0.3396
0.7188,2530.4,0.3377
0.7274,2530.4,0.3182
0.7334,2530.4,0.2834
0.7537,2530.4,0.2358
0.7552,2530.4,0.1876
0.7616,2530.4,0.1253
0.7724,2530.4,0.0628
0.8061,2530.4,0.0084
0.8105,2530.4,0.0000
0.8142,2530.4,0.0000
0.8163,2530.4,0.0000
0.8257,2530.4,0.0000
0.8341,2530.4,0.0000
0.8379,2530.4,0.0000
0.8410,2530.4,0.0000
1.1024,2530.4,0.0000
1.3896,2530.4,0.0000
1.4005,2530.4,0.0000
1.6165,2530.4,0.0000
1.9335,2530.4,0.0000
2.0525,2530.4,0.0000
2.1743,2530.4,0.0000
2.1758,2530.4,0.0000
2.2786,2530.4,0.0000
2.3737,2530.4,0.0000
2.3752,2530.4,0.0000
2.3765,2530.4,0.0000
2.3780,2530.4,0.0000
2.3835,2530.4,0.0000
2.4782,2530.4,0.0000
2.5648,2530.4,0.0000
2.7271,2530.4,0.0000
2.7350,2530.4,0.0000
2.7371,2530.4,0.0000
2.8827,2530.4,0.0000
3.0220,2530.4,0.0000
3.0297,2530.4,0.0000
3.0328,2530.4,0.0000
3.0924,2530.4,0.0000
3.2335,2530.4,0.0000
3.2905,2530.4,0.0000
3.2949,2530.4,0.0000
3.3525,2530.4,0.0000
3.3539,2530.4,0.0131
3.3571,2530.4,0.0452
3.4099,2530.4,0.0773
3.5303,2530.4,0.1052
3.6383,2530.4,0.1247
3.6912,2530.4,0.1316
3.7493,2530.4,0.1408
3.7522,2530.4,0.1427
3.7976,2530.4,0.1335
3.8543,2530.4,0.1289
3.8990,2530.4,0.1322
3.9034,2530.4,0.1416
3.9509,2530.4,0.1551
3.9551,2530.4,0.1710
4.0012,2530.4,0.1874
4.0027,2530.4,0.2024
4.0052,2530.4,0.2250
4.0482,2530.4,0.2288
4.0947,2530.4,0.2151
4.0962,2530.4,0.1891
4.1469,2530.4,0.1637
4.1915,2530.4,0.1367
4.2365,2530.4,0.1112
4.2816,2530.4,0.0903
4.3263,2530.4,0.0778
4.4556,2530.4,0.0749
4.4951,2530.4,0.0848
4.5019,2530.4,0.0832
4.5360,2530.4,0.0812
4.6624,2530.4,0.0791
4.7424,2530.4,0.0772
4.7446,2530.4,0.0756
4.7799,2530.4,0.0745
4.7813,2530.4,0.0743
4.8243,2530.4,0.0752
4.8258,2530.4,0.0752
4.8552,2530.4,0.0752
4.8616,2530.4,0.0752
4.8995,2530.4,0.0752
4.9337,2530.4,0.0752
4.9352,2530.4,0.0752
4.9716,2530.4,0.0752
5.0112,2530.4,0.0752
5.0166,2530.4,0.0752
5.0879,2530.4,0.0752
5.1187,2530.4,0.0752
5.1230,2530.4,0.0852
5.1256,2530.4,0.0827
5.1546,2530.4,0.0704
5.2598,2530.4,0.0511
5.2649,2530.4,0.0276
5.3013,2530.4,0.0027
5.4037,2530.4,0.0000
5.4338,2530.4,0.0000
5.5681,2530.4,0.0000
5.5973,2530.4,0.0000
5.6616,2530.4,0.0000
5.6640,2530.4,0.0000
5.6790,2530.4,0.0000
5.6830,2530.4,0.0000
5.6991,2530.4,0.0000
5.7129,2530.4,0.0000
5.7231,2530.4,0.0000
5.7368,2530.4,0.0000
5.7497,2530.4,0.0000
5.7698,2530.4,0.0000
5.8017,2530.4,0.0000
5.8306,2530.4,0.0000
5.8526,2530.4,0.0000
5.8540,2530.4,0.0000
5.8787,2530.4,0.0000
6.0337,2933.4,0.0000
6.0352,2855.8,0.0000
6.1504,4048.2,0.0000
6.2490,3628.8,0.0000
6.3211,4039.1,0.0000
6.3678,3993.8,0.0000
6.4082,3951.1,0.0000
6.4277,4057.3,0.0000
6.4366,4001.5,0.0000
6.4381,3960.2,0.0000
6.4536,3922.0,0.0000
6.4683,3981.6,0.0000
6.5145,3770.6,0.0000
6.5189,4277.7,0.0000
6.5451,4036.1,0.0000
6.5635,3977.5,0.0000
6.6231,3971.5,0.0000
6.6388,4036.2,0.0000
6.6435,3996.3,0.0000
6.6878,3985.9,0.0000
6.7583,3973.1,0.0000
6.8124,4335.6,0.0000
6.9590,3667.5,0.0000
7.0095,4223.9,0.0000
7.0297,3987.6,0.0000
7.0539,3822.4,0.0000
7.0553,3973.8,0.0000
7.1005,3720.7,0.0000
7.1786,3777.3,0.0000
7.1964,4020.9,0.0000
7.3154,3961.7,0.0000
7.3240,4014.9,0.0031
7.3918,4274.7,0.0128
7.4396,4265.4,0.0190
7.4796,4037.4,0.0202
7.5071,4140.0,0.0152
7.5268,3497.6,0.0152
7.6351,4008.6,0.0152
7.8240,3996.0,0.0152
7.8556,3691.2,0.0152
7.8961,4213.1,0.0152
7.9027,4620.0,0.0152
7.9499,3987.4,0.0152
7.9678,3784.1,0.0152
8.0405,3985.5,0.0152
8.1521,3809.7,0.0152
8.3008,4270.1,0.0152
8.3476,3950.2,0.0152
8.4164,3984.0,0.0152
8.4469,4085.7,0.0202
8.4709,4005.5,0.0190
8.5526,4185.0,0.0128
8.5624,4021.2,0.0031
8.5687,3442.6,0.0000
8.5733,4087.6,0.0000
8.6274,3906.7,0.0000
8.6356,3968.3,0.0000
8.6723,4038.8,0.0000
8.7516,3824.3,0.0000
8.8081,3979.1,0.0000
8.8328,3971.9,0.0000
8.8765,4002.3,0.0000
8.8873,4007.4,0.0000
8.9572,3984.0,0.0000
8.9929,3665.8,0.0000
9.0114,4028.8,0.0000
9.0995,4043.3,0.0000
9.1078,3986.8,0.0000
9.1480,3665.0,0.0000
9.2443,3677.9,0.0000
9.2486,4317.8,0.0000
9.3124,3974.9,0.0056
9.3693,3874.7,0.0215
9.4372,3993.7,0.0348
9.4499,3515.4,0.0507
9.4590,3781.5,0.0585
9.4886,3982.6,0.0554
9.5831,3983.9,0.0422
9.6529,3982.8,0.0195
9.7750,3376.5,0.0008
9.7788,4180.8,0.0000
10.0284,3999.4,0.0000
10.0747,3896.7,0.0000
10.1189,3993.3,0.0000
10.2403,3564.2,0.0000
10.2599,3914.9,0.0000
10.3031,3850.3,0.0000
10.3104,3814.1,0.0000
10.6294,3530.9,0.0000
10.6308,3499.5,0.0000
10.7248,3633.8,0.0000
10.7552,3985.8,0.0000
10.8042,3697.9,0.0000
10.8110,3451.4,0.0000
10.8451,3971.9,0.0000
10.9089,3985.9,0.0000
10.9103,3979.3,0.0036
10.9197,4025.5,0.0077
10.9661,3425.1,0.0085
10.9797,3961.3,0.0052
10.9945,4055.4,0.0052
11.0554,4010.1,0.0052
11.1105,3993.5,0.0052
11.1156,3938.0,0.0052
11.1512,3927.3,0.0052
11.3187,3919.3,0.0052
11.3264,3585.9,0.0018
11.3397,3949.3,0.0027
11.3850,4010.9,0.0068
11.4534,4362.3,0.0132
11.4651,3987.8,0.0210
11.4945,3959.4,0.0293
11.5320,4013.4,0.0380
11.5405,3959.1,0.0442
11.5496,3996.0,0.0473
11.7041,3794.2,0.0465
11.8142,3947.9,0.0412
11.9309,4006.6,0.0391
12.0705,4023.0,0.0372
12.0947,3967.3,0.0356
12.1712,3920.9,0.0345
12.1801,4080.8,0.0343
12.1892,3980.6,0.0352
12.1907,3987.6,0.0352
12.2303,3979.2,0.0385
12.2509,4085.5,0.0377
12.2669,3644.0,0.0336
12.3368,3624.5,0.0272
12.3561,3920.8,0.0193
12.3718,3773.4,0.0110
12.4063,3824.5,0.0032
12.4209,3960.1,0.0000
12.4708,3913.5,0.0000
12.6549,3985.1,0.0000
12.6692,4135.7,0.0000
12.6744,4192.1,0.0000
12.6863,4159.8,0.0000
12.7022,4047.8,0.0000
12.7256,3991.3,0.0000
12.7871,3478.1,0.0000
12.8593,4020.9,0.0000
12.9559,3956.0,0.0000
13.0152,3656.2,0.0062
13.0167,3618.6,0.0328
13.0260,4205.2,0.0499
13.2630,3781.3,0.0579
13.4541,3586.5,0.0572
13.5139,3421.9,0.0492
13.5315,3334.6,0.0325
13.5439,3359.9,0.0078
13.7195,3813.1,0.0000
13.7736,3212.7,0.0000
13.8079,3335.8,0.0000
13.8286,3249.5,0.0000
13.8728,3078.6,0.0000
13.9091,2971.4,0.0000
14.0539,2910.0,0.0000
14.0613,2892.5,0.0000
14.1079,3296.0,0.0000
14.1817,2677.1,0.0000
14.2068,2934.0,0.0000
14.2964,2693.2,0.0000
14.3234,2637.2,0.0000
14.3491,2584.0,0.0000
14.3506,2580.9,0.0000
14.3521,2577.8,0.0000
14.4326,3655.6,0.0000
14.4514,4290.5,0.0000
14.4850,3204.9,0.0248
14.4999,3300.8,0.0508
14.5221,3444.0,0.0744
14.5296,3492.5,0.0925
14.5447,3589.8,0.1021
14.5658,3259.5,0.1044
14.5768,2942.4,0.0952
14.5833,2753.8,0.0952
14.6042,2859.4,0.0918
14.6198,2816.0,0.0927
14.6223,2861.8,0.1035
14.6255,3161.6,0.1082
14.6810,2753.7,0.1079
14.6825,2753.7,0.1033
14.6911,2751.6,0.0955
14.7210,2738.2,0.0853
14.7354,2731.7,0.0737
14.7379,2730.6,0.0617
14.7613,2720.1,0.0501
14.8380,2882.7,0.0485
14.8450,2907.3,0.0552
14.8627,2969.0,0.0552
14.9185,3163.7,0.0552
14.9286,3199.3,0.0552
14.9311,3207.7,0.0552
14.9335,3216.1,0.0543
14.9596,3307.3,0.0545
15.1185,3862.2,0.0556
15.2892,4256.2,0.0572
15.3382,4256.2,0.0591
15.3520,4256.2,0.0612
15.3564,4256.2,0.0632
15.3798,4256.2,0.0648
15.5310,4256.2,0.0608
15.5353,4256.2,0.0622
15.5546,4256.2,0.0676
15.5582,4256.2,0.0797
15.5694,4256.2,0.0908
15.5782,4256.2,0.1002
15.5815,4256.2,0.1071
15.5831,4256.2,0.1109
15.5975,4256.2,0.1108
15.6446,4256.2,0.1062
15.6481,4256.2,0.0964
15.7699,4256.2,0.0933
15.7733,4256.2,0.0927
15.7976,4256.2,0.0952
15.8130,4256.2,0.0952
15.8207,4256.2,0.0952
15.8250,4256.2,0.0952
15.8326,4256.2,0.0952
15.8650,4256.2,0.0952
# max_height_m=0.38, flight_time_s=15.86, mean_rpm=3885, prop_id=492, blade_nr=3, target_rpm=4000, run_nr=3
