timestamp_sec,source,value1,value2
90.446914,tfmini,132,261
90.461570,tfmini,0,310
90.462898,tfmini,0,310
90.470916,tfmini,0,22873
90.479393,tfmini,0,317
90.481826,tfmini,0,328
90.484123,tfmini,0,306
90.502983,tfmini,0,314
90.505432,tfmini,0,302
90.507736,tfmini,0,305
90.512100,tfmini,0,314
90.519660,tfmini,0,317
90.531425,tfmini,0,312
90.541168,tfmini,0,306
90.542503,tfmini,0,332
90.544799,tfmini,0,306
90.554039,tfmini,0,310
90.562393,tfmini,1,314
90.569320,tfmini,0,303
90.588989,tfmini,0,321
90.606719,tfmini,0,310
90.613853,tfmini,0,306
90.622619,tfmini,0,321
90.624923,tfmini,0,307
90.626258,tfmini,0,315
90.630630,tfmini,0,300
90.633895,tfmini,0,318
90.635223,tfmini,39322,89
90.641464,tfmini,0,306
90.654708,tfmini,0,311
90.660026,tfmini,0,319
90.662322,tfmini,0,314
90.666358,tfmini,0,309
90.670135,tfmini,0,327
90.678421,tfmini,0,311
90.685722,tfmini,0,317
90.687049,tfmini,0,317
90.699089,tfmini,0,301
90.714416,tfmini,0,306
90.718673,tfmini,0,302
90.724761,tfmini,0,297
90.726959,tfmini,0,37936
90.752723,tfmini,0,306
90.759201,tfmini,0,331
90.776809,tfmini,0,321
90.781166,tfmini,0,328
90.785415,tfmini,0,292
90.792213,tfmini,0,298
90.794281,tfmini,0,320
90.795623,tfmini,0,318
90.799049,tfmini,0,313
90.805076,tfmini,0,322
90.811874,tfmini,0,298
90.813209,tfmini,0,313
90.833503,tfmini,153,13568
90.839134,tfmini,0,308
90.848625,tfmini,0,326
90.853965,tfmini,0,302
90.862480,tfmini,0,296
90.867691,tfmini,0,314
90.898414,tfmini,3,313
90.900718,tfmini,3,314
90.904121,tfmini,2,311
90.905464,tfmini,2,305
90.912742,tfmini,1,319
90.916290,tfmini,0,308
90.919685,tfmini,0,300
90.923805,tfmini,0,311
90.930625,tfmini,0,330
90.936454,tfmini,0,306
90.937782,tfmini,0,306
90.949127,tfmini,0,302
90.965026,tfmini,153,13568
90.971511,tfmini,0,320
90.981979,tfmini,0,322
90.991676,tfmini,0,322
91.007720,tfmini,0,308
91.020584,tfmini,0,320
91.026878,tfmini,0,328
91.029167,tfmini,0,320
91.032341,tfmini,0,315
91.036369,tfmini,0,309
91.040153,tfmini,0,299
91.048660,tfmini,1,301
91.056777,tfmini,0,314
91.058837,tfmini,0,309
