timestamp_sec,source,alue1,value2
976.317687,tfmini,0,1535
976.322204,tfmini,0,236
976.326599,tfmini,1,306
976.334350,tfmini,279,1820
976.337219,tfmini,303,1814
976.338745,tfmini,305,1814
976.355712,tfmini,309,1820
976.359313,tfmini,308,1813
976.373474,tfmini,304,1634
976.377929,tfmini,0,9772
976.380371,tfmini,0,13318
976.383300,tfmini,0,1071
976.384704,tfmini,0,1071
976.398254,tfmini,259,1817
976.407287,tfmini,309,1841
976.410705,tfmini,309,1804
976.414184,tfmini,310,1815
976.419189,tfmini,310,22813
976.423706,tfmini,309,1835
976.429443,tfmini,308,1810
976.434448,tfmini,308,1807
976.442810,tfmini,0,10550
976.450134,tfmini,0,269
976.465576,tfmini,292,1805
976.468139,tfmini,302,1807
976.476745,tfmini,309,1793
976.478271,tfmini,309,1805
976.481628,tfmini,309,1809
976.487182,tfmini,39321,309
976.488891,tfmini,309,1818
976.492614,tfmini,309,1797
976.496948,tfmini,308,1798
976.513305,tfmini,0,325
976.515686,tfmini,0,12
976.530517,tfmini,305,1784
976.544189,tfmini,308,1803
976.558288,tfmini,308,1803
976.569030,tfmini,0,14019
976.575500,tfmini,0,296
976.577819,tfmini,0,35335
976.592834,tfmini,306,1776
976.594360,tfmini,307,1776
976.595886,tfmini,307,1799
976.598388,tfmini,308,1799
976.601928,tfmini,309,1802
976.605834,tfmini,308,1807
976.612243,tfmini,309,1805
976.618286,tfmini,308,1811
976.620910,tfmini,308,22937
976.635559,tfmini,0,273
976.638000,tfmini,0,36
976.639282,tfmini,0,199
976.669433,tfmini,309,1829
976.671936,tfmini,309,1808
976.681457,tfmini,307,1828
976.692138,tfmini,0,525
976.712951,tfmini,307,1804
976.716552,tfmini,308,1828
976.725769,tfmini,309,1833
976.730346,tfmini,309,1818
976.756530,tfmini,1,330
976.757934,tfmini,16,374
976.831359,tfmini,309,1830
976.835754,tfmini,309,1821
976.847778,tfmini,309,1811
976.850341,tfmini,308,1816
976.853881,tfmini,303,6146
976.872985,tfmini,134,366
976.880432,tfmini,299,1815
976.882568,tfmini,305,1800
976.888061,tfmini,309,1800
976.889526,tfmini,308,39176
976.891784,tfmini,308,22795
976.894531,tfmini,308,1793
976.896118,tfmini,308,1793
976.898620,tfmini,309,1815
976.900146,tfmini,39321,309
976.904113,tfmini,309,1787
976.910522,tfmini,7577,49921
976.915588,tfmini,0,752
976.919494,tfmini,0,22798
976.922607,tfmini,0,315
976.925415,tfmini,45,364
976.941101,tfmini,309,1800
976.942749,tfmini,309,1788
976.953491,tfmini,307,1805
976.956909,tfmini,308,1798
976.974426,tfmini,1,291
976.979675,tfmini,138,383
976.988342,tfmini,306,1809
976.996826,tfmini,309,39422
977.000732,tfmini,309,1791
977.003173,tfmini,308,1801
977.011413,tfmini,308,39175
977.018554,tfmini,0,3100
977.021484,tfmini,0,1353
977.029479,tfmini,50,22903
977.036560,tfmini,292,1808
977.041625,tfmini,307,1818
977.050048,tfmini,309,1798
977.064819,tfmini,307,1886
977.066345,tfmini,305,8505
977.081604,tfmini,46,371
977.091369,tfmini,307,1817
977.099975,tfmini,309,22819
977.104248,tfmini,309,1821
977.108825,tfmini,309,22810
977.115844,tfmini,307,4046
977.121643,tfmini,0,12023
977.136047,tfmini,224,1822
977.151977,tfmini,309,1813
977.155578,tfmini,309,1813
977.164855,tfmini,307,4726
977.169372,tfmini,11,14162
977.175598,tfmini,0,208
977.179565,tfmini,31,377
977.184570,tfmini,226,1807
977.187011,tfmini,280,1828
977.195373,tfmini,39169,13721
977.218505,tfmini,0,13834
977.232482,tfmini,45,1813
977.238037,tfmini,299,1811
977.243041,tfmini,308,1816
977.249145,tfmini,309,1812
977.262329,tfmini,308,2357
977.265930,tfmini,302,9477
977.282104,tfmini,259,1805
977.291137,tfmini,308,1802
977.301208,tfmini,310,1815
977.308410,tfmini,308,1805
977.315307,tfmini,0,13621
977.321166,tfmini,0,62
977.332824,tfmini,299,1803
977.343933,tfmini,307,1790
977.345458,tfmini,307,1790
977.348083,tfmini,308,1796
977.354492,tfmini,309,2313
977.385742,tfmini,308,1800
977.390197,tfmini,308,1811
977.394714,tfmini,2868,22873
977.398742,tfmini,309,1791
977.403625,tfmini,39176,13401
977.420288,tfmini,137,382
977.433105,tfmini,308,1807
977.440551,tfmini,308,1813
977.449279,tfmini,309,2261
977.458007,tfmini,61184,22873
977.468750,tfmini,261,1819
977.470275,tfmini,281,1819
977.472778,tfmini,299,1807
977.474304,tfmini,303,1806
977.481689,tfmini,309,1812
977.486267,tfmini,309,1824
977.491455,tfmini,308,1824
977.496215,tfmini,307,5357
977.505615,tfmini,0,10
977.531677,tfmini,309,1833
977.541137,tfmini,27,9066
977.568176,tfmini,308,1827
977.573669,tfmini,309,1810
977.575317,tfmini,309,1808
977.577941,tfmini,309,39175
977.582885,tfmini,308,22809
977.585083,tfmini,22793,11417
977.593811,tfmini,22793,89
977.595581,tfmini,12,256
977.599121,tfmini,59,373
977.602600,tfmini,227,1819
977.621459,tfmini,308,1820
977.624145,tfmini,308,1806
977.632446,tfmini,0,39212
977.642089,tfmini,62,367
977.645202,tfmini,227,1791
977.646789,tfmini,261,1813
977.654235,tfmini,307,1795
977.656127,tfmini,308,1800
977.659790,tfmini,308,1810
977.668334,tfmini,308,39197
977.672363,tfmini,307,10048
977.684753,tfmini,30,376
977.690246,tfmini,257,1806
977.693542,tfmini,298,39168
977.698791,tfmini,308,1802
977.701721,tfmini,308,1803
977.705444,tfmini,308,1814
977.707885,tfmini,309,23001
977.714904,tfmini,34,8513
977.731140,tfmini,261,1792
977.742248,tfmini,308,1798
977.745727,tfmini,309,1814
977.752624,tfmini,308,1794
977.758605,tfmini,0,12052
977.766296,tfmini,14,22817
977.768310,tfmini,47,375
977.770690,tfmini,137,374
977.774230,tfmini,260,1792
977.788818,tfmini,308,1788
977.791259,tfmini,309,1799
977.795715,tfmini,308,1798
977.803100,tfmini,0,491
977.813537,tfmini,228,1791
977.817016,tfmini,293,1805
977.820678,tfmini,305,1815
977.837219,tfmini,307,1649
977.849365,tfmini,0,379
977.860229,tfmini,304,1816
977.867126,tfmini,309,1832
977.873718,tfmini,309,1807
977.903991,tfmini,308,1798
977.922058,tfmini,12,13949
977.925354,tfmini,0,5679
977.938415,tfmini,279,1806
977.941955,tfmini,303,1806
977.970214,tfmini,2,270
977.975585,tfmini,39,1829
977.978027,tfmini,263,1820
978.004150,tfmini,0,2599
978.007568,tfmini,0,281
978.023010,tfmini,308,1809
978.025573,tfmini,308,1806
978.027221,tfmini,308,1806
978.050964,tfmini,63,263
978.076782,tfmini,308,9953
978.079345,tfmini,12,14302
978.084899,tfmini,0,218
978.086853,tfmini,13,252
978.088806,tfmini,46,364
978.091125,tfmini,136,374
978.094482,tfmini,260,22943
978.102233,tfmini,308,1800
978.104248,tfmini,308,1820
978.107788,tfmini,309,1797
978.111206,tfmini,309,1805
978.123596,tfmini,0,202
978.129028,tfmini,47,369
978.132263,tfmini,225,39170
978.134460,tfmini,280,1805
978.145446,tfmini,309,1809
978.147827,tfmini,309,1803
978.152465,tfmini,308,1804
978.154846,tfmini,38,39200
978.164306,tfmini,12,264
978.184082,tfmini,308,1793
978.188598,tfmini,308,1799
978.193481,tfmini,0,13396
978.196838,tfmini,0,332
978.200683,tfmini,0,369
978.205627,tfmini,60,378
978.211242,tfmini,299,1814
978.215209,tfmini,307,1792
978.223937,tfmini,309,1822
978.231323,tfmini,0,13788
978.236267,tfmini,0,275
978.245849,tfmini,293,1811
978.250122,tfmini,307,1812
978.269287,tfmini,0,2271
978.270690,tfmini,0,2271
978.272155,tfmini,0,25
978.278503,tfmini,60,256
978.279907,tfmini,137,256
978.285339,tfmini,299,1802
978.289001,tfmini,13209,6657
978.308227,tfmini,0,256
978.310729,tfmini,0,249
978.313903,tfmini,35,259
978.320373,tfmini,282,1830
978.326416,tfmini,308,1811
978.335998,tfmini,308,1826
978.337463,tfmini,305,6957
978.346923,tfmini,0,375
978.349304,tfmini,13,367
978.360778,tfmini,307,1824
978.370971,tfmini,309,1824
978.392700,tfmini,293,1822
978.398254,tfmini,308,1811
978.399780,tfmini,308,1823
978.404479,tfmini,309,1811
978.407714,tfmini,309,1821
978.411437,tfmini,306,11274
978.416687,tfmini,62976,22937
978.431335,tfmini,306,1805
978.448242,tfmini,10,10798
978.454528,tfmini,0,370
978.503845,tfmini,306,1805
978.513671,tfmini,308,2358
978.518249,tfmini,12,13689
978.519836,tfmini,0,13689
978.524536,tfmini,0,376
978.538391,tfmini,307,1800
978.540893,tfmini,308,1803
978.546325,tfmini,309,1806
978.551696,tfmini,0,13319
978.563476,tfmini,42,1819
978.570739,tfmini,306,1797
978.572265,tfmini,307,39177
978.580200,tfmini,309,1802
978.593200,tfmini,0,378
978.600463,tfmini,158,1800
978.607360,tfmini,307,1813
978.628173,tfmini,0,365
978.639892,tfmini,306,1820
978.648193,tfmini,308,22805
978.669555,tfmini,282,1820
978.679687,tfmini,309,1825
978.684020,tfmini,308,1826
978.699279,tfmini,128,258
978.715698,tfmini,308,1806
978.718078,tfmini,308,1810
978.724975,tfmini,0,1509
978.726989,tfmini,0,204
978.732971,tfmini,49,375
978.739440,tfmini,298,1807
978.740966,tfmini,302,1813
978.745117,tfmini,308,1815
978.748657,tfmini,308,1820
978.756408,tfmini,0,22805
978.760681,tfmini,0,303
978.765075,tfmini,60,2430
978.769409,tfmini,281,1834
978.782775,tfmini,308,1822
978.798950,tfmini,138,377
978.831726,tfmini,43,1826
978.841613,tfmini,308,1818
978.844909,tfmini,309,1804
978.850830,tfmini,308,3889
978.855590,tfmini,0,1081
978.862915,tfmini,138,381
978.871337,tfmini,306,1805
978.876770,tfmini,308,1826
978.887390,tfmini,234,5382
978.889709,tfmini,291,259
978.899963,tfmini,309,1824
978.904418,tfmini,304,13667
978.917968,tfmini,309,5373
978.919433,tfmini,309,5359
978.924011,tfmini,309,12242
978.927673,tfmini,295,1049
978.933105,tfmini,314,5374
978.943603,tfmini,308,5375
978.946105,tfmini,309,5568
978.949584,tfmini,570,5392
978.962219,tfmini,309,5372
978.972900,tfmini,0,366
978.993469,tfmini,295,5377
979.002990,tfmini,309,5364
979.005615,tfmini,309,5363
979.013122,tfmini,2,5385
979.027587,tfmini,308,1855
979.030151,tfmini,0,1053
979.040649,tfmini,37,372
979.042053,tfmini,51,372
979.043457,tfmini,128,376
979.044982,tfmini,141,376
979.047424,tfmini,227,375
979.053771,tfmini,131,784
979.059265,tfmini,308,5398
979.060791,tfmini,309,5405
979.072875,tfmini,514,1774
979.080444,tfmini,309,5406
979.084106,tfmini,309,5394
979.085571,tfmini,309,5403
979.103637,tfmini,63,368
979.110839,tfmini,2,5698
979.116394,tfmini,0,372
979.132507,tfmini,304,12032
979.138793,tfmini,305,5399
979.141357,tfmini,308,22786
979.172851,tfmini,0,5392
979.182373,tfmini,63,371
979.189697,tfmini,0,7431
979.207092,tfmini,305,1818
979.214721,tfmini,151,5388
979.219299,tfmini,308,5369
979.223754,tfmini,309,5376
979.226257,tfmini,309,5380
979.234863,tfmini,556,1825
979.260437,tfmini,5,373
979.263732,tfmini,54,370
979.270202,tfmini,307,11274
979.278747,tfmini,15,360
979.288452,tfmini,300,1787
979.321228,tfmini,305,5358
979.325744,tfmini,309,5374
979.329345,tfmini,309,5351
979.347717,tfmini,309,5370
979.354125,tfmini,289,1285
979.386474,tfmini,259,1801
979.391113,tfmini,303,1813
979.407592,tfmini,262,1804
979.412048,tfmini,304,1815
979.417907,tfmini,258,806
979.424865,tfmini,309,5364
979.435241,tfmini,309,994
979.441040,tfmini,394,5400
979.444458,tfmini,309,5396
979.446960,tfmini,309,5384
979.451660,tfmini,309,5370
979.455261,tfmini,308,65535
979.499145,tfmini,0,195
979.512695,tfmini,303,1811
979.518249,tfmini,289,11204
979.528625,tfmini,309,5375
979.533142,tfmini,309,5367
979.537719,tfmini,309,777
979.543395,tfmini,295,1819
979.547912,tfmini,386,1811
979.563415,tfmini,255,5391
979.578308,tfmini,0,1476
979.590515,tfmini,150,377
979.609130,tfmini,259,1807
979.619628,tfmini,247,778
979.621093,tfmini,151,778
979.630126,tfmini,309,5365
979.634277,tfmini,309,5349
979.636779,tfmini,309,5960
979.642517,tfmini,746,5367
979.644042,tfmini,291,5352
979.657897,tfmini,309,1028
979.681579,tfmini,0,5359
979.690856,tfmini,25344,2049
979.696411,tfmini,12,11069
979.697937,tfmini,1,4377
979.703308,tfmini,0,371
979.715698,tfmini,305,1811
979.730407,tfmini,159,1816
979.732849,tfmini,279,1795
979.739746,tfmini,308,12051
979.741882,tfmini,254,894
979.757141,tfmini,309,11506
979.758666,tfmini,309,65535
979.771484,tfmini,309,5367
979.777893,tfmini,309,65534
979.802429,tfmini,0,1815
979.805969,tfmini,0,361
979.820556,tfmini,0,197
979.823852,tfmini,0,375
979.830383,tfmini,158,1807
979.834899,tfmini,299,1814
979.847167,tfmini,294,5365
979.852661,tfmini,309,5391
979.858764,tfmini,309,11536
979.864440,tfmini,514,1789
979.867065,tfmini,394,5400
979.870605,tfmini,309,5389
979.873962,tfmini,309,5399
979.875549,tfmini,309,5376
979.885192,tfmini,9,5348
979.890563,tfmini,308,5359
979.902954,tfmini,0,1493
979.922546,tfmini,0,44
979.923828,tfmini,0,44
979.932434,tfmini,225,1797
979.934997,tfmini,281,1807
979.938537,tfmini,303,1790
979.953613,tfmini,309,5357
979.958129,tfmini,309,5372
979.960571,tfmini,309,5657
979.967224,tfmini,291,5361
979.975585,tfmini,309,5356
979.978942,tfmini,309,5371
979.983459,tfmini,309,1293
979.987121,tfmini,15,5366
980.005371,tfmini,133,5350
980.021911,tfmini,2,4094
980.026245,tfmini,0,372
980.060913,tfmini,309,5676
980.079589,tfmini,309,13256
980.081237,tfmini,309,65535
980.098022,tfmini,309,5355
980.099548,tfmini,309,4873
980.104980,tfmini,0,1570
980.116760,tfmini,144,360
980.124023,tfmini,0,2817
980.136596,tfmini,281,1798
980.138061,tfmini,292,1794
980.148376,tfmini,0,371
980.156738,tfmini,259,1804
980.161010,tfmini,303,1803
980.167236,tfmini,260,765
980.168701,tfmini,234,765
980.172241,tfmini,306,5350
980.174743,tfmini,309,5364
980.176269,tfmini,309,5348
980.198425,tfmini,309,5368
980.205749,tfmini,555,1814
980.207275,tfmini,518,1814
980.219726,tfmini,309,5376
980.224243,tfmini,304,967
980.228637,tfmini,248,5371
980.230224,tfmini,251,363
980.238708,tfmini,308,1806
980.241333,tfmini,309,1821
980.248840,tfmini,0,234
980.255249,tfmini,62,379
980.257629,tfmini,228,1824
980.259765,tfmini,282,1798
980.265563,tfmini,22,9521
980.272888,tfmini,32,365
980.275939,tfmini,36,1809
980.280395,tfmini,292,1807
980.281921,tfmini,299,1807
980.288757,tfmini,254,770
980.294006,tfmini,308,5364
980.300048,tfmini,309,5382
980.304687,tfmini,309,65535
980.306274,tfmini,309,981
980.311706,tfmini,394,5378
980.317199,tfmini,309,5369
980.331665,tfmini,314,5359
980.338256,tfmini,309,5368
980.346618,tfmini,0,1223
980.364257,tfmini,16,9932
980.370605,tfmini,0,368
980.388183,tfmini,156,799
980.409667,tfmini,518,1823
980.414062,tfmini,310,5350
980.421569,tfmini,309,5355
980.424194,tfmini,309,6995
980.434997,tfmini,309,5349
980.466186,tfmini,0,6130
980.471618,tfmini,13,365
980.474060,tfmini,47,370
980.487426,tfmini,255,9572
980.495971,tfmini,308,5353
980.508850,tfmini,502,806
980.517395,tfmini,309,5366
980.523925,tfmini,309,5359
980.533386,tfmini,314,5361
980.548889,tfmini,0,1580
980.553222,tfmini,0,375
980.556823,tfmini,26,363
980.558227,tfmini,42,363
980.569396,tfmini,0,287
980.578552,tfmini,225,1793
980.588073,tfmini,157,8677
980.589721,tfmini,24,8677
980.593078,tfmini,14,377
980.598449,tfmini,136,380
980.607055,tfmini,309,7219
980.612487,tfmini,230,813
980.614807,tfmini,254,5388
980.617065,tfmini,305,5372
980.618652,tfmini,308,5361
980.624511,tfmini,309,5357
980.638916,tfmini,387,1826
980.659729,tfmini,129,371
980.665344,tfmini,291,1816
980.673522,tfmini,39168,153
980.682189,tfmini,226,22801
980.690246,tfmini,13,39263
980.692443,tfmini,0,4981
980.705566,tfmini,298,1805
980.711181,tfmini,307,11204
980.714904,tfmini,230,36129
980.723571,tfmini,309,5355
980.734069,tfmini,743,5363
980.741699,tfmini,309,5346
980.759094,tfmini,309,5366
980.770812,tfmini,0,1291
980.795776,tfmini,14,361
980.799194,tfmini,60,379
980.801513,tfmini,159,1815
980.809082,tfmini,307,9267
980.819702,tfmini,47,361
980.824218,tfmini,262,1818
980.828613,tfmini,303,1806
980.843322,tfmini,309,5345
980.858703,tfmini,310,5350
980.864257,tfmini,309,5360
980.866821,tfmini,309,5360
980.869323,tfmini,309,6446
980.888610,tfmini,309,5382
980.891113,tfmini,52,1841
980.894592,tfmini,0,5382
980.898925,tfmini,0,367
980.916259,tfmini,0,378
980.922851,tfmini,159,1797
980.931457,tfmini,309,8292
980.939147,tfmini,254,5360
980.942565,tfmini,308,5369
980.948181,tfmini,309,58840
980.965270,tfmini,309,5359
980.969726,tfmini,309,6355
980.974182,tfmini,408,1579
980.976867,tfmini,397,5363
980.981445,tfmini,309,5359
980.986022,tfmini,309,5357
980.991516,tfmini,308,65534
980.993164,tfmini,298,1546
981.009704,tfmini,54,1807
981.011230,tfmini,234,1807
981.013671,tfmini,20,9781
981.018127,tfmini,0,62
981.021179,tfmini,13,358
981.029418,tfmini,299,1811
981.034790,tfmini,308,9764
981.040771,tfmini,255,5360
981.053405,tfmini,309,5240
981.056823,tfmini,645,5371
981.060363,tfmini,401,5345
981.063964,tfmini,309,5363
981.075805,tfmini,641,1750
981.080261,tfmini,314,5353
981.082885,tfmini,309,5354
981.088378,tfmini,309,5371
981.098876,tfmini,0,5364
981.101257,tfmini,0,358
981.102661,tfmini,0,374
981.109008,tfmini,146,369
981.111450,tfmini,55,1798
981.114868,tfmini,12,11621
981.138610,tfmini,14,803
981.141113,tfmini,13,258
981.148803,tfmini,282,39185
981.161437,tfmini,10137,64257
981.168029,tfmini,309,5345
981.186340,tfmini,312,1814
981.191955,tfmini,310,1766
981.195495,tfmini,10,12644
981.204223,tfmini,54,359
981.206726,tfmini,143,361
981.240905,tfmini,0,350
981.249206,tfmini,262,2316
981.254394,tfmini,306,1811
981.260314,tfmini,232,777
981.264099,tfmini,306,5367
981.265686,tfmini,308,5358
981.269226,tfmini,309,23011
981.275268,tfmini,309,5902
981.277832,tfmini,309,764
981.298583,tfmini,552,1788
981.300109,tfmini,515,1788
981.307983,tfmini,309,5370
981.311401,tfmini,309,5356
981.312866,tfmini,309,5349
981.317382,tfmini,302,1584
981.318908,tfmini,144,1584
981.329467,tfmini,36,357
981.331848,tfmini,128,365
981.334228,tfmini,152,369
981.337524,tfmini,305,11320
981.343750,tfmini,0,381
981.347656,tfmini,61,361
981.352783,tfmini,291,1798
981.355285,tfmini,302,1819
981.359252,tfmini,2,5653
981.364196,tfmini,31488,39257
981.367309,tfmini,47,363
981.369201,tfmini,33,1790
981.373901,tfmini,298,1805
981.404785,tfmini,310,5366
981.407409,tfmini,309,5349
981.415771,tfmini,309,65534
981.422424,tfmini,394,5368
981.430969,tfmini,309,5366
981.438659,tfmini,0,1406
981.442077,tfmini,0,5369
981.443481,tfmini,0,369
981.445861,tfmini,0,257
981.453430,tfmini,156,372
981.461914,tfmini,0,222
981.467224,tfmini,47,370
981.476135,tfmini,305,1807
981.480651,tfmini,0,7180
981.484008,tfmini,0,377
981.490478,tfmini,226,1814
981.510253,tfmini,309,5353
981.524536,tfmini,395,5359
981.546081,tfmini,309,5354
981.560546,tfmini,0,1812
981.564208,tfmini,0,361
981.583374,tfmini,13,369
981.591796,tfmini,291,1814
981.594299,tfmini,302,1811
981.599670,tfmini,20,8962
981.603149,tfmini,12,370
981.605590,tfmini,29,360
981.615905,tfmini,302,1818
981.624938,tfmini,51,5368
981.628173,tfmini,305,5370
981.641113,tfmini,298,1038
981.646850,tfmini,314,5348
981.649353,tfmini,309,5351
981.669006,tfmini,290,1800
981.685668,tfmini,0,364
981.688049,tfmini,33,380
981.691467,tfmini,37,1806
981.696960,tfmini,298,1798
981.700439,tfmini,306,9426
981.715454,tfmini,292,1790
981.719909,tfmini,308,7888
981.724609,tfmini,244,779
981.731018,tfmini,308,5380
981.764282,tfmini,266,5352
981.785034,tfmini,0,380
981.788391,tfmini,23,375
981.810974,tfmini,259,1807
981.815368,tfmini,303,1810
981.817993,tfmini,308,8913
981.828369,tfmini,305,5361
981.836059,tfmini,309,5350
981.841674,tfmini,309,817
981.843139,tfmini,504,817
981.849731,tfmini,311,5370
981.854125,tfmini,309,5354
981.855651,tfmini,309,5357
981.867980,tfmini,314,5338
981.882446,tfmini,0,1621
981.894836,tfmini,149,359
981.901550,tfmini,5,2384
981.907836,tfmini,18,371
981.913269,tfmini,224,1808
981.919799,tfmini,306,1814
981.925231,tfmini,0,34
981.948364,tfmini,257,5360
981.954895,tfmini,309,5360
981.957458,tfmini,309,5354
981.958984,tfmini,309,5351
981.972778,tfmini,311,5368
981.976379,tfmini,309,5364
982.000488,tfmini,309,5106
982.003051,tfmini,303,1633
982.004516,tfmini,141,1633
982.013122,tfmini,0,369
982.016418,tfmini,49,361
982.025817,tfmini,0,3098
982.027221,tfmini,0,276
982.040466,tfmini,299,1812
982.047058,tfmini,255,8966
982.054809,tfmini,291,363
982.057800,tfmini,305,1799
982.062438,tfmini,308,1788
982.072998,tfmini,308,5353
982.082153,tfmini,309,5352
982.085632,tfmini,309,802
982.097290,tfmini,314,1795
982.101806,tfmini,309,1792
982.105346,tfmini,260,12643
982.107971,tfmini,5,1553
982.111389,tfmini,2,8025
982.113525,tfmini,24,354
982.121826,tfmini,299,1799
982.138549,tfmini,259,1794
982.157531,tfmini,224,1812
982.158996,tfmini,260,1820
982.166320,tfmini,309,8285
982.170837,tfmini,56,5366
982.180297,tfmini,309,5357
982.185668,tfmini,309,5658
982.197265,tfmini,309,5356
982.198791,tfmini,309,5356
982.218017,tfmini,309,5364
982.219543,tfmini,309,5364
982.221008,tfmini,309,5365
982.227661,tfmini,0,1566
982.232116,tfmini,0,376
982.234558,tfmini,0,351
982.245849,tfmini,12,11758
982.252380,tfmini,0,368
982.255798,tfmini,49,366
982.257202,tfmini,62,366
982.263854,tfmini,299,1792
982.276855,tfmini,61,357
982.282226,tfmini,292,1804
982.284667,tfmini,302,1791
982.286804,tfmini,308,7439
982.291870,tfmini,233,790
982.301330,tfmini,309,5349
982.310791,tfmini,745,5351
982.315429,tfmini,310,5346
982.318908,tfmini,309,5356
982.339599,tfmini,309,5371
982.343994,tfmini,309,5120
982.345520,tfmini,308,65534
982.352111,tfmini,0,5365
982.354492,tfmini,0,367
982.359741,tfmini,48,379
982.362243,tfmini,138,381
982.366699,tfmini,304,11315
982.368408,tfmini,12,11315
982.403625,tfmini,300,1797
982.407287,tfmini,309,8231
982.408813,tfmini,309,8231
982.413818,tfmini,56,5374
982.428527,tfmini,308,863
982.435974,tfmini,309,5353
982.443420,tfmini,308,5372
982.445861,tfmini,307,2324
982.447448,tfmini,37,2324
982.462768,tfmini,48,366
982.465209,tfmini,295,11333
982.474853,tfmini,35,367
982.483337,tfmini,298,1777
982.485839,tfmini,306,2336
982.490417,tfmini,30,1236
982.498840,tfmini,309,39409
982.502807,tfmini,309,5375
982.506286,tfmini,309,4361
982.511657,tfmini,307,5362
982.520996,tfmini,309,5345
982.525390,tfmini,307,1104
982.532653,tfmini,278,1800
982.540283,tfmini,308,1795
982.542724,tfmini,310,6233
982.545227,tfmini,307,11781
982.549743,tfmini,153,5376
982.558288,tfmini,309,59868
982.562561,tfmini,302,1068
982.567993,tfmini,308,5357
982.576599,tfmini,309,5375
982.582214,tfmini,283,1061
982.589904,tfmini,296,1800
982.591369,tfmini,301,1812
982.594909,tfmini,307,1799
982.604187,tfmini,158,5359
982.606628,tfmini,295,5359
982.612182,tfmini,309,5354
982.619934,tfmini,562,1827
982.625488,tfmini,415,1816
982.629882,tfmini,314,1799
982.642211,tfmini,53,372
982.654296,tfmini,12,13255
982.657836,tfmini,4,364
982.659240,tfmini,22,364
982.663879,tfmini,45,1802
982.668029,tfmini,2341,22873
982.682067,tfmini,228,1787
982.690856,tfmini,7,1050
982.694335,tfmini,23,381
982.698852,tfmini,142,377
982.704101,tfmini,299,1802
982.708129,tfmini,308,12489
982.713378,tfmini,234,5368
982.729675,tfmini,16,5379
982.734313,tfmini,292,364
982.742248,tfmini,12,11514
982.746093,tfmini,20,368
982.748474,tfmini,51,382
982.749877,tfmini,128,361
982.761230,tfmini,155,836
982.762756,tfmini,57,5383
982.766174,tfmini,296,5369
982.767700,tfmini,306,5350
982.801818,tfmini,309,5370
982.805236,tfmini,309,5401
982.809814,tfmini,308,1795
982.819091,tfmini,309,5353
982.834472,tfmini,309,1795
982.838989,tfmini,252,12890
982.844421,tfmini,27,383
982.845886,tfmini,43,372
982.848327,tfmini,133,367
982.851928,tfmini,230,1792
982.853393,tfmini,262,1800
982.863891,tfmini,40,372
982.891479,tfmini,308,4113
982.895874,tfmini,33,5368
982.901000,tfmini,308,5353
982.913085,tfmini,308,1790
982.932617,tfmini,308,5347
982.934204,tfmini,309,5347
982.957519,tfmini,557,1792
982.970092,tfmini,308,975
982.975830,tfmini,309,1800
982.979370,tfmini,309,1799
982.980957,tfmini,309,1796
982.984497,tfmini,308,1798
982.990051,tfmini,2056,39257
982.993774,tfmini,133,365
982.999389,tfmini,297,2817
983.005187,tfmini,44,5378
983.019531,tfmini,0,1729
983.030578,tfmini,309,893
983.033020,tfmini,308,1800
983.034545,tfmini,309,1800
983.036010,tfmini,309,1807
983.043579,tfmini,308,1807
983.045043,tfmini,308,2859
983.047607,tfmini,308,11013
983.050109,tfmini,158,1218
983.053771,tfmini,58,1811
983.062011,tfmini,268,1656
983.068542,tfmini,313,5335
983.071594,tfmini,309,5343
983.076110,tfmini,309,65534
983.078613,tfmini,232,1125
983.088073,tfmini,275,1798
983.089599,tfmini,289,1798
983.094116,tfmini,498,1906
983.095703,tfmini,668,1811
983.099121,tfmini,315,5375
983.104614,tfmini,309,7178
983.108032,tfmini,309,1256
983.109558,tfmini,309,1813
983.111083,tfmini,309,1813
983.147705,tfmini,309,5069
983.150207,tfmini,302,1259
983.154663,tfmini,0,1795
983.172973,tfmini,48,1812
983.175476,tfmini,264,1811
983.177001,tfmini,282,1811
983.185729,tfmini,301,5374
983.206970,tfmini,12,12503
983.210632,tfmini,0,381
983.213928,tfmini,0,367
983.218444,tfmini,0,352
983.227539,tfmini,131,374
983.229797,tfmini,154,376
983.252380,tfmini,5,1147
983.256713,tfmini,54,362
983.267761,tfmini,24,373
983.269165,tfmini,41,367
983.271606,tfmini,132,362
983.290771,tfmini,308,9955
983.297302,tfmini,514,1797
983.298828,tfmini,302,1797
983.302673,tfmini,387,1803
983.305175,tfmini,313,1802
983.313598,tfmini,406,1819
983.317871,tfmini,313,1811
983.326660,tfmini,494,1813
983.334045,tfmini,309,10208
983.347229,tfmini,13,11288
983.352905,tfmini,41,367
983.359680,tfmini,281,1812
983.363647,tfmini,6,818
983.366088,tfmini,26,371
983.369201,tfmini,133,367
983.382019,tfmini,135,374
983.400390,tfmini,0,382
983.401733,tfmini,0,382
983.410949,tfmini,0,368
983.419189,tfmini,63,344
983.422363,tfmini,49,1820
983.435668,tfmini,315,5375
983.439086,tfmini,309,5357
983.440612,tfmini,309,5362
983.447204,tfmini,310,1798
983.461547,tfmini,0,363
983.470825,tfmini,131,2303
983.476867,tfmini,0,372
983.479370,tfmini,0,39321
983.483154,tfmini,5,1062
983.485595,tfmini,291,994
983.491455,tfmini,406,1814
