=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.06.10 11:18:52 =~=~=~=~=~=~=~=~=~=~=~=
# Ready. Send 's' to start, 'x' to stop.
# Recording started.
timestamp_sec,source,value1,value2
3.789960,tfmini,307,1906
3.795560,tfmini,307,1879
3.797952,tfmini,307,1897
3.809032,tfmini,309,1891
3.816424,tfmini,307,1895
3.821632,tfmini,307,1891
3.832072,tfmini,308,1890
3.834576,tfmini,308,1884
3.851944,tfmini,308,1882
3.853360,tfmini,308,1879
3.859888,tfmini,308,1885
3.862392,tfmini,309,1883
3.869200,tfmini,308,1874
3.873288,tfmini,308,1897
3.875704,tfmini,307,1892
3.881864,tfmini,308,1893
3.884248,tfmini,308,2155
3.887404,tfmini,309,1873
3.891536,tfmini,309,1886
3.921144,tfmini,308,1900
3.922616,tfmini,308,1902
3.939216,tfmini,308,1890
3.944776,tfmini,309,1886
3.956320,tfmini,308,1895
3.963696,tfmini,308,1883
3.970376,tfmini,308,1893
3.979200,tfmini,308,1885
3.981712,tfmini,308,1896
3.987048,tfmini,309,1894
4.008784,tfmini,308,1894
4.010200,tfmini,308,1883
4.021936,tfmini,308,1889
4.026136,tfmini,307,1903
4.029744,tfmini,308,1914
4.033704,tfmini,308,1884
4.038272,tfmini,307,22792
4.044024,tfmini,308,1890
4.048096,tfmini,308,1893
4.054028,tfmini,309,1889
4.055464,tfmini,309,1889
4.068304,tfmini,308,1883
4.075568,tfmini,307,1872
4.092440,tfmini,309,1894
4.098712,tfmini,308,1885
4.103800,tfmini,307,1907
4.117872,tfmini,308,1883
4.136944,tfmini,307,1887
4.140192,tfmini,307,1895
4.142576,tfmini,307,1893
4.149384,tfmini,308,1896
4.154112,tfmini,308,1889
4.160272,tfmini,308,1890
4.164384,tfmini,308,1889
4.169240,tfmini,308,1880
4.176248,tfmini,308,1882
4.189256,tfmini,307,1879
4.224360,tfmini,308,1887
4.230752,tfmini,308,1902
4.234512,tfmini,308,1899
4.239696,tfmini,308,1892
4.241984,tfmini,308,1881
4.249640,tfmini,308,1891
4.254616,tfmini,307,1905
4.258384,tfmini,307,1882
4.261744,tfmini,307,1899
4.275680,tfmini,308,1888
4.277144,tfmini,308,1888
4.279656,tfmini,308,1891
4.283192,tfmini,308,1896
4.286684,tfmini,22792,13465
4.289232,tfmini,307,1904
4.302552,tfmini,307,1907
4.311560,tfmini,307,1882
4.316040,tfmini,307,1876
4.324744,tfmini,308,1904
4.331136,tfmini,308,1882
4.332600,tfmini,307,1896
4.334008,tfmini,307,58984
4.339000,tfmini,307,1912
4.340416,tfmini,307,39288
4.355128,tfmini,307,1886
4.358672,tfmini,307,1898
4.364840,tfmini,308,1888
4.369920,tfmini,308,1902
4.385256,tfmini,308,1878
4.419104,tfmini,308,1894
4.426584,tfmini,308,1885
4.430600,tfmini,308,1904
4.432056,tfmini,308,1896
4.447296,tfmini,307,1879
4.455792,tfmini,308,1896
4.457208,tfmini,308,1890
4.467768,tfmini,307,1892
4.480488,tfmini,307,1896
4.494296,tfmini,308,1883
4.495736,tfmini,308,1883
4.498120,tfmini,307,1897
4.507220,tfmini,309,1886
4.515464,tfmini,308,1885
4.527440,tfmini,307,1884
4.530576,tfmini,308,1899
4.537832,tfmini,308,1885
4.558224,tfmini,307,1897
4.560504,tfmini,307,1881
4.578928,tfmini,308,1891
4.586272,tfmini,308,1887
4.588200,tfmini,308,1891
4.591552,tfmini,308,1897
4.594096,tfmini,308,1898
4.603628,tfmini,308,1866
4.610024,tfmini,308,1900
4.617024,tfmini,308,1897
4.618452,tfmini,308,39268
4.620528,tfmini,307,1902
4.622912,tfmini,307,1904
4.630784,tfmini,307,39002
4.644520,tfmini,308,1910
4.645936,tfmini,308,1890
4.652100,tfmini,308,1876
4.653552,tfmini,308,1876
4.654976,tfmini,13401,26881
4.656696,tfmini,308,1895
4.677216,tfmini,307,1894
4.706216,tfmini,308,1887
4.709456,tfmini,308,1892
4.715384,tfmini,308,1893
4.720216,tfmini,308,1893
4.726368,tfmini,308,1893
4.730472,tfmini,308,1901
4.740824,tfmini,307,1883
4.755984,tfmini,307,1894
4.760080,tfmini,307,1889
4.764648,tfmini,308,58212
4.769536,tfmini,308,1875
4.780440,tfmini,308,1899
4.789760,tfmini,307,1892
