=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.06.10 11:17:53 =~=~=~=~=~=~=~=~=~=~=~=
# Ready. Send 's' to start, 'x' to stop.
# Recording started.
timestamp_sec,source,value1,vlue2
7.545512,tfmini,312,1882
7.546936,tfmini,312,1884
7.549348,tfmini,313,1889
7.550740,laser,86,
7.556784,tfmini,10393,8449
7.559416,tfmini,0,2359
7.574232,tfmini,52,1883
7.576580,tfmini,269,1877
7.578000,tfmini,287,1877
7.583448,tfmini,310,4189
7.588392,tfmini,312,1900
7.589776,laser,12,
7.595240,tfmini,5,7644
7.607224,tfmini,47,279
7.611480,tfmini,233,1879
7.620080,tfmini,311,1877
7.627304,laser,524,
7.630860,tfmini,310,5447
7.640536,tfmini,0,35
7.642784,tfmini,12,194
7.647272,tfmini,137,373
7.652192,tfmini,296,1881
7.654256,tfmini,306,1864
7.655728,tfmini,309,22856
7.662296,tfmini,312,1888
7.664864,tfmini,312,1872
7.666248,laser,22,
7.667316,tfmini,312,1908
7.670720,tfmini,311,2637
7.681352,tfmini,0,358
7.689584,tfmini,267,1879
7.697928,tfmini,311,39177
7.700888,tfmini,312,1882
7.702548,laser,709,
7.704496,tfmini,312,1886
7.706880,tfmini,311,1879
7.719900,tfmini,46,378
7.739704,laser,771,
7.741924,tfmini,311,1837
7.748688,tfmini,0,8259
7.754296,tfmini,0,114
7.757168,tfmini,32,269
7.761536,tfmini,45,1869
7.776068,laser,893,
7.780832,tfmini,311,3868
7.784576,tfmini,0,39257
7.792880,tfmini,32,2426
7.796064,tfmini,137,383
7.800216,tfmini,286,1877
7.804816,tfmini,310,1869
7.809984,tfmini,312,1895
7.812480,laser,527,
7.820520,tfmini,153,7168
7.822784,tfmini,0,453
7.832596,tfmini,48,269
7.833928,tfmini,61,269
7.835288,tfmini,39,1877
7.848028,laser,763,
7.866008,tfmini,58,271
7.870484,tfmini,264,1888
7.873960,tfmini,302,1879
7.879024,tfmini,312,39177
7.883136,laser,729,
7.899784,tfmini,32,376
7.901112,tfmini,47,376
7.909880,tfmini,307,1886
7.913976,tfmini,311,1870
7.918416,laser,553,
7.922016,tfmini,312,1869
7.924168,tfmini,60,6431
7.925564,tfmini,3,8165
7.928852,tfmini,0,549
7.933080,tfmini,0,11
7.949488,tfmini,311,1888
7.953432,laser,477,
7.958048,tfmini,309,1609
7.959504,tfmini,269,39227
7.962416,tfmini,0,7390
7.966656,tfmini,0,38
7.971792,tfmini,59,371
7.979672,tfmini,307,2320
7.985712,tfmini,312,1874
7.987732,laser,599,
7.996144,tfmini,0,7919
8.002449,tfmini,0,32
8.021376,laser,527,
8.040700,tfmini,47,263
8.042009,tfmini,60,263
8.044288,tfmini,59033,24320
8.048072,tfmini,297,1885
8.052888,tfmini,311,39267
8.055169,laser,438,
8.060041,tfmini,306,6717
8.063880,tfmini,0,8164
8.069816,tfmini,0,55
8.080536,tfmini,297,1883
8.088716,laser,699,
8.091408,tfmini,311,1855
8.102305,tfmini,0,193
8.106633,tfmini,33,256
8.111857,tfmini,235,1892
8.115864,tfmini,304,1888
8.120121,tfmini,311,1877
8.121872,laser,437,
8.136089,tfmini,0,290
8.137369,tfmini,15,290
8.154336,laser,434,
8.158857,tfmini,306,5674
8.160277,tfmini,305,5674
8.174700,tfmini,63,264
8.183813,tfmini,311,1891
8.186908,laser,586,
8.188129,tfmini,312,1874
8.195000,tfmini,39257,0
8.200616,tfmini,0,5
8.214337,tfmini,309,1876
8.215777,tfmini,310,1882
8.219137,tfmini,312,1880
8.220568,laser,7,
8.226800,tfmini,1,8225
8.231529,tfmini,0,115
8.232816,tfmini,0,115
8.234112,tfmini,0,307
8.238221,tfmini,61,278
8.243312,tfmini,297,1878
8.250885,laser,418,
8.254328,tfmini,311,1569
8.269008,tfmini,61,258
8.273361,tfmini,266,1885
8.278425,tfmini,309,1889
8.281664,tfmini,312,57353
8.283141,laser,16,
8.293801,tfmini,0,309
8.300209,tfmini,49,375
8.303112,tfmini,47,1875
8.306560,tfmini,285,1884
8.308977,tfmini,303,1886
8.312209,tfmini,310,39248
8.314017,laser,519,
8.321808,tfmini,55572,89
8.324200,tfmini,0,4896
8.325529,tfmini,0,289
8.329009,tfmini,0,22
8.334240,tfmini,58,259
8.342161,tfmini,304,1867
8.345041,laser,562,
8.349208,tfmini,311,1892
8.353481,tfmini,39177,345
8.360784,tfmini,33,257
8.375928,laser,838,
8.380216,tfmini,311,1786
8.384793,tfmini,0,6432
8.396928,tfmini,232,1881
8.398368,tfmini,265,1890
8.406440,laser,752,
8.421860,tfmini,33,269
8.436881,laser,426,
8.442601,tfmini,312,7971
8.446105,tfmini,0,3691
8.453744,tfmini,13,264
8.457864,tfmini,39,1890
8.463001,tfmini,303,1879
8.464425,tfmini,307,1881
8.467041,laser,718,
8.468393,tfmini,311,1888
8.474232,tfmini,48,7263
8.486801,tfmini,60,264
8.489840,tfmini,265,1886
8.496812,laser,654,
8.498896,tfmini,312,4103
8.502753,tfmini,298,6858
8.505136,tfmini,3,22981
8.506656,tfmini,0,5492
8.513576,tfmini,13,374
8.523312,tfmini,307,1878
8.526529,laser,572,
8.537124,tfmini,0,272
8.545336,tfmini,46,380
8.552385,tfmini,303,1881
8.556089,laser,659,
8.565809,tfmini,0,4130
8.585301,laser,509,
8.602457,tfmini,62,267
8.609025,tfmini,297,1876
8.614448,laser,475,
8.616888,tfmini,311,1878
8.618321,tfmini,311,22937
8.623456,tfmini,601,30208
8.626120,tfmini,0,1283
8.629193,tfmini,1,337
8.634016,tfmini,141,22788
8.636124,tfmini,233,1866
8.643120,laser,700,
8.657960,tfmini,0,380
8.662193,tfmini,51,268
8.664616,tfmini,41,1886
8.668664,tfmini,296,1881
8.671705,tfmini,309,1876
8.673112,laser,11,
8.677688,tfmini,308,6975
8.700345,laser,515,
8.702789,tfmini,311,1888
8.710033,tfmini,0,1738
8.711360,tfmini,0,1738
8.716485,tfmini,34,265
8.726224,tfmini,309,1859
8.728488,laser,414,
8.743469,tfmini,2,260
8.756377,laser,645,
8.762340,tfmini,282,7220
8.774692,tfmini,50,258
8.777712,tfmini,49,1888
8.784517,laser,376,
8.785620,tfmini,309,1891
8.787036,tfmini,311,39258
8.793256,tfmini,0,39257
8.802152,tfmini,33,258
8.812192,laser,544,
8.815113,tfmini,311,1886
8.832928,tfmini,47,1891
8.837345,tfmini,297,1898
8.839472,laser,628,
8.841561,tfmini,309,1881
8.849945,tfmini,0,1852
8.856121,tfmini,48,264
8.861088,tfmini,267,1881
8.866152,tfmini,309,1871
8.867561,laser,12,
8.872248,tfmini,312,3358
8.873712,tfmini,312,3358
8.876105,tfmini,304,22937
8.884600,tfmini,128,374
8.887777,tfmini,234,1881
8.894145,laser,602,
8.914353,tfmini,41,1878
8.915728,tfmini,230,1878
8.921264,laser,512,
8.923101,tfmini,309,1872
8.940248,tfmini,40,1873
8.947916,laser,725,
8.953888,tfmini,311,4146
8.963953,tfmini,16,383
8.967352,tfmini,62,258
8.971488,tfmini,284,1877
8.974617,laser,730,
8.980009,tfmini,310,1558
8.988664,tfmini,12,279
8.990961,tfmini,46,380
9.000784,tfmini,309,1880
9.002161,laser,11,
9.006984,tfmini,311,6154
9.010344,tfmini,15257,39191
9.027552,laser,592,
9.036300,tfmini,4,7434
9.040416,tfmini,1,2
9.042576,tfmini,1,380
9.053457,tfmini,307,1876
9.054833,laser,10,
9.070129,tfmini,48,372
9.079936,laser,555,
9.085057,tfmini,311,1804
9.086464,tfmini,302,6920
9.099312,tfmini,45,1866
9.103488,tfmini,297,1890
9.105760,laser,399,
9.107840,tfmini,309,1889
9.111713,tfmini,311,1806
9.118241,tfmini,0,30
9.121185,tfmini,33,371
9.125465,tfmini,47,1879
9.129441,tfmini,296,39254
9.131521,laser,297,
9.135329,tfmini,310,1874
9.138856,tfmini,295,7491
9.141625,tfmini,0,2049
9.147577,tfmini,34,23029
9.151177,tfmini,47,1868
9.157184,laser,490,
9.168409,tfmini,0,126
9.169689,tfmini,0,126
9.182721,laser,585,
9.184688,tfmini,309,1883
9.191097,tfmini,14593,39257
9.193633,tfmini,0,1658
9.200184,tfmini,50,256
9.207576,tfmini,304,1876
9.208976,laser,8,
9.218880,tfmini,3,1224
9.227993,tfmini,43,1873
9.233232,laser,376,
9.256824,tfmini,303,1877
9.258337,laser,598,
9.262360,tfmini,311,1883
9.267212,tfmini,0,7977
9.270625,tfmini,0,39294
9.275401,tfmini,50,263
9.283057,tfmini,303,1886
9.284464,laser,10,
9.289025,tfmini,312,4167
9.292529,tfmini,301,22814
9.298752,tfmini,6,379
9.304529,tfmini,231,1892
9.308096,laser,320,
9.311872,tfmini,309,1865
9.313328,tfmini,310,1764
9.317424,tfmini,0,8491
9.327993,tfmini,59801,38912
9.332704,laser,319,
9.346184,tfmini,152,4375
9.354236,laser,208,
9.362257,tfmini,13465,37633
9.365516,tfmini,147,822
9.366929,tfmini,135,822
9.372036,laser,558,
9.374605,tfmini,303,22869
9.383641,tfmini,3,1069
9.388616,laser,634,
9.404648,laser,294,
9.405749,tfmini,53,378
9.413001,tfmini,235,5679
9.420336,laser,185,
9.422057,tfmini,300,22786
9.425088,tfmini,308,1889
9.435760,laser,246,
9.442333,tfmini,283,1882
9.443753,tfmini,303,22808
9.447032,tfmini,5,1243
9.451161,laser,203,
9.463945,tfmini,282,5591
9.466377,tfmini,311,5604
9.467761,laser,12,
9.473860,tfmini,312,34150
9.477896,tfmini,245,741
9.481697,laser,933,
9.484161,tfmini,295,1884
9.494913,tfmini,0,379
9.497009,laser,338,
9.498345,tfmini,35,259
9.502709,tfmini,229,1893
9.505232,tfmini,278,1585
9.512320,laser,235,
9.525568,tfmini,299,5609
9.527577,laser,376,
9.540629,tfmini,1,383
9.542857,laser,365,
9.551104,tfmini,10905,2816
9.558096,laser,471,
9.560544,tfmini,54,259
9.568416,tfmini,58,1042
9.573392,laser,367,
9.582108,tfmini,544,2582
9.588632,laser,853,
9.603937,laser,375,
9.607264,tfmini,132,259
9.615304,tfmini,49,4099
9.619193,laser,318,
9.622592,tfmini,312,5589
9.630241,tfmini,247,22993
9.632305,tfmini,226,1896
9.634425,laser,611,
9.637712,tfmini,303,1883
9.639184,tfmini,307,1890
9.641201,tfmini,310,1886
9.643824,tfmini,15,2801
9.649805,laser,129,
9.652112,tfmini,50,374
9.653449,tfmini,128,374
9.656557,tfmini,269,1842
9.665008,laser,242,
9.680200,laser,349,
9.681665,tfmini,295,1874
9.685029,tfmini,309,1889
9.693024,tfmini,2305,22930
9.695392,laser,501,
9.699041,tfmini,63,273
9.700385,tfmini,43,1884
9.704193,tfmini,159,8486
9.710584,laser,528,
9.725761,laser,583,
9.727121,tfmini,297,1873
9.731480,tfmini,311,1902
9.733873,tfmini,309,7457
9.741021,laser,132,
9.742496,tfmini,36,261
9.744544,tfmini,128,379
9.746885,tfmini,230,1879
9.754636,tfmini,277,5608
9.756184,laser,182,
9.767868,tfmini,12,1868
9.771288,laser,532,
9.781376,tfmini,5,1266
9.786544,laser,174,
9.801605,laser,647,
9.803656,tfmini,312,5586
9.810413,tfmini,311,33558
9.816857,laser,184,
9.819185,tfmini,274,1869
9.827432,tfmini,11,22874
9.831313,tfmini,5,371
9.832596,laser,8,
9.842360,tfmini,152,872
9.846897,tfmini,309,5594
9.848284,laser,11,
9.862340,laser,212,
9.864172,tfmini,46,273
9.877281,tfmini,23,381
9.878577,laser,13,
9.885584,tfmini,306,5216
9.887152,tfmini,2356,22937
9.891080,tfmini,257,5608
9.892688,laser,249,
9.897424,tfmini,313,5607
9.898848,tfmini,313,5614
9.907793,laser,640,
9.912669,tfmini,153,370
9.923036,laser,165,
9.924257,tfmini,44,260
9.927296,tfmini,147,266
9.938148,laser,464,
9.941452,tfmini,313,5596
9.945937,tfmini,310,58394
9.953320,laser,560,
9.968497,laser,411,
9.970336,tfmini,313,5592
9.971760,tfmini,313,5587
9.983600,laser,688,
9.992233,tfmini,22,1989
9.998489,tfmini,20,266
9.999785,laser,12,
10.008993,tfmini,142,803
10.010416,tfmini,59,5436
10.013969,laser,381,
10.025853,tfmini,27,5607
10.029205,laser,134,
10.036400,tfmini,311,1758
10.037860,tfmini,10905,34816
10.041152,tfmini,9,1518
10.044321,laser,156,
10.050905,tfmini,292,4441
10.059484,laser,190,
10.062952,tfmini,312,5607
10.066489,tfmini,312,5615
10.074617,laser,286,
10.081568,tfmini,236,1823
10.083024,tfmini,58265,9216
10.089789,laser,283,
10.100384,tfmini,255,575
10.101797,tfmini,35,1875
10.104872,laser,705,
10.108328,tfmini,302,1874
10.110913,tfmini,309,1877
10.112656,tfmini,311,1890
10.117521,tfmini,2,22841
10.120128,laser,230,
10.122760,tfmini,50,262
10.135289,laser,231,
10.141416,tfmini,312,5614
10.150392,laser,562,
10.153248,tfmini,292,1869
10.155680,tfmini,305,1869
10.160937,tfmini,11,1884
10.165629,laser,162,
10.176153,tfmini,130,995
10.180836,laser,119,
10.185625,tfmini,312,39257
10.187657,tfmini,312,5602
10.192924,tfmini,233,793
10.195897,laser,502,
10.203761,tfmini,39257,39
10.206192,tfmini,13,1500
10.211112,laser,245,
10.214113,tfmini,53,268
10.223645,tfmini,254,5570
10.226292,laser,159,
10.228089,tfmini,312,5602
10.236256,tfmini,3,22937
10.239025,tfmini,2,372
10.241225,tfmini,18,264
10.242592,laser,3,
10.244625,tfmini,51,267
10.246728,tfmini,140,383
10.252161,tfmini,11,1304
10.254096,tfmini,10,349
10.256552,laser,581,
10.264744,tfmini,311,39177
10.271737,laser,383,
10.283037,tfmini,4,229
10.286872,laser,405,
10.294368,tfmini,249,2130
10.296552,tfmini,21,1040
10.302097,laser,211,
10.306868,tfmini,312,5619
10.309416,tfmini,312,37927
10.313640,tfmini,234,714
10.317244,laser,258,
10.323040,tfmini,308,1859
10.332352,laser,497,
10.335713,tfmini,129,273
10.342104,tfmini,248,828
10.345088,tfmini,248,5470
10.347493,laser,483,
10.354992,tfmini,312,38447
10.362676,laser,442,
10.370616,tfmini,9369,57344
10.377824,laser,532,
10.390273,tfmini,255,5602
10.393033,laser,276,
10.408144,laser,349,
10.412328,tfmini,141,383
10.417385,tfmini,22,1333
10.419769,tfmini,8,1634
10.421785,tfmini,9,257
10.423369,laser,179,
10.425249,tfmini,44,257
10.427593,tfmini,134,260
10.431344,tfmini,295,5904
10.432825,tfmini,1079,22873
10.438481,laser,425,
10.453697,laser,192,
10.457168,tfmini,130,257
10.468760,laser,579,
10.478632,tfmini,264,568
10.483937,tfmini,248,1877
10.485361,laser,19,
10.490024,tfmini,308,1853
10.493553,tfmini,4134,39177
10.499217,laser,131,
10.502348,tfmini,52,258
10.510560,tfmini,55,5494
10.514265,laser,716,
10.517960,tfmini,312,5600
10.524945,tfmini,8,748
10.526777,tfmini,6,263
10.529417,laser,571,
10.542481,tfmini,3,270
10.544632,laser,289,
10.553800,tfmini,266,820
10.555249,tfmini,229,820
10.559792,laser,322,
10.568873,tfmini,3,1557
10.574956,laser,336,
10.576344,tfmini,37,262
10.590081,laser,341,
10.595617,tfmini,235,1886
10.601952,tfmini,149,5624
10.604265,tfmini,300,5595
10.605709,laser,11,
10.613376,tfmini,310,22873
10.620361,laser,889,
10.635601,laser,192,
10.646348,tfmini,241,555
10.650649,laser,735,
10.656057,tfmini,305,39175
10.665912,laser,194,
10.668081,tfmini,52,266
10.669465,tfmini,129,266
10.671864,tfmini,234,1864
10.676640,tfmini,252,810
10.678909,tfmini,2362,39321
10.681064,laser,237,
10.685400,tfmini,313,5600
10.696152,laser,804,
10.697913,tfmini,296,257
10.701280,tfmini,307,1871
10.709897,tfmini,6,260
10.711313,laser,470,
10.713209,tfmini,41,374
10.717600,tfmini,233,1877
10.720796,tfmini,310,7733
10.722249,tfmini,262,10837
10.726465,tfmini,299,5604
10.727936,laser,10,
10.729409,tfmini,312,5589
10.740616,tfmini,20,256
10.741969,laser,8,
10.753728,tfmini,3,1563
10.756889,laser,167,
10.758165,tfmini,44,377
10.763328,tfmini,235,1881
10.771968,laser,393,
10.787157,laser,320,
10.794528,tfmini,263,2359
10.796720,tfmini,239,1099
10.801217,tfmini,297,5597
10.802640,laser,8,
10.804673,tfmini,312,23020
10.809365,tfmini,312,5593
10.812528,tfmini,285,34590
10.817185,tfmini,138,1872
10.818616,laser,10,
10.821057,tfmini,291,1866
10.822537,tfmini,4140,22937
10.827760,tfmini,39215,3161
10.830689,tfmini,4,1352
10.832104,tfmini,4,382
10.833393,laser,10,
10.847112,tfmini,309,5589
10.848552,laser,8,
10.853512,tfmini,312,5610
10.861208,tfmini,1,22907
10.862960,laser,247,
10.869089,tfmini,48,1591
10.873041,tfmini,13,1311
10.874457,tfmini,7,1541
10.875872,tfmini,4,1541
10.877248,tfmini,3,380
10.878544,laser,10,
10.879660,tfmini,6,55553
10.882768,tfmini,54,256
10.885584,tfmini,232,1883
10.892024,tfmini,299,5600
10.893457,laser,19,
10.908412,laser,251,
10.911736,tfmini,128,381
10.921432,tfmini,278,5600
10.922897,tfmini,305,5600
10.924341,laser,14,
10.927400,tfmini,312,5591
10.931904,tfmini,313,35409
10.933576,tfmini,301,37068
10.938713,laser,279,
10.943385,tfmini,309,1873
10.945816,tfmini,310,1886
10.948044,tfmini,22,2380
10.953821,laser,403,
10.965952,tfmini,244,5354
10.967416,tfmini,296,5595
10.968969,laser,519,
10.970993,tfmini,312,5588
10.973424,tfmini,312,5592
10.977936,tfmini,14489,1025
10.981081,tfmini,226,737
10.982497,tfmini,1848,39257
10.984181,laser,314,
10.992257,tfmini,39257,40
10.999384,laser,140,
11.000544,tfmini,22,376
11.001936,tfmini,4135,22937
11.014412,laser,650,
11.018864,tfmini,313,5587
11.021305,tfmini,312,5600
11.029577,laser,604,
11.031712,tfmini,50,266
11.035992,tfmini,48,1594
11.040328,tfmini,11,2374
11.044776,laser,399,
11.049204,tfmini,145,264
11.051257,tfmini,236,1876
11.054560,tfmini,308,7381
11.059988,laser,207,
11.072304,tfmini,3,257
11.075053,laser,317,
11.077672,tfmini,52,256
11.079889,tfmini,142,381
11.081344,tfmini,154,381
11.084337,tfmini,146,8213
11.090041,tfmini,56624,39257
11.091621,laser,29,
11.095880,tfmini,313,5627
11.101600,tfmini,225,756
11.105069,laser,234,
11.112880,tfmini,39257,37
11.118336,tfmini,9,383
11.119880,laser,298,
11.122729,tfmini,57,268
11.133584,tfmini,239,5591
11.135052,laser,16,
11.137241,tfmini,296,262
11.139633,tfmini,303,1871
11.141113,tfmini,307,1871
11.149240,laser,151,
11.163721,laser,201,
11.167560,tfmini,131,263
11.173745,tfmini,275,712
11.176632,tfmini,226,5617
11.178069,laser,396,
11.186248,tfmini,22942,14233
11.189912,tfmini,29,1875
11.192417,laser,127,
11.196360,tfmini,312,23004
11.201025,tfmini,13,58125
11.204472,tfmini,6,371
11.206508,laser,496,
11.213344,tfmini,240,1869
11.220608,laser,331,
11.230129,tfmini,9,2123
11.231505,tfmini,5,1339
11.232880,tfmini,2,1339
11.234265,tfmini,2,262
11.235572,laser,9,
11.236633,tfmini,3,262
11.245144,tfmini,4,1383
11.248436,laser,254,
11.251528,tfmini,37,274
11.254992,tfmini,43,39271
11.257801,tfmini,22,2365
11.261528,tfmini,1,379
11.262872,laser,15,
11.272856,tfmini,5,1548
11.275889,laser,117,
11.277160,tfmini,5,370
11.281413,tfmini,131,262
11.289428,laser,133,
11.302808,laser,236,
11.314553,tfmini,62,5621
11.316181,laser,223,
11.322009,tfmini,312,5625
11.327864,tfmini,17,1373
11.329517,laser,310,
11.331400,tfmini,128,22868
11.334361,tfmini,265,1879
11.335832,tfmini,285,1879
11.342872,laser,369,
11.354952,tfmini,251,5618
11.356420,laser,25,
11.369749,laser,336,
11.372512,tfmini,232,1882
11.374720,tfmini,285,1883
11.379756,tfmini,255,2776
11.381616,tfmini,63,1313
11.383176,laser,344,
11.384944,tfmini,20,5589
11.393273,tfmini,13,548
11.396704,laser,95,
11.410181,laser,255,
11.411816,tfmini,248,374
11.418688,tfmini,39198,13401
11.423880,laser,136,
11.427312,tfmini,312,5595
11.437460,tfmini,46,1880
11.438840,laser,15,
11.441872,tfmini,286,1871
11.445392,tfmini,310,5962
11.450881,tfmini,9,5598
11.452217,laser,10,
11.460265,tfmini,288,4123
11.464968,laser,213,
11.476228,tfmini,0,1293
11.478900,laser,200,
11.489176,tfmini,3,1321
11.490560,tfmini,1,1321
11.492736,laser,360,
11.497908,tfmini,128,366
11.505529,tfmini,0,268
11.506824,laser,14,
11.520433,laser,231,
11.527189,tfmini,229,1899
11.531440,tfmini,4,1311
11.534384,laser,338,
11.542432,tfmini,20,2067
11.548353,laser,126,
11.550872,tfmini,37,257
11.553216,tfmini,128,383
11.562048,laser,219,
11.564533,tfmini,36,263
11.567001,tfmini,128,256
11.574976,tfmini,258,22873
11.576497,laser,16,
11.580276,tfmini,52,377
11.588621,tfmini,17,378
11.589961,laser,12,
11.597136,tfmini,308,2312
11.602240,laser,133,
11.604961,tfmini,310,5608
11.612800,tfmini,159,55583
11.615401,laser,105,
11.616912,tfmini,61,1875
11.623969,tfmini,39321,45
11.628336,laser,629,
11.641352,laser,246,
11.651961,tfmini,7,1788
11.654289,laser,90,
11.666973,laser,423,
11.669713,tfmini,295,5580
11.672272,tfmini,297,256
11.679633,laser,462,
11.686848,tfmini,283,5220
11.688436,tfmini,316,4682
11.692209,laser,521,
11.694816,tfmini,11,5588
11.697200,tfmini,296,5603
11.698697,tfmini,39257,297
11.704785,laser,134,
11.712505,tfmini,39321,42
11.714689,tfmini,19,1231
11.717161,laser,176,
11.722001,tfmini,260,1881
11.729433,laser,222,
11.733625,tfmini,297,5593
11.741617,laser,306,
11.753796,laser,88,
11.756361,tfmini,241,5603
11.760632,tfmini,303,1781
11.765041,tfmini,0,741
11.766337,laser,10,
11.772192,tfmini,665,58112
11.777360,tfmini,52,5608
11.778737,laser,12,
11.779876,tfmini,250,5608
11.789461,laser,143,
11.800808,tfmini,3,377
11.802088,laser,22,
11.804265,tfmini,28,262
11.811465,tfmini,143,202
11.812896,laser,19,
11.815464,tfmini,133,1869
11.818897,tfmini,265,1867
11.824216,laser,658,
11.829752,tfmini,296,383
11.831169,tfmini,297,383
11.835768,laser,74,
11.840593,tfmini,22832,13913
11.847108,laser,90,
11.851489,tfmini,232,258
11.858345,laser,148,
11.863512,tfmini,0,374
11.868721,tfmini,22,329
11.870068,laser,9,
11.873688,tfmini,36,1881
11.875848,tfmini,263,1881
11.880600,laser,308,
11.883080,tfmini,241,5620
11.885881,tfmini,251,263
11.890129,tfmini,44,7174
11.891545,tfmini,0,1079
11.894633,tfmini,0,5619
11.901593,tfmini,139,364
11.902993,laser,9,
11.907680,tfmini,305,1888
11.913496,laser,184,
11.917968,tfmini,0,277
11.922336,tfmini,38,272
11.923721,tfmini,131,272
11.925136,laser,10,
11.927216,tfmini,250,258
11.929232,tfmini,291,1891
11.930705,tfmini,300,1870
11.934593,tfmini,46,39214
11.936064,laser,10,
11.938377,tfmini,0,5615
11.941584,tfmini,0,269
11.945713,laser,285,
11.953761,tfmini,14233,7937
11.956377,laser,59,
11.960185,tfmini,28,5610
11.961625,tfmini,245,5584
11.964784,tfmini,298,371
11.966897,laser,91,
11.970697,tfmini,0,5609
11.972064,tfmini,0,39175
11.976297,tfmini,129,245
11.977725,laser,10,
11.981881,tfmini,301,1902
11.983348,tfmini,307,1876
11.986633,tfmini,311,3132
11.988064,laser,6,
11.991801,tfmini,42,2320
11.998032,laser,675,
11.999689,tfmini,0,3963
12.005673,tfmini,0,269
12.008424,laser,55,
12.010737,tfmini,0,261
12.014144,tfmini,0,256
12.016201,tfmini,0,381
12.018585,laser,234,
12.020472,tfmini,129,22842
12.025009,tfmini,283,1884
12.026473,tfmini,295,1884
12.028760,laser,157,
12.031028,tfmini,640,1866
12.034408,tfmini,298,1871
12.038181,tfmini,314,1880
12.039608,laser,11,
12.041552,tfmini,738,1880
12.045332,tfmini,317,5605
12.048617,tfmini,14745,39184
12.050865,tfmini,740,22873
12.058897,laser,95,
12.066928,tfmini,39257,313
12.068760,laser,308,
12.071728,tfmini,740,1775
12.075777,tfmini,487,1882
12.078673,laser,81,
12.080848,tfmini,147,1777
12.082297,tfmini,255,33265
12.086865,tfmini,312,10204
12.088448,laser,172,
12.092288,tfmini,13465,35330
12.098264,laser,40,
12.103625,tfmini,318,5592
12.107969,laser,37,
12.117552,laser,126,
12.126377,tfmini,299,749
12.127760,laser,11,
12.131776,tfmini,290,1880
12.134217,tfmini,305,1877
12.136753,laser,38,
12.146201,laser,125,
12.155689,laser,33,
12.162040,tfmini,291,1870
12.165040,laser,130,
12.172128,tfmini,415,1877
12.174416,laser,76,
12.175648,tfmini,0,847
12.177961,tfmini,0,5608
12.182865,tfmini,22784,37721
12.184440,laser,5,
12.192544,tfmini,234,4314
12.194664,tfmini,282,1891
12.200168,tfmini,404,1876
12.202197,laser,84,
12.206336,tfmini,291,5615
12.211300,laser,519,
12.213304,tfmini,0,4907
12.214689,tfmini,0,4907
12.216552,tfmini,0,5599
12.217952,tfmini,0,269
12.220464,laser,161,
12.227232,tfmini,488,39257
12.229489,laser,703,
12.233304,tfmini,0,5619
12.237264,tfmini,0,535
12.238609,laser,81,
12.243232,tfmini,49,263
12.247656,laser,24,
12.256601,laser,42,
12.263176,tfmini,309,1877
12.265504,laser,38,
12.267088,tfmini,313,793
12.274336,laser,172,
12.278040,tfmini,295,1880
12.283148,laser,729,
12.285033,tfmini,296,846
12.292016,laser,89,
12.294720,tfmini,774,1864
12.298832,tfmini,273,1878
12.300785,laser,58,
12.303224,tfmini,0,1048
12.309549,laser,26,
12.318144,laser,453,
12.326916,laser,23,
12.329120,tfmini,138,34
12.330489,tfmini,233,258
12.335436,laser,203,
12.336836,tfmini,14233,2049
12.344097,laser,28,
12.348720,tfmini,0,379
12.351153,tfmini,0,258
12.352584,laser,174,
12.354489,tfmini,227,41
12.357865,tfmini,133,370
12.361077,laser,500,
12.363445,tfmini,555,2786
12.365800,tfmini,575,1868
12.369537,laser,786,
12.375272,tfmini,4096,39257
12.378052,laser,126,
12.381397,tfmini,149,46
12.386521,laser,40,
12.388840,tfmini,296,1098
12.391864,tfmini,289,5599
12.394181,tfmini,318,5910
12.395656,laser,14,
12.399444,tfmini,274,1864
12.403197,laser,200,
12.411488,laser,987,
12.413489,tfmini,46,228
12.414856,tfmini,17,228
12.419056,tfmini,259,1871
12.420513,laser,7,
12.428112,laser,105,
12.436281,tfmini,35161,28417
12.444528,laser,155,
12.448961,tfmini,0,5588
12.452736,laser,67,
12.460857,laser,127,
12.462985,tfmini,30,288
12.468353,tfmini,0,258
12.469653,laser,9,
12.472661,tfmini,49,212
12.477072,laser,86,
12.480353,tfmini,311,874
12.485169,laser,37,
12.486400,tfmini,39225,14681
12.488888,tfmini,312,2602
12.491929,tfmini,396,5588
12.493360,laser,9,
12.496604,tfmini,11161,4866
12.501136,laser,335,
12.502536,tfmini,13465,22800
12.509217,laser,25,
12.517088,laser,599,
12.525136,laser,23,
12.533024,laser,28,
12.537408,tfmini,550,1886
12.539833,tfmini,307,1866
12.541296,laser,9,
12.547937,tfmini,306,1877
12.549421,laser,8,
12.556625,laser,40,
12.564396,laser,158,
12.571032,tfmini,402,5588
12.572457,laser,14,
12.576577,tfmini,525,5601
12.579960,laser,290,
12.583792,tfmini,139,1316
12.587808,laser,23,
12.595457,laser,128,
12.598937,tfmini,0,1310
12.603177,laser,109,
12.609796,tfmini,0,275
12.611088,laser,9,
12.614840,tfmini,28,259
12.618484,laser,941,
12.625265,tfmini,236,265
12.626688,laser,10,
12.633840,laser,31,
12.635641,tfmini,316,979
12.641412,laser,89,
12.648957,laser,300,
12.656504,laser,263,
12.664049,laser,256,
