timestamp_sec,source,value1,value2
631.882202,tfmini,256,39321
631.891357,tfmini,1,3446
631.897521,tfmini,1,3331
631.900390,tfmini,1,3335
631.911804,tfmini,1,3446
631.920349,tfmini,1,3331
631.922424,tfmini,1,3441
631.932800,tfmini,1,3451
631.940124,tfmini,1,3329
631.941528,tfmini,1,3330
631.947570,tfmini,1,3454
631.949035,tfmini,1,3454
631.953430,tfmini,1,3451
631.961181,tfmini,1,39283
631.967285,tfmini,1,3446
631.999145,tfmini,1,3453
632.016601,tfmini,1,3441
632.023925,tfmini,0,3330
632.030700,tfmini,1,3451
632.059387,tfmini,1,3330
632.064025,tfmini,1,3453
632.067504,tfmini,1,3448
632.075683,tfmini,1,3330
632.084289,tfmini,1,3330
632.092407,tfmini,1,3331
632.099426,tfmini,1,3444
632.105407,tfmini,1,3451
632.109497,tfmini,1,3440
632.125061,tfmini,1,3334
632.127441,tfmini,1,3448
632.132873,tfmini,1,3453
632.139343,tfmini,1,3453
632.151306,tfmini,1,3330
632.154846,tfmini,1,3328
632.157104,tfmini,1,3328
632.163757,tfmini,1,3452
632.169494,tfmini,1,3455
632.173400,tfmini,1,3445
632.174865,tfmini,1,3455
632.193786,tfmini,1,3328
632.199218,tfmini,1,3446
632.202636,tfmini,1,3336
632.206970,tfmini,1,3451
632.216918,tfmini,1,3445
632.226440,tfmini,1,3446
632.227905,tfmini,1,3334
632.240722,tfmini,1,3332
632.252441,tfmini,1,3445
632.255004,tfmini,1,3344
632.270507,tfmini,1,3443
632.278015,tfmini,1,3455
632.279418,tfmini,1,39312
632.284423,tfmini,0,3445
632.286987,tfmini,0,22937
632.293334,tfmini,1,39248
632.297973,tfmini,1,3340
632.304016,tfmini,1,3443
632.305480,tfmini,1,3443
632.308227,tfmini,1,3447
632.314147,tfmini,1,39177
632.333312,tfmini,1,3450
632.338745,tfmini,1,3447
632.342651,tfmini,1,3332
632.354064,tfmini,1,3328
632.361694,tfmini,1,3330
632.369506,tfmini,1,22937
632.379211,tfmini,1,3339
632.382446,tfmini,1,3436
632.388610,tfmini,1,3454
632.394409,tfmini,1,3445
632.406677,tfmini,1,3334
632.408203,tfmini,1,3334
632.419799,tfmini,1,3447
632.425231,tfmini,1,3332
632.434936,tfmini,1,3452
632.447753,tfmini,1,3334
632.454956,tfmini,1,3449
632.459228,tfmini,1,3329
632.464355,tfmini,1,3437
632.470153,tfmini,1,3447
632.472534,tfmini,1,3454
632.488708,tfmini,1,3333
632.493957,tfmini,1,3336
632.502746,tfmini,1,3445
632.504150,tfmini,1,3445
632.514404,tfmini,1,3445
632.520812,tfmini,1,3337
632.524108,tfmini,1,3334
632.527465,tfmini,1,3445
632.532409,tfmini,1,39293
632.536987,tfmini,1,3455
632.547668,tfmini,1,3330
632.549072,tfmini,1,3436
632.566101,tfmini,1,3335
632.570800,tfmini,1,3339
632.578674,tfmini,1,39257
632.583679,tfmini,1,3436
632.591552,tfmini,1,36877
632.597778,tfmini,1,3454
632.608947,tfmini,1,3332
632.611389,tfmini,1,3330
632.621337,tfmini,1,3330
632.626586,tfmini,1,3334
632.638854,tfmini,1,3450
632.653991,tfmini,1,3328
632.663085,tfmini,1,3452
632.674926,tfmini,1,3345
632.678466,tfmini,1,3450
632.686828,tfmini,1,3339
632.697998,tfmini,1,3331
632.732421,tfmini,1,3448
632.734863,tfmini,1,3451
632.750549,tfmini,1,3444
632.776306,tfmini,1,3444
632.781738,tfmini,1,3452
632.788818,tfmini,1,3329
632.806152,tfmini,1,3340
632.811767,tfmini,1,3332
632.813171,tfmini,1,3332
632.823181,tfmini,1,3337
632.837158,tfmini,1,3455
632.841552,tfmini,1,3447
632.844970,tfmini,1,3338
632.855163,tfmini,1,3343
632.859497,tfmini,1,3340
632.869018,tfmini,1,3334
632.889221,tfmini,1,3350
632.890625,tfmini,1,3350
632.899902,tfmini,0,3333
632.903381,tfmini,1,3337
632.908569,tfmini,1,3333
632.928833,tfmini,1,3341
632.937927,tfmini,1,3454
632.944213,tfmini,1,3451
632.946533,tfmini,1,2307
632.951782,tfmini,1,3330
632.953186,tfmini,513,39257
632.961547,tfmini,409,65280
632.972534,tfmini,1,3348
632.977905,tfmini,1,3444
632.979309,tfmini,1,3333
632.987976,tfmini,1,3344
633.004577,tfmini,1,3450
633.006042,tfmini,1,3450
633.015686,tfmini,2,3443
633.022827,tfmini,1,3337
633.028991,tfmini,1,3329
633.059082,tfmini,1,3334
633.062500,tfmini,1,3450
633.072265,tfmini,1,3331
633.076477,tfmini,1,3452
633.091186,tfmini,1,3329
633.099365,tfmini,1,2326
633.106628,tfmini,1,3455
633.114501,tfmini,1,39257
633.123352,tfmini,1,3444
633.130615,tfmini,1,3332
633.148803,tfmini,0,3331
633.167480,tfmini,1,3449
633.172851,tfmini,0,3452
633.192626,tfmini,1,3440
633.200073,tfmini,1,3448
633.204040,tfmini,1,3335
633.205444,tfmini,1,3335
633.206909,tfmini,1,3445
633.213867,tfmini,39169,345
633.230529,tfmini,1,3453
633.231933,tfmini,1,3333
633.240844,tfmini,1,3449
633.245971,tfmini,1,3447
633.249450,tfmini,1,2421
633.258544,tfmini,1,3447
633.273315,tfmini,1,3328
633.274841,tfmini,1,3328
633.298217,tfmini,1,3447
633.302734,tfmini,1,3330
633.309692,tfmini,1,3454
633.314453,tfmini,1,3333
633.315856,tfmini,1,3449
633.330139,tfmini,1,3334
633.340393,tfmini,1,3444
633.343688,tfmini,1,3452
633.347045,tfmini,1,3334
633.352539,tfmini,1,3329
633.354797,tfmini,1,3335
633.363891,tfmini,1,3454
633.373229,tfmini,1,3340
633.383300,tfmini,1,3450
633.395996,tfmini,1,3443
633.399291,tfmini,1,3439
633.402709,tfmini,1,3455
633.406738,tfmini,1,3336
633.410583,tfmini,1,3334
633.427734,tfmini,1,3452
633.434020,tfmini,1,3450
633.447631,tfmini,1,3331
633.456848,tfmini,1,3333
633.466674,tfmini,1,3444
633.476745,tfmini,1,3444
633.482177,tfmini,1,3445
633.487915,tfmini,1,3453
633.492004,tfmini,1,3445
633.499023,tfmini,1,3451
633.512756,tfmini,2,3331
633.514160,tfmini,1,3331
633.522827,tfmini,1,3452
633.526062,tfmini,1,3439
633.531921,tfmini,1,3446
633.533386,tfmini,1,3455
633.538146,tfmini,1,3448
633.540588,tfmini,1,39283
633.545349,tfmini,1,3447
633.549560,tfmini,1,3446
633.555541,tfmini,1,3447
633.563659,tfmini,1,20481
633.592163,tfmini,1,3453
633.607421,tfmini,1,3449
633.609680,tfmini,1,3452
633.620178,tfmini,1,3328
633.646118,tfmini,1,3333
633.666870,tfmini,1,3450
633.668273,tfmini,1,3331
633.670715,tfmini,1,3446
633.703674,tfmini,1,3450
633.710205,tfmini,1,3448
