=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.06.10 11:32:55 =~=~=~=~=~=~=~=~=~=~=~=
# Ready. Send 's' to start, 'x' to stop.
# Recording started.
timestamp_sec,source,value1,value2
1.329672,laser,10,
1.340128,tfmini,3,1223
1.342424,tfmini,3,1079
1.343760,tfmini,3,1077
1.355248,tfmini,3,1227
1.357312,tfmini,3,1219
1.361560,tfmini,2,1218
1.372144,tfmini,3,1219
1.376176,tfmini,2,1220
1.395744,tfmini,3,1227
1.411664,tfmini,3,1076
1.413976,tfmini,3,1231
1.417264,tfmini,3,1216
1.419584,tfmini,3,1221
1.420928,tfmini,3,1221
1.423112,tfmini,3,1226
1.425176,tfmini,3,1220
1.430280,tfmini,2,1237
1.447672,tfmini,3,1232
1.449988,tfmini,3,1222
1.476496,tfmini,2,1085
1.477832,tfmini,2,1085
1.485240,tfmini,3,1086
1.489872,tfmini,3,1085
1.494984,tfmini,2,1222
1.497432,tfmini,3,1081
1.511184,tfmini,3,1228
1.512520,tfmini,3,1220
1.520880,tfmini,50178,22937
1.526840,tfmini,2,1232
1.529760,tfmini,2,1228
1.533784,tfmini,2,1074
1.541984,tfmini,3,1236
1.546260,tfmini,3,1225
1.563968,tfmini,2,1223
1.570504,tfmini,4,1231
1.571832,tfmini,3,1231
1.578656,tfmini,3,24580
1.582376,tfmini,3,1224
1.589320,tfmini,3,1084
1.590656,tfmini,3,57663
1.597520,tfmini,2,1219
1.622676,tfmini,3,1233
1.631056,tfmini,3,1217
1.642704,tfmini,4,1082
1.648888,tfmini,2,1081
1.650216,tfmini,2,1082
1.652288,tfmini,2,1218
1.655616,tfmini,2,1225
1.661696,tfmini,3,1235
1.688560,tfmini,3,1227
1.690968,tfmini,3,1087
1.707488,tfmini,3,1084
1.728272,tfmini,4,1232
1.731664,tfmini,3,1223
1.742600,tfmini,3,1234
1.747680,tfmini,2,1228
1.752776,tfmini,3,1084
1.781352,tfmini,2,1246
1.792776,tfmini,3,1224
1.802768,tfmini,2,1223
1.820872,tfmini,3,1227
1.826080,tfmini,3,1225
1.840800,tfmini,2,1223
1.851600,tfmini,3,1234
1.866536,tfmini,2,1219
1.882304,tfmini,2,1242
1.884632,tfmini,2,1227
1.885968,tfmini,3,1227
1.891320,tfmini,3,1234
1.918296,tfmini,2,1223
1.941136,tfmini,3,1076
1.957320,tfmini,2,1218
1.967020,tfmini,1,1219
1.971256,tfmini,2,1223
1.972592,tfmini,2,1222
1.973932,tfmini,2,1222
1.976232,tfmini,2,1085
1.978424,tfmini,2,1224
1.980848,tfmini,2,1072
1.985840,tfmini,2,1220
1.987184,tfmini,2,22788
1.993708,tfmini,3,1234
1.998240,tfmini,3,1223
2.006152,tfmini,2,1224
2.009288,tfmini,2,1220
2.013656,tfmini,2,1087
2.016608,tfmini,3,1073
2.017968,tfmini,3,1073
2.022960,tfmini,4,1084
2.029368,tfmini,3,1082
2.031696,tfmini,3,39361
2.042892,tfmini,3,1217
.045080,tfmini,2,1219
2.062576,tfmini,2,1230
2.072776,tfmini,3,1216
2.079824,tfmini,3,1227
2.081872,tfmini,3,1218
2.087344,tfmini,3,1221
2.097552,tfmini,2,1086
2.102032,tfmini,3,1219
2.105208,tfmini,3,1226
2.110456,tfmini,2,22988
2.137360,tfmini,3,1234
2.148056,tfmini,3,1217
2.155360,tfmini,3,1087
2.156696,tfmini,3,1087
2.162160,tfmini,3,1229
2.170776,tfmini,2,1221
2.179232,tfmini,2,1220
2.192240,tfmini,2,1086
2.193576,tfmini,2,1076
2.202848,tfmini,2,1086
2.208064,tfmini,3,1220
2.227752,tfmini,3,1235
2.231152,tfmini,3,1224
2.235672,tfmini,3,1085
2.242240,tfmini,3,1227
2.243572,tfmini,4,1223
2.247496,tfmini,3,1237
2.253352,tfmini,3,1226
2.256908,tfmini,3,1228
2.260176,tfmini,2,1220
2.265032,tfmini,3,1227
2.276584,tfmini,3,1218
