config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,blade_planform_m2,T_static_N,Q_static_Nm,Pshaft_static_W,T_over_W,h_max_m,flight_time_s,hover_time_s,v_max_m_s,v_impact_m_s,rpm_at_impact
706,True,False,4000.0,0.01576107,3.16606e-05,0.00403,0.1113,0.001348,0.56465,0.71985,0.0,0.0,0.0,0.0,0.0,4000.0
707,True,True,4000.0,0.01055922,3.29128e-05,0.0037584000000000003,0.3481,0.00582,2.43788,3.36049,1.66104577,1.8512961,0.30840381,2.48160961,-4.68809208,1668.00413827
708,True,True,4000.0,0.01602448,4.49137e-05,0.006582000000000001,0.3726,0.005183,2.17105,2.37023,3.17524274,3.65139617,0.84873574,2.00242604,-5.30917842,2079.71604448
709,True,True,4000.0,0.00792029,1.75591e-05,0.0027519999999999997,0.1013,0.001048,0.43899,1.30377,0.50106519,1.70254982,0.49234128,0.56326559,-2.94962388,3202.60559518
710,True,True,4000.0,0.01319795,3.11947e-05,0.0048735,0.167,0.002001,0.83818,1.28986,0.36810491,1.48541414,0.33984633,0.47138407,-2.56168568,3238.73308447
711,False,False,4000.0,0.00643895,1.33936e-05,0.0024795,,,,,,,,,,
712,True,False,4000.0,0.01357116,4.22334e-05,0.0054477,0.08315,0.003359,1.40701,0.62456,0.0,0.0,0.0,0.0,0.0,4000.0
713,True,True,4000.0,0.01632191,5.80236e-05,0.004092,0.3996,0.0087,3.64425,2.49566,1.3223643,1.77325883,0.31425307,1.84156769,-4.54437633,2008.46625106
714,True,False,4000.0,0.02064769,3.43275e-05,0.004088,0.0335,0.0007728,0.32371,0.16539,0.0,0.0,0.0,0.0,0.0,4000.0
715,True,False,4000.0,0.02831622,8.17224e-05,0.0068249999999999995,0.1353,0.006816,2.85508,0.48707,0.0,0.0,0.0,0.0,0.0,4000.0
716,True,False,4000.0,0.0189637,3.95897e-05,0.005494400000000001,0.1703,0.002179,0.91274,0.91542,0.0,0.0,0.0,0.0,0.0,4000.0
717,True,False,4000.0,0.01579909,3.06729e-05,0.0047439,0.02909,0.00101,0.42307,0.18769,0.0,0.0,0.0,0.0,0.0,4000.0
718,True,True,4000.0,0.00627889,1.47732e-05,0.002496,0.1281,0.00137,0.57386,2.07968,1.54398201,2.47807438,0.41290983,1.4339782,-4.48867663,2398.9056102
719,True,False,4000.0,0.02732657,5.26824e-05,0.005745999999999999,0.1922,0.002472,1.03547,0.71697,0.0,0.0,0.0,0.0,0.0,4000.0
720,True,False,4000.0,0.02076756,3.65049e-05,0.00569,0.1204,0.001578,0.66099,0.59098,0.0,0.0,0.0,0.0,0.0,4000.0
721,True,False,4000.0,0.02892052,6.65903e-05,0.007263000000000001,0.2563,0.003016,1.26334,0.90339,0.0,0.0,0.0,0.0,0.0,4000.0
722,False,False,4000.0,0.01037965,1.94232e-05,0.0037688,,,,,,,,,,
723,True,False,4000.0,0.01047066,2.89788e-05,0.0044388,0.05293,0.001188,0.49763,0.5153,0.0,0.0,0.0,0.0,0.0,4000.0
724,True,False,4000.0,0.0272824,7.64611e-05,0.005307799999999999,0.2344,0.002559,1.07191,0.8758,0.0,0.0,0.0,0.0,0.0,4000.0
725,True,True,4000.0,0.02206665,6.06098e-05,0.00517,0.2829,0.004176,1.74924,1.30686,0.54476343,1.66635769,0.42767037,0.62270782,-3.12531557,3127.38501602
726,False,False,4000.0,0.03095404,9.1476e-05,0.010272000000000002,,,,,,,,,,
727,True,True,4000.0,0.00704529,2.1414e-05,0.0032989999999999994,0.1372,0.002182,0.91399,1.98512,1.1416268,2.07106254,0.42782584,1.24253635,-3.95558634,2424.37717785
728,True,True,4000.0,0.00771861,2.26404e-05,0.004027500000000001,0.2699,0.005121,2.14508,3.56447,1.19128332,1.65035267,0.20027816,1.99265101,-3.93335035,1575.34702144
729,True,True,4000.0,0.01269271,3.54243e-05,0.004021500000000001,0.3271,0.003831,1.60473,2.62698,2.66511151,2.873065,0.50464679,2.3555777,-5.50682446,2034.26716644
730,False,False,4000.0,0.00835557,2.7623e-05,0.004038,,,,,,,,,,
731,True,True,4000.0,0.01271484,2.60217e-05,0.004658399999999999,0.1418,0.001652,0.69199,1.13683,0.07543621,0.81555736,0.27059747,0.16524364,-1.20462697,3556.25003329
732,True,True,4000.0,0.01012963,2.00443e-05,0.003942,0.2246,0.002431,1.01829,2.2602,2.59551081,3.1644578,0.63409897,1.8675552,-5.187105,2145.06274443
733,True,False,4000.0,0.02507836,5.43844e-05,0.005953499999999999,0.1194,0.004728,1.98046,0.48533,0.0,0.0,0.0,0.0,0.0,4000.0
734,True,False,4000.0,0.02107375,4.04906e-05,0.005988000000000001,0.1751,0.001976,0.8277,0.84698,0.0,0.0,0.0,0.0,0.0,4000.0
735,True,False,4000.0,0.02446171,7.3813e-05,0.0045672,0.21,0.001914,0.80173,0.87511,0.0,0.0,0.0,0.0,0.0,4000.0
736,True,True,4000.0,0.02357598,6.07167e-05,0.0091785,0.277,0.02496,10.45522,1.19768,0.00788098,0.21030882,0.07222536,0.06940254,-0.39279175,3292.50005142
737,False,False,4000.0,,,0.008172000000000002,,,,,,,,,,
738,True,True,4000.0,0.01659934,5.92715e-05,0.005292000000000001,0.4257,0.006526,2.7336,2.61423,5.12034933,4.3113301,1.24443332,2.81173226,-6.22903923,1840.80033316
739,True,True,4000.0,0.00386635,9.7064e-06,0.0016702499999999999,0.05575,0.0009682,0.40556,1.46986,0.29681504,1.15759915,0.24195735,0.52158025,-2.3064593,2973.52150237
740,True,True,4000.0,0.01454923,2.82592e-05,0.0038848,0.2442,0.002614,1.09495,1.71095,1.73957855,2.60491966,0.64990072,1.40200908,-4.99213918,2570.2397684
741,True,False,4000.0,0.01715045,3.45914e-05,0.005433,0.09077,0.003823,1.60137,0.53951,0.0,0.0,0.0,0.0,0.0,4000.0
742,True,True,4000.0,0.00876118,1.8443e-05,0.0027675,0.1878,0.001837,0.76948,2.18506,3.031488,3.44981477,0.6462635,2.01038644,-5.68784034,2220.08366358
743,True,False,4000.0,0.02126495,4.54362e-05,0.0057125000000000006,0.08936,0.00274,1.14773,0.42836,0.0,0.0,0.0,0.0,0.0,4000.0
744,True,True,4000.0,0.02493138,5.38145e-05,0.0062900000000000005,0.3221,0.003839,1.60808,1.31697,0.50110968,1.59512479,0.40176203,0.60166908,-2.99874247,3125.73649424
745,True,True,4000.0,0.01152333,3.57992e-05,0.0042515999999999995,0.2764,0.004927,2.06382,2.44507,3.00536466,3.17094558,0.77210779,2.18897712,-5.43422464,1915.90063899
746,True,True,4000.0,0.01750615,4.1115e-05,0.005153000000000001,0.3687,0.004599,1.92642,2.14691,2.94733228,3.25458348,0.66624349,2.04401637,-5.75273347,2188.73768221
747,True,True,4000.0,0.01766675,5.11763e-05,0.003942,0.3135,0.004094,1.71489,1.80889,1.99973467,2.62988852,0.51625179,1.68648015,-5.38379604,2516.5173913
748,True,False,4000.0,0.01395273,3.68414e-05,0.0035968,0.007629,0.00145,0.60737,0.05574,0.0,0.0,0.0,0.0,0.0,4000.0
749,True,True,4000.0,0.00990531,2.49079e-05,0.0031956000000000003,0.1108,0.003319,1.39026,1.14026,0.02199693,0.41600072,0.09712015,0.09516787,-0.65528031,3514.28171901
750,True,True,4000.0,0.02475077,8.57198e-05,0.006810000000000001,0.406,0.005457,2.28582,1.67212,1.75510174,2.81348349,0.650204,1.32161479,-4.98507943,2724.58569597
751,True,True,4000.0,0.0314092,9.70407e-05,0.00732,0.5344,0.007364,3.08463,1.73437,2.23093679,2.89062376,0.63194674,1.66006087,-5.55504528,2570.035435
752,True,True,4000.0,0.01250263,2.23313e-05,0.0038907000000000004,0.1336,0.004636,1.94192,1.08927,0.00336119,0.18667505,0.05349572,0.02901038,-0.2567036,3654.19826512
753,False,False,4000.0,0.01093513,2.91928e-05,0.004659,,,,,,,,,,
754,True,True,4000.0,0.01555884,3.49256e-05,0.005775000000000001,0.2777,0.009151,3.83316,1.81941,0.34555089,0.95797225,0.21892794,0.78346763,-2.48858455,2293.64610945
755,True,True,4000.0,0.01817441,5.32795e-05,0.004734800000000001,0.2597,0.003049,1.27716,1.45661,1.15235308,2.47482255,0.55937335,0.92961171,-4.28646675,2985.05028875
756,False,False,4000.0,0.00590621,1.3335e-05,0.0020762999999999997,,,,,,,,,,
757,False,False,4000.0,0.00485287,1.33332e-05,0.0021390000000000003,,,,,,,,,,
758,True,False,4000.0,0.00554297,1.62713e-05,0.0018748500000000004,0.04153,0.0008576,0.35923,0.76375,0.0,0.0,0.0,0.0,0.0,4000.0
759,True,False,4000.0,0.02578566,7.1666e-05,0.008071499999999999,0.09949,0.005619,2.35368,0.39331,0.0,0.0,0.0,0.0,0.0,4000.0
760,True,True,4000.0,0.00780953,2.27551e-05,0.0030047999999999997,0.1538,0.001855,0.77702,2.00753,2.56829795,3.33476591,0.7111654,1.71043699,-5.19103522,2373.53991071
761,True,True,4000.0,0.00786633,1.5482e-05,0.0026969999999999997,0.1036,0.000961,0.40254,1.34251,0.52599412,1.75408916,0.42527419,0.58052529,-3.01565,3166.30084323
762,True,False,4000.0,0.01033716,2.46589e-05,0.0026956,0.06092,0.001541,0.64549,0.60074,0.0,0.0,0.0,0.0,0.0,4000.0
763,True,False,4000.0,0.00885395,2.86428e-05,0.003926000000000001,0.07999,0.005927,2.4827,0.92094,0.0,0.0,0.0,0.0,0.0,4000.0
764,True,True,4000.0,0.01681179,5.4794e-05,0.0055535,0.3229,0.004125,1.72788,1.95788,2.66595048,3.55363757,0.7216963,1.64223775,-5.4508233,2453.04988575
765,True,True,4000.0,0.01363698,3.83263e-05,0.0041376,0.2619,0.005529,2.31598,1.95771,1.03208058,1.72594227,0.33099443,1.33525901,-4.0392474,2306.91582803
766,True,False,4000.0,0.01577204,3.53081e-05,0.0060255,0.1513,0.002235,0.93619,0.97787,0.0,0.0,0.0,0.0,0.0,4000.0
767,False,False,4000.0,0.01769934,5.17757e-05,0.006513999999999999,,,,,,,,,,
768,True,True,4000.0,0.01773459,4.46979e-05,0.005640000000000001,0.4371,0.006384,2.67412,2.51241,3.78461687,3.4032564,0.84440763,2.64074942,-5.94775624,1877.67643903
769,True,True,4000.0,0.01269035,4.0403e-05,0.004920000000000001,0.2101,0.01237,5.18153,1.68765,0.19747316,0.74150368,0.14965992,0.56580203,-1.91557337,2396.60459544
770,True,True,4000.0,0.0139949,3.95428e-05,0.0057175,0.3923,0.005096,2.13461,2.85746,3.84215663,3.84681251,1.03943329,2.43446072,-5.47493957,1849.16020199
771,True,False,4000.0,0.01622793,4.11843e-05,0.004104,0.05973,0.001982,0.83022,0.3752,0.0,0.0,0.0,0.0,0.0,4000.0
772,True,False,4000.0,0.02251983,5.47233e-05,0.00384495,0.1444,0.001252,0.52444,0.65363,0.0,0.0,0.0,0.0,0.0,4000.0
773,True,True,4000.0,0.01509397,4.55904e-05,0.0054306,0.3306,0.003936,1.64871,2.2327,3.03831932,3.5479457,0.70406729,2.01094444,-5.48694982,2222.72925838
774,True,True,4000.0,0.00896749,2.06708e-05,0.0034000000000000002,0.1549,0.001663,0.6966,1.76081,1.72880205,2.8217482,0.64237408,1.30592216,-4.68975751,2612.17953267
775,True,True,4000.0,0.02583208,9.14047e-05,0.00712,0.7272,0.0117,4.90088,2.86963,2.99234225,2.74797266,0.43410885,2.88363171,-5.86826843,1836.35889974
776,True,True,4000.0,0.02654741,9.43077e-05,0.007850000000000001,0.5149,0.005877,2.46175,1.97711,3.69973239,4.31292936,1.00870968,1.90832383,-6.05341258,2459.51352415
777,True,False,4000.0,0.01142141,2.79332e-05,0.0028182,0.0763,0.0007822,0.32765,0.68098,0.0,0.0,0.0,0.0,0.0,4000.0
778,True,True,4000.0,0.00769227,1.58127e-05,0.0029063999999999995,0.1212,0.001179,0.49386,1.60612,1.12526314,2.2952847,0.54744404,1.02013293,-4.06598083,2792.12654272
779,True,False,4000.0,0.02219306,5.99593e-05,0.005372999999999999,0.1181,0.005813,2.43494,0.54245,0.0,0.0,0.0,0.0,0.0,4000.0
780,True,True,4000.0,0.01323951,4.33607e-05,0.0030572999999999993,0.2083,0.003008,1.25999,1.60379,1.85866849,2.88538377,0.69682926,1.31487476,-5.21883729,2729.56546364
781,True,False,4000.0,0.03003886,0.0001027945,0.0061519999999999995,0.05344,0.002965,1.24198,0.18135,0.0,0.0,0.0,0.0,0.0,4000.0
782,True,False,4000.0,0.01347226,2.99074e-05,0.004713,0.07237,0.001302,0.54538,0.54758,0.0,0.0,0.0,0.0,0.0,4000.0
783,True,True,4000.0,0.00860093,2.31779e-05,0.0034340000000000004,0.08712,0.001065,0.44611,1.03253,0.00308821,0.28536699,0.08529995,0.01734096,-0.24604304,3877.82349816
784,True,True,4000.0,0.01238687,2.31813e-05,0.0034356000000000005,0.1808,0.001875,0.7854,1.48788,0.89360064,2.01905479,0.53557756,0.8889535,-3.84143847,2886.08315488
785,True,True,4000.0,0.02318601,6.00325e-05,0.00513,0.3076,0.005027,2.1057,1.35236,0.60483211,1.6666654,0.41726961,0.69854151,-3.2860587,3005.86358736
786,True,True,4000.0,0.0079475,2.78578e-05,0.0028185000000000003,0.1352,0.001505,0.63041,1.73411,1.76016386,3.37652129,0.60345763,1.10473735,-4.77731484,2760.12803145
787,True,False,4000.0,0.03945644,0.000105485,0.008491500000000003,0.1568,0.00304,1.27339,0.4051,0.0,0.0,0.0,0.0,0.0,4000.0
788,True,True,4000.0,0.04251511,9.99072e-05,0.0079275,0.525,0.006715,2.81277,1.25877,0.44568717,1.54603155,0.48850509,0.54433838,-2.87118265,3200.70264449
789,True,False,4000.0,0.02246765,5.35636e-05,0.007944,0.1424,0.00284,1.18962,0.64608,0.0,0.0,0.0,0.0,0.0,4000.0
790,True,True,4000.0,0.00588433,2.15318e-05,0.0022537499999999997,0.06862,0.001554,0.65094,1.18873,0.08464077,0.81073723,0.20515373,0.19115346,-1.27383363,3468.2369419
791,True,True,4000.0,0.01203621,3.61215e-05,0.004728,0.1657,0.002386,0.99945,1.40334,0.55395165,1.76077411,0.37100148,0.62000042,-3.05565224,3085.3055284
792,True,True,4000.0,0.02061321,5.33383e-05,0.0069522,0.3853,0.004845,2.02947,1.90539,1.47339203,2.38005756,0.49832818,1.38183515,-4.5472659,2495.16056714
793,True,False,4000.0,0.01466674,2.97118e-05,0.004084000000000001,0.1427,0.00143,0.599,0.99179,0.0,0.0,0.0,0.0,0.0,4000.0
794,True,True,4000.0,0.01438596,2.37065e-05,0.00456,0.1784,0.002136,0.89473,1.26412,0.24317333,1.14703664,0.36918101,0.40085676,-2.12531585,3202.01773032
795,True,False,4000.0,0.0152973,3.72587e-05,0.0036859499999999995,0.115,0.001462,0.6124,0.76633,0.0,0.0,0.0,0.0,0.0,4000.0
796,True,True,4000.0,0.01335493,2.89693e-05,0.0051252,0.1388,0.005103,2.13754,1.05945,0.00147655,0.14555813,0.01886251,0.01728838,-0.17017107,3765.35265124
797,True,True,4000.0,0.02490792,7.09595e-05,0.010176000000000001,0.6742,0.01063,4.45268,2.75919,1.93305092,2.30441036,0.39256278,2.14170894,-4.76484083,1920.52640237
798,True,False,4000.0,0.02380921,3.94255e-05,0.005778,0.02645,0.004746,1.988,0.11324,0.0,0.0,0.0,0.0,0.0,4000.0
799,True,True,4000.0,0.01083074,2.53965e-05,0.005342400000000001,0.1285,0.006859,2.87309,1.20942,0.01765208,0.31598564,0.07545182,0.10366508,-0.58667002,3287.48590852
800,True,True,4000.0,0.00841329,1.75893e-05,0.0027336,0.1043,0.001072,0.44904,1.26372,0.31697072,1.44159182,0.33636358,0.41387962,-2.4045294,3304.52963
801,False,False,4000.0,0.00710848,1.93801e-05,0.003117300000000001,,,,,,,,,,
802,True,False,4000.0,0.01214602,2.93162e-05,0.005361899999999999,0.01566,0.006904,2.89194,0.13143,0.0,0.0,0.0,0.0,0.0,4000.0
803,True,True,4000.0,0.00715688,2.0107e-05,0.0032370000000000003,0.2418,0.003566,1.49372,3.444,3.53576893,3.43532304,0.80685723,2.67308104,-5.21608862,1549.81698391
804,True,True,4000.0,0.00760967,1.67272e-05,0.00276495,0.08717,0.0008905,0.37301,1.1677,0.11870974,1.02019408,0.32173791,0.21209626,-1.50284975,3526.36412096
805,True,False,4000.0,0.00793213,2.28579e-05,0.0032425000000000006,0.07441,0.00115,0.48171,0.95625,0.0,0.0,0.0,0.0,0.0,4000.0
806,True,True,4000.0,0.01189738,3.45911e-05,0.0035928,0.2868,0.003266,1.36806,2.4573,4.21142924,4.07245649,0.9496559,2.42532182,-6.16495059,2046.94473764
807,False,False,4000.0,0.00563515,2.03741e-05,0.0019565999999999997,,,,,,,,,,
808,True,True,4000.0,0.00607944,1.50724e-05,0.0028380000000000007,0.1113,0.001176,0.4926,1.86622,2.33430265,3.33693405,0.84187555,1.5148421,-4.81388015,2498.13332592
809,True,True,4000.0,0.01992723,5.05383e-05,0.00499,0.2082,0.002938,1.23067,1.06504,0.01452469,0.45484726,0.14708904,0.05260184,-0.53313251,3758.00021712
810,True,True,4000.0,0.00491976,1.93753e-05,0.0019455,0.1383,0.001278,0.53533,2.86556,5.7651542,6.38483735,2.24409177,2.14716974,-5.77045433,2005.38541473
811,True,False,4000.0,0.02474861,6.10739e-05,0.008435999999999999,0.1758,0.004859,2.03533,0.7241,0.0,0.0,0.0,0.0,0.0,4000.0
812,True,True,4000.0,0.01748785,4.75641e-05,0.004505250000000001,0.2078,0.002244,0.93996,1.21127,0.28804958,1.44915512,0.41415904,0.36863509,-2.31546087,3414.81582523
813,True,False,4000.0,0.01035904,3.57016e-05,0.0044766,0.09412,0.002325,0.97389,0.92618,0.0,0.0,0.0,0.0,0.0,4000.0
814,True,True,4000.0,0.01551783,4.17527e-05,0.004311,0.2467,0.00242,1.01369,1.62058,1.91902951,3.24896602,0.71773864,1.22103617,-5.13081446,2811.01698158
815,True,True,4000.0,0.0137948,2.57875e-05,0.003645,0.1577,0.001718,0.71963,1.16533,0.11659123,0.94463648,0.28445795,0.22165811,-1.49590664,3474.75947634
816,True,True,4000.0,0.00628215,1.87534e-05,0.0023295,0.1354,0.001343,0.56255,2.19706,3.43646859,4.46045956,1.04882879,1.70803838,-5.56537,2316.79567854
817,True,False,4000.0,0.02427747,6.31967e-05,0.00709,0.1899,0.002727,1.14228,0.79736,0.0,0.0,0.0,0.0,0.0,4000.0
818,True,True,4000.0,0.00776152,2.74483e-05,0.0033774000000000005,0.2852,0.006428,2.69255,3.74571,1.34852261,1.67836819,0.21391631,2.24028435,-4.2298662,1550.32642151
819,False,False,4000.0,0.00853754,2.1993e-05,0.0030960000000000007,,,,,,,,,,
820,True,True,4000.0,0.00479633,1.42126e-05,0.002079,0.1181,0.0009965,0.41741,2.50999,4.0943316,5.10106922,1.44549063,1.87189282,-5.39441754,2170.70124791
821,True,True,4000.0,0.00957343,2.66579e-05,0.0036559999999999995,0.1255,0.00162,0.67858,1.33631,0.40841183,1.63989706,0.3577818,0.47978131,-2.6796581,3219.75834182
822,True,False,4000.0,0.01174424,3.71806e-05,0.003969,0.1089,0.002026,0.84865,0.94522,0.0,0.0,0.0,0.0,0.0,4000.0
823,True,True,4000.0,0.0172978,4.31519e-05,0.004568000000000001,0.3475,0.004312,1.80621,2.04783,3.20716817,3.39115393,0.72682487,2.1104039,-6.03652422,2251.18715556
824,True,False,4000.0,0.00694698,1.51869e-05,0.002829,0.04082,0.0006343,0.26569,0.59897,0.0,0.0,0.0,0.0,0.0,4000.0
825,True,False,4000.0,0.01225808,2.23872e-05,0.003675,0.08697,0.001224,0.51271,0.72323,0.0,0.0,0.0,0.0,0.0,4000.0
826,True,False,4000.0,0.00641423,2.48798e-05,0.0019560000000000003,0.04661,0.004992,2.09104,0.74074,0.0,0.0,0.0,0.0,0.0,4000.0
827,True,True,4000.0,0.01029242,2.54249e-05,0.003222,0.1426,0.001769,0.741,1.41232,0.71425315,1.91834519,0.41878798,0.73082045,-3.4626907,3024.77301675
828,True,False,4000.0,0.02038988,3.83884e-05,0.004952,0.1305,0.001299,0.54412,0.65242,0.0,0.0,0.0,0.0,0.0,4000.0
829,True,True,4000.0,0.01687779,3.91315e-05,0.006039,0.2729,0.003905,1.63572,1.64823,0.75018197,1.70395056,0.41484099,0.93082437,-3.49545717,2704.09315319
830,True,False,4000.0,0.02535199,6.67871e-05,0.0087285,0.1059,0.00429,1.79699,0.42581,0.0,0.0,0.0,0.0,0.0,4000.0
831,True,True,4000.0,0.00871226,1.86516e-05,0.0034622999999999998,0.09799,0.001142,0.47836,1.14652,0.09022266,0.88128378,0.26347987,0.18185342,-1.31356056,3538.59056737
832,True,False,4000.0,0.01474399,3.46416e-05,0.0051228,0.05443,0.001532,0.64172,0.37632,0.0,0.0,0.0,0.0,0.0,4000.0
833,True,True,4000.0,0.0144707,3.95725e-05,0.006139200000000001,0.5628,0.01067,4.46944,3.96456,2.03995012,2.06231049,0.31014521,2.76094336,-4.78884787,1419.84622386
834,True,False,4000.0,0.0108587,2.15748e-05,0.004296,0.04887,0.001581,0.66225,0.45877,0.0,0.0,0.0,0.0,0.0,4000.0
835,True,True,4000.0,0.00877669,2.08051e-05,0.0031128,0.1556,0.001421,0.59523,1.80722,1.87923801,3.08303514,0.59949385,1.32527198,-4.87324761,2630.88686559
836,True,False,4000.0,0.01813231,3.92182e-05,0.004858750000000001,0.02618,0.001311,0.54915,0.14718,0.0,0.0,0.0,0.0,0.0,4000.0
837,False,False,4000.0,0.01293994,3.12692e-05,0.0040926,,,,,,,,,,
838,True,False,4000.0,0.02044361,4.24237e-05,0.004368,0.1347,0.001596,0.66853,0.67165,0.0,0.0,0.0,0.0,0.0,4000.0
839,True,True,4000.0,0.02319425,5.51794e-05,0.005056400000000001,0.416,0.004873,2.0412,1.82829,2.42800907,3.06444769,0.63486295,1.69241545,-5.77816059,2463.9016308
840,True,False,4000.0,0.01155862,3.05028e-05,0.0040675,0.06799,0.001135,0.47543,0.59961,0.0,0.0,0.0,0.0,0.0,4000.0
841,True,True,4000.0,0.00646652,2.58493e-05,0.002346,0.1443,0.001511,0.63293,2.27471,4.14687418,5.34913213,1.47660847,1.72212843,-5.77624108,2313.64539205
842,True,False,4000.0,0.00857749,1.87559e-05,0.0031019999999999997,0.07575,0.0008041,0.33682,0.90023,0.0,0.0,0.0,0.0,0.0,4000.0
843,True,True,4000.0,0.00899501,3.20387e-05,0.003082,0.1093,0.001617,0.67733,1.23865,0.30226135,1.48823814,0.33893538,0.37978081,-2.34759743,3374.5318387
844,True,True,4000.0,0.01953395,4.11969e-05,0.005898,0.2772,0.003946,1.6529,1.44655,0.70758794,1.72787312,0.46321164,0.81731761,-3.45815932,2873.03643453
845,True,True,4000.0,0.01011348,2.8359e-05,0.0042239999999999995,0.1645,0.003258,1.36471,1.65804,0.5691081,1.40718865,0.3219905,0.85885335,-3.07616214,2634.73252785
846,True,True,4000.0,0.00800314,2.0488e-05,0.0029717999999999997,0.2277,0.002392,1.00196,2.90024,4.70586169,4.3958127,1.18141656,2.60935358,-5.81832548,1839.88151284
847,True,True,4000.0,0.01010064,2.38607e-05,0.0041418,0.151,0.007435,3.11437,1.52391,0.10481906,0.57649884,0.16564547,0.37426951,-1.41226192,2632.42282058
848,True,True,4000.0,0.0304417,8.31967e-05,0.009628499999999998,0.4212,0.01072,4.49038,1.41043,0.29425395,1.09350439,0.30664206,0.5350628,-2.32481503,2912.36339049
849,True,False,4000.0,0.01018903,2.19126e-05,0.0025905000000000004,0.09046,0.00109,0.45658,0.90501,0.0,0.0,0.0,0.0,0.0,4000.0
850,True,True,4000.0,0.02930948,7.65233e-05,0.006503749999999999,0.3462,0.004147,1.73709,1.20407,0.30282508,1.42814259,0.46988506,0.39122939,-2.3799763,3378.13963525
851,True,True,4000.0,0.02254726,7.62322e-05,0.005618,0.2731,0.002903,1.21601,1.23469,0.54568416,2.01705102,0.56012661,0.50589241,-3.11892343,3383.54150486
852,True,False,4000.0,0.01663588,5.08966e-05,0.005688,0.03285,0.002966,1.2424,0.20129,0.0,0.0,0.0,0.0,0.0,4000.0
853,True,True,4000.0,0.00668224,2.14972e-05,0.0025359999999999996,0.1278,0.001828,0.76571,1.94957,1.25127091,2.1284996,0.38591787,1.34208287,-4.21992808,2473.07366897
854,False,False,4000.0,0.00807853,1.53375e-05,0.0035924999999999998,,,,,,,,,,
855,True,True,4000.0,0.0242437,4.18645e-05,0.006819,0.2775,0.003308,1.38565,1.1668,0.10369685,0.86116677,0.30282074,0.21893863,-1.41158756,3440.54376001
856,True,True,4000.0,0.00825255,1.91121e-05,0.0036510000000000006,0.1432,0.001656,0.69366,1.76883,1.27426168,2.43129859,0.44405175,1.1231119,-4.14122183,2630.95222109
857,True,False,4000.0,0.01969658,5.45963e-05,0.006815999999999999,0.193,0.004015,1.6818,0.99884,0.0,0.0,0.0,0.0,0.0,4000.0
858,True,False,4000.0,0.01437344,3.39312e-05,0.0035994,0.0978,0.001576,0.66015,0.6936,0.0,0.0,0.0,0.0,0.0,4000.0
859,True,True,4000.0,0.00601848,1.54238e-05,0.0021435000000000004,0.1065,0.001073,0.44946,1.80382,2.16627688,3.21139197,0.62233966,1.45344172,-5.07107467,2572.94491998
860,True,False,4000.0,0.01007051,1.98845e-05,0.0035088000000000003,0.0444,0.006345,2.65779,0.44943,0.0,0.0,0.0,0.0,0.0,4000.0
861,True,True,4000.0,0.02154503,4.88032e-05,0.005008500000000001,0.2364,0.005462,2.28792,1.11849,0.02199015,0.43740877,0.12018604,0.08752373,-0.65564301,3568.43638775
862,True,False,4000.0,0.01873858,4.17333e-05,0.005326,0.1467,0.001651,0.69157,0.79804,0.0,0.0,0.0,0.0,0.0,4000.0
863,True,False,4000.0,0.03574811,9.15742e-05,0.009255,0.2142,0.004044,1.69395,0.6108,0.0,0.0,0.0,0.0,0.0,4000.0
864,True,True,4000.0,0.01351589,2.7052e-05,0.0050075,0.2898,0.003724,1.55991,2.18567,1.81836474,2.35050087,0.52520532,1.79298747,-4.78329108,2154.24963355
865,True,True,4000.0,0.00790445,2.72391e-05,0.003255,0.1956,0.002108,0.883,2.52248,3.96400979,4.7883966,1.36663852,1.91302775,-5.48081501,2134.44819413
866,True,False,4000.0,0.01686726,4.71853e-05,0.003774,0.1187,0.001496,0.62664,0.71736,0.0,0.0,0.0,0.0,0.0,4000.0
867,True,False,4000.0,0.01750717,4.21897e-05,0.0055524,0.1715,0.002264,0.94834,0.99857,0.0,0.0,0.0,0.0,0.0,4000.0
868,True,False,4000.0,0.01011829,2.9196e-05,0.003927,0.07389,0.001898,0.79503,0.74441,0.0,0.0,0.0,0.0,0.0,4000.0
869,True,True,4000.0,0.00848661,2.36884e-05,0.0037497000000000008,0.1221,0.001553,0.65052,1.4666,0.67922903,1.91482391,0.44057597,0.71657479,-3.2910025,3005.20922409
870,True,False,4000.0,0.01918992,5.14745e-05,0.006199999999999999,0.1234,0.002046,0.85703,0.6555,0.0,0.0,0.0,0.0,0.0,4000.0
871,True,True,4000.0,0.01136272,3.60303e-05,0.00425175,0.1967,0.009808,4.10837,1.76463,0.24537466,0.83364953,0.19895567,0.6330483,-2.12389236,2395.63820237
872,False,False,4000.0,0.00992525,2.64892e-05,0.003444299999999999,,,,,,,,,,
873,True,True,4000.0,0.01720602,3.94586e-05,0.005485,0.2014,0.002286,0.95756,1.19319,0.1895706,1.18108798,0.38343832,0.29491642,-1.88755149,3431.3617081
874,True,True,4000.0,0.01907483,3.68657e-05,0.007227600000000001,0.2047,0.004742,1.98632,1.09393,0.00933552,0.3095311,0.11036935,0.05243224,-0.42743338,3647.49461236
875,True,True,4000.0,0.01039742,2.22522e-05,0.0035009999999999998,0.1412,0.001562,0.65429,1.38433,0.62379448,1.81265549,0.41391814,0.66906402,-3.25093288,3064.88881627
