config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,blade_planform_m2,T_static_N,Q_static_Nm,Pshaft_static_W,T_over_W,h_max_m,flight_time_s,hover_time_s,v_max_m_s,v_impact_m_s,rpm_at_impact
0,True,True,4000.0,0.01783139,3.52021e-05,0.0073776,0.2447,0.002929,1.2269,1.39888,0.52813338,1.62050675,0.39361041,0.6397012,-2.98269002,3023.77973104
1,False,False,4000.0,0.01277804,3.22912e-05,0.0031439999999999997,,,,,,,,,,
2,True,True,4000.0,0.02732068,8.03181e-05,0.00663,0.5363,0.01255,5.25693,2.001,0.96477079,1.56509723,0.37711135,1.3991293,-4.01004887,2213.34215085
3,True,True,4000.0,0.02072042,4.79856e-05,0.007263000000000001,0.3899,0.004848,2.03073,1.91816,2.14726017,2.82518466,0.59021968,1.67390548,-5.07687022,2390.00090948
4,True,False,4000.0,0.01432538,3.13173e-05,0.004519800000000001,0.04184,0.001573,0.6589,0.29773,0.0,0.0,0.0,0.0,0.0,4000.0
5,True,True,4000.0,0.02015054,4.48378e-05,0.0053700000000000015,0.2206,0.004024,1.68557,1.11596,0.03586022,0.55987967,0.21589538,0.11380822,-0.83592272,3567.86993889
6,True,True,4000.0,0.01797681,4.1827e-05,0.0057575,0.1793,0.006074,2.54427,1.01671,5.923e-05,0.05072037,0.02300944,0.00188049,-0.03408957,3930.59673202
7,True,True,4000.0,0.01553828,4.37069e-05,0.005023999999999999,0.1782,0.002297,0.96217,1.16906,0.12692039,1.02391606,0.26589765,0.22475254,-1.55510914,3511.58843155
8,True,True,4000.0,0.01999495,6.76394e-05,0.006447500000000002,0.3605,0.01323,5.54177,1.83787,0.55575525,1.22398419,0.26214176,0.98791813,-3.10098921,2307.44426156
9,True,False,4000.0,0.01967768,6.12133e-05,0.0060085,0.09528,0.004651,1.94821,0.49358,0.0,0.0,0.0,0.0,0.0,4000.0
10,True,True,4000.0,0.02715265,5.13321e-05,0.007048800000000001,0.3662,0.007209,3.0197,1.37479,0.26989435,1.03487934,0.26090983,0.51111458,-2.24457084,2905.154564
11,True,True,4000.0,0.03195459,8.74787e-05,0.0088584,0.3773,0.00489,2.04832,1.20361,0.2472328,1.31909439,0.4159937,0.34576972,-2.1494398,3400.13418168
12,True,True,4000.0,0.00968011,3.40929e-05,0.0041155,0.1061,0.005827,2.44081,1.11729,0.00866423,0.27660076,0.08611178,0.05411101,-0.41175215,3578.77670176
13,True,True,4000.0,0.02160672,5.30092e-05,0.006902400000000001,0.5342,0.007968,3.33763,2.52026,3.17533291,3.12034145,0.70092508,2.39953561,-5.73049553,1901.75451287
14,True,False,4000.0,0.02024776,4.79539e-05,0.0057728,0.06351,0.009877,4.13727,0.31974,0.0,0.0,0.0,0.0,0.0,4000.0
15,True,True,4000.0,0.00609894,1.34124e-05,0.002695,0.0615,0.0007578,0.31743,1.0279,0.00145942,0.20611761,0.04018703,0.01159996,-0.16917604,3891.2058714
16,True,True,4000.0,0.01964663,6.34771e-05,0.0050634,0.2278,0.002382,0.99777,1.18194,0.27954069,1.57553048,0.38898083,0.32337761,-2.2827452,3506.36698134
17,True,True,4000.0,0.02028272,4.24654e-05,0.006112799999999999,0.2401,0.006282,2.6314,1.20669,0.05790912,0.57236629,0.20308697,0.18860027,-1.05928467,3290.65814241
18,True,False,4000.0,0.00853783,1.56329e-05,0.004054800000000001,0.07899,0.001758,0.73639,0.9431,0.0,0.0,0.0,0.0,0.0,4000.0
19,True,True,4000.0,0.01146954,4.01484e-05,0.004085999999999999,0.241,0.003072,1.2868,2.14191,3.238342,3.99557651,0.8691792,1.79678744,-5.5742231,2293.49440933
20,True,False,4000.0,0.02143476,4.09258e-05,0.0072510000000000005,0.1077,0.0026,1.08909,0.51219,0.0,0.0,0.0,0.0,0.0,4000.0
21,True,False,4000.0,0.03179181,9.58606e-05,0.008628,0.2346,0.004193,1.75636,0.75222,0.0,0.0,0.0,0.0,0.0,4000.0
22,True,True,4000.0,0.00688445,1.76804e-05,0.0025573500000000003,0.1985,0.00209,0.87546,2.93915,4.60502426,4.27305236,1.11582356,2.64388258,-5.80319,1816.45367413
23,True,True,4000.0,0.02484798,7.09897e-05,0.005998,0.267,0.009379,3.92867,1.09535,0.00984939,0.31229091,0.12402819,0.055437,-0.43922225,3633.15905322
24,True,True,4000.0,0.01585772,3.74911e-05,0.004847499999999999,0.1573,0.002796,1.17119,1.01116,6.622e-05,0.06496482,0.00853614,0.00079649,-0.03604433,3954.11473301
25,True,False,4000.0,0.01407996,3.35616e-05,0.004931400000000001,0.07929,0.00206,0.86289,0.57405,0.0,0.0,0.0,0.0,0.0,4000.0
26,True,False,4000.0,0.01974051,3.23366e-05,0.0053125,0.1575,0.001679,0.7033,0.8133,0.0,0.0,0.0,0.0,0.0,4000.0
27,True,False,4000.0,0.02126866,6.57652e-05,0.0068249999999999995,0.07554,0.00205,0.8587,0.36205,0.0,0.0,0.0,0.0,0.0,4000.0
28,False,False,4000.0,0.0080696,1.64271e-05,0.003443999999999999,,,,,,,,,,
29,True,True,4000.0,0.0285076,8.68767e-05,0.007959,0.5254,0.00703,2.94472,1.87871,2.79339077,3.3300549,0.80484729,1.82142773,-5.74440276,2438.59940681
30,True,True,4000.0,0.00980247,3.11155e-05,0.0046932,0.3363,0.004069,1.70442,3.49722,3.88842873,3.89565653,0.89019316,2.72052509,-5.15834209,1679.50653156
31,True,False,4000.0,0.02737998,7.47542e-05,0.008128800000000002,0.1905,0.002867,1.20093,0.70924,0.0,0.0,0.0,0.0,0.0,4000.0
32,True,True,4000.0,0.02205518,4.97257e-05,0.006716000000000001,0.2582,0.005711,2.39222,1.19337,0.06604627,0.64912533,0.17063929,0.18602824,-1.13018416,3369.02654112
33,True,False,4000.0,0.01033633,3.32939e-05,0.0040944,0.005216,0.002575,1.07861,0.05144,0.0,0.0,0.0,0.0,0.0,4000.0
34,False,False,4000.0,0.00511198,1.67836e-05,0.0019755,,,,,,,,,,
35,True,False,4000.0,0.04185939,0.0001403982,0.010344000000000002,0.288,0.004918,2.06005,0.70134,0.0,0.0,0.0,0.0,0.0,4000.0
36,True,True,4000.0,0.0088271,2.74831e-05,0.0028403999999999994,0.1242,0.001263,0.52904,1.43428,0.97389426,2.58645658,0.56433918,0.74973203,-3.92338763,3104.38302118
37,True,False,4000.0,0.01593963,3.60909e-05,0.0033324,0.09431,0.000989,0.41427,0.60313,0.0,0.0,0.0,0.0,0.0,4000.0
38,True,True,4000.0,0.01088521,2.95549e-05,0.0037752,0.1298,0.001811,0.75859,1.21554,0.17979496,1.15711541,0.31183919,0.28667597,-1.83698502,3411.84413197
39,True,True,4000.0,0.00577662,1.49751e-05,0.0018945,0.07665,0.0008149,0.34134,1.3526,0.65242655,1.9987596,0.42163382,0.63107271,-3.32025859,3165.20649835
40,True,False,4000.0,0.02128905,6.28337e-05,0.0061704,0.09057,0.002046,0.85703,0.43367,0.0,0.0,0.0,0.0,0.0,4000.0
41,True,True,4000.0,0.00642487,1.56888e-05,0.00323875,0.07125,0.001226,0.51355,1.13045,0.03628113,0.58561881,0.14515071,0.11075304,-0.83820082,3590.67347449
42,True,True,4000.0,0.01452742,3.98243e-05,0.0047504,0.1793,0.002401,1.00573,1.25812,0.24784409,1.2730833,0.33556095,0.36782338,-2.14264093,3328.21440632
43,True,True,4000.0,0.01042757,2.35288e-05,0.004314000000000001,0.1093,0.001473,0.61701,1.06848,0.01249672,0.4236812,0.11897513,0.05004942,-0.4942463,3756.65062772
44,True,True,4000.0,0.01088662,2.16484e-05,0.0035700000000000003,0.1493,0.001845,0.77283,1.39797,0.5497455,1.62711923,0.40847005,0.66131061,-3.08305933,3000.63502552
45,True,False,4000.0,0.01162315,2.15537e-05,0.004680000000000001,0.07064,0.002204,0.92321,0.61952,0.0,0.0,0.0,0.0,0.0,4000.0
46,True,True,4000.0,0.00689316,2.53779e-05,0.0021922499999999998,0.1848,0.002335,0.97808,2.73284,5.78733135,5.15228019,1.57131296,2.63492416,-6.3218165,1863.92530484
47,True,True,4000.0,0.0164121,4.07826e-05,0.004243200000000001,0.2694,0.002974,1.24575,1.67326,1.97837147,2.89233151,0.71518456,1.43937586,-5.24505838,2662.58234808
48,True,True,4000.0,0.01341669,4.81644e-05,0.0035606,0.236,0.003969,1.66253,1.79307,2.47424382,3.15317626,0.7608087,1.66800277,-5.60849827,2481.03241343
49,True,True,4000.0,0.02090916,6.29454e-05,0.006360000000000001,0.712,0.009599,4.02082,3.47116,5.53297235,4.23385378,0.90644304,3.44934737,-6.40087497,1570.32917974
50,True,False,4000.0,0.01643319,4.88382e-05,0.005062499999999999,0.1402,0.001693,0.70916,0.86968,0.0,0.0,0.0,0.0,0.0,4000.0
51,False,False,4000.0,0.0075095,2.63163e-05,0.0032424999999999997,,,,,,,,,,
52,True,False,4000.0,0.02108153,3.79653e-05,0.006360000000000001,0.09169,0.002212,0.92656,0.44335,0.0,0.0,0.0,0.0,0.0,4000.0
53,False,False,4000.0,0.01608134,4.54735e-05,0.0055320000000000005,,,,,,,,,,
54,True,True,4000.0,0.00741594,2.29078e-05,0.00339,0.2329,0.002554,1.06982,3.20136,2.68120578,3.05895985,0.42824214,2.4403348,-4.97764269,1860.22407688
55,True,False,4000.0,0.03225618,7.83662e-05,0.005844,0.02815,0.001395,0.58434,0.08896,0.0,0.0,0.0,0.0,0.0,4000.0
56,True,True,4000.0,0.0235576,6.35361e-05,0.004041299999999999,0.3136,0.003649,1.52849,1.35699,0.95553324,2.20863119,0.57170099,0.83724933,-4.08757475,3074.40810804
57,True,True,4000.0,0.02917593,9.54134e-05,0.00742225,0.5892,0.0153,6.40885,2.05859,1.05116912,1.62909739,0.36605808,1.47866328,-4.13905927,2175.86486367
58,True,True,4000.0,0.00499699,1.12674e-05,0.00242,0.0951,0.0008596,0.36007,1.94001,2.04854146,3.38933875,0.66892982,1.3136623,-4.63110323,2514.15987159
59,True,True,4000.0,0.00845764,2.97376e-05,0.0029487999999999997,0.1262,0.001454,0.60905,1.52104,1.62329546,3.09383488,0.62907836,1.06433573,-4.67087351,2936.40335405
60,True,True,4000.0,0.03669763,8.44735e-05,0.009018,0.372,0.005041,2.11157,1.03332,0.00246226,0.24326863,0.09686708,0.0166082,-0.21974653,3865.70018191
61,True,True,4000.0,0.01177038,4.3244e-05,0.0031619999999999994,0.4287,0.005364,2.24687,3.71274,5.87248092,4.60694954,0.7413177,3.47934604,-6.75614541,1587.83670296
62,True,True,4000.0,0.00792277,2.06325e-05,0.0028070000000000005,0.1702,0.001792,0.75063,2.18985,2.99370528,3.78178406,0.81122671,1.76801429,-5.49444449,2268.33537234
63,True,True,4000.0,0.0105243,2.3648e-05,0.0036300000000000004,0.1724,0.001932,0.80927,1.66984,1.41950236,2.51267235,0.55631214,1.17746081,-4.47368881,2685.44409039
64,True,False,4000.0,0.0068875,1.54263e-05,0.0030239999999999998,0.05874,0.00339,1.42,0.86937,0.0,0.0,0.0,0.0,0.0,4000.0
65,True,False,4000.0,0.01794941,4.08042e-05,0.003582,0.1357,0.001343,0.56255,0.77066,0.0,0.0,0.0,0.0,0.0,4000.0
66,True,True,4000.0,0.00946929,2.65268e-05,0.00369125,0.1004,0.001591,0.66644,1.0808,0.01983453,0.50274139,0.18753076,0.06826992,-0.62209741,3720.84934896
67,True,True,4000.0,0.00668744,1.82601e-05,0.002678,0.1927,0.002809,1.17663,2.93733,3.70392664,3.54758039,0.90844139,2.54275648,-5.48681882,1674.97477895
68,True,False,4000.0,0.03603307,9.91999e-05,0.006241600000000002,0.2765,0.002943,1.23276,0.78221,0.0,0.0,0.0,0.0,0.0,4000.0
69,True,False,4000.0,0.02899087,7.40313e-05,0.00652375,0.2346,0.003239,1.35675,0.82489,0.0,0.0,0.0,0.0,0.0,4000.0
70,True,True,4000.0,0.00836487,2.32791e-05,0.004110599999999999,0.2813,0.003268,1.3689,3.42801,4.29882967,4.1686877,1.17475084,2.67796697,-5.14856749,1629.9374066
71,True,False,4000.0,0.01344462,3.78822e-05,0.004736,0.1071,0.00149,0.62413,0.81203,0.0,0.0,0.0,0.0,0.0,4000.0
72,True,True,4000.0,0.01063402,2.95514e-05,0.003961,0.117,0.001443,0.60444,1.12155,0.07017699,0.86263276,0.24587966,0.14261371,-1.1624916,3629.65588654
73,True,False,4000.0,0.01469254,3.53789e-05,0.0041129999999999995,0.1344,0.001491,0.62455,0.93247,0.0,0.0,0.0,0.0,0.0,4000.0
74,True,False,4000.0,0.00803603,1.98522e-05,0.00262,0.06917,0.001295,0.54245,0.87742,0.0,0.0,0.0,0.0,0.0,4000.0
75,True,False,4000.0,0.01711474,3.99326e-05,0.006025999999999999,0.02002,0.003484,1.45937,0.11924,0.0,0.0,0.0,0.0,0.0,4000.0
76,False,False,4000.0,0.01177149,3.41775e-05,0.0053714999999999995,,,,,,,,,,
77,False,False,4000.0,0.01805258,5.48023e-05,0.006312,,,,,,,,,,
78,True,True,4000.0,0.01018761,3.28937e-05,0.004038,0.2162,0.003014,1.2625,2.16329,2.00788367,2.70549452,0.55343675,1.7093636,-4.84753727,2248.17567776
79,True,False,4000.0,0.01645281,5.41925e-05,0.00683,0.1404,0.03151,13.19888,0.86988,0.0,0.0,0.0,0.0,0.0,4000.0
80,True,True,4000.0,0.03235115,0.000103122,0.006579999999999999,0.5294,0.008325,3.48717,1.66811,1.80289384,2.45540037,0.60748552,1.57099031,-5.24523951,2574.650842
81,True,True,4000.0,0.00540065,1.17386e-05,0.00216,0.05579,0.0007796,0.32656,1.05303,0.00613333,0.32372418,0.12349735,0.031841,-0.34658997,3802.839633
82,True,True,4000.0,0.0062228,2.03879e-05,0.0026963999999999994,0.1102,0.006722,2.8157,1.80521,0.18239922,0.69513267,0.12834075,0.56909269,-1.83940678,2315.36714675
83,True,True,4000.0,0.01647701,3.64422e-05,0.0050880000000000005,0.2927,0.005352,2.24184,1.81082,0.73121518,1.46222329,0.27090972,1.08952693,-3.50092848,2415.52291865
84,True,True,4000.0,0.00805197,2.91115e-05,0.0032045999999999997,0.37,0.004733,1.98255,4.68415,8.15916195,5.74888274,2.10303517,3.89112994,-5.83680438,1255.42861003
85,True,True,4000.0,0.01478044,5.13817e-05,0.005960000000000001,0.5203,0.006423,2.69046,3.58837,6.53675924,5.33961185,1.78867788,3.21039063,-5.75949062,1590.15978856
86,True,False,4000.0,0.02085686,4.75073e-05,0.005449200000000001,0.1213,0.00131,0.54873,0.59285,0.0,0.0,0.0,0.0,0.0,4000.0
87,True,True,4000.0,0.03940847,0.0001364812,0.007461250000000001,0.4412,0.005508,2.30719,1.14124,0.20606409,1.33632373,0.38702225,0.27202453,-1.9829258,3545.08545353
88,True,True,4000.0,0.00831307,2.04273e-05,0.003032,0.1588,0.003191,1.33664,1.94724,0.8667452,1.53212117,0.3501791,1.26934995,-3.69791001,2241.62396688
89,True,True,4000.0,0.01047774,3.50862e-05,0.0037244,0.4087,0.00499,2.09021,3.9762,5.81429947,4.68791924,1.32109821,3.38344336,-6.04318635,1486.24807992
90,True,True,4000.0,0.00542221,1.2361e-05,0.002032,0.08679,0.0009794,0.41025,1.63164,1.14565289,2.35415522,0.48886119,1.00879129,-4.09713699,2760.46191803
91,False,False,4000.0,0.00618496,2.10153e-05,0.0027387999999999996,,,,,,,,,,
92,True,True,4000.0,0.01373261,3.66039e-05,0.0043479999999999994,0.2315,0.002802,1.1737,1.71842,1.64087248,2.60527027,0.62358976,1.3423304,-4.76470109,2629.73531716
93,True,True,4000.0,0.01284691,3.38712e-05,0.004200000000000001,0.2265,0.005427,2.27326,1.79722,0.57021035,1.27984349,0.28152447,0.97088014,-3.13330977,2414.35494659
94,True,False,4000.0,0.01271434,2.3713e-05,0.003969,0.09093,0.001527,0.63963,0.72903,0.0,0.0,0.0,0.0,0.0,4000.0
95,True,True,4000.0,0.01025046,2.75261e-05,0.0036570000000000005,0.2049,0.002782,1.16532,2.03765,2.50370679,3.14474786,0.71694948,1.75513907,-5.26350069,2280.7598869
96,True,True,4000.0,0.004952,1.8937e-05,0.002166,0.2356,0.00227,0.95086,4.84982,4.10012971,4.02712815,0.49677021,3.26322475,-5.37609806,1484.4219753
97,True,True,4000.0,0.01256869,3.67736e-05,0.0036672000000000002,0.3209,0.004033,1.68934,2.60262,1.71349015,2.16345568,0.32036226,2.09553308,-4.89911993,2070.5038459
98,True,False,4000.0,0.02046738,3.80222e-05,0.0046,0.1686,0.001715,0.71838,0.8397,0.0,0.0,0.0,0.0,0.0,4000.0
99,True,True,4000.0,0.01123992,2.64496e-05,0.002848,0.1747,0.002526,1.05809,1.58438,1.30599997,2.20584835,0.59513886,1.20967565,-4.51710234,2628.53339713
100,True,True,4000.0,0.01608311,4.29647e-05,0.005496,0.2505,0.003944,1.65206,1.5877,0.71723126,1.64692377,0.37535459,0.91184974,-3.4447544,2745.95016081
101,True,True,4000.0,0.00792594,2.47324e-05,0.0030799999999999994,0.1622,0.001729,0.72424,2.08608,2.52529828,3.58829091,0.66394001,1.59509509,-5.15717331,2406.8586915
102,True,True,4000.0,0.01206707,3.85611e-05,0.0045225,0.1928,0.002598,1.08825,1.62868,1.13890225,2.55403352,0.48984501,0.92862839,-4.08833816,2839.264183
103,True,False,4000.0,0.01656193,3.52302e-05,0.007200000000000001,0.05542,0.008884,3.72132,0.3411,0.0,0.0,0.0,0.0,0.0,4000.0
104,True,True,4000.0,0.00737706,2.28557e-05,0.0029723999999999996,0.1067,0.001366,0.57219,1.47439,0.75305048,2.16945465,0.38559145,0.69464589,-3.46144274,3032.17381749
105,True,True,4000.0,0.01407213,3.49512e-05,0.0042888,0.2563,0.002869,1.20176,1.85661,2.21099657,3.07910535,0.66320749,1.55039621,-5.27422418,2494.39978804
106,True,False,4000.0,0.01061609,2.07628e-05,0.004604799999999999,0.06901,0.005612,2.35075,0.66264,0.0,0.0,0.0,0.0,0.0,4000.0
107,True,True,4000.0,0.00789254,1.9874e-05,0.003096,0.08933,0.005921,2.48018,1.15375,0.0068237,0.21674588,0.07866126,0.05714365,-0.36554495,3442.39548191
108,True,True,4000.0,0.0190039,6.09792e-05,0.00561,0.3525,0.004178,1.75008,1.89081,3.01706884,3.7596759,0.85031882,1.74921096,-5.78221466,2503.04675915
109,False,False,4000.0,0.00497809,1.38518e-05,0.0023112000000000002,,,,,,,,,,
110,True,True,4000.0,0.00588469,1.63245e-05,0.002694600000000001,0.1002,0.00276,1.15611,1.7357,0.32364155,1.04342793,0.19061501,0.66713128,-2.3918366,2587.50064568
111,True,False,4000.0,0.0456479,0.0001156298,0.007908000000000002,0.3112,0.004665,1.95407,0.69494,0.0,0.0,0.0,0.0,0.0,4000.0
112,True,False,4000.0,0.02829418,6.50534e-05,0.004956,0.1788,0.002055,0.8608,0.64417,0.0,0.0,0.0,0.0,0.0,4000.0
113,True,True,4000.0,0.01631717,3.2966e-05,0.0049896,0.23,0.002707,1.13391,1.43686,0.78323813,1.85226299,0.46407388,0.84128502,-3.60656885,2909.18733887
114,True,True,4000.0,0.0152937,2.88944e-05,0.005172,0.1662,0.001848,0.77409,1.10777,0.04531907,0.67336494,0.2021831,0.11613219,-0.93779212,3625.68365762
115,True,False,4000.0,0.01211773,4.28483e-05,0.00409,0.03753,0.003322,1.39152,0.31571,0.0,0.0,0.0,0.0,0.0,4000.0
116,True,True,4000.0,0.00520156,1.40637e-05,0.0018582,0.05833,0.0007344,0.30762,1.14311,0.08315096,0.90013258,0.22761972,0.16583259,-1.26379625,3584.20362311
117,True,False,4000.0,0.02107008,5.04919e-05,0.004149,0.1664,0.001437,0.60193,0.80504,0.0,0.0,0.0,0.0,0.0,4000.0
118,True,True,4000.0,0.00587782,1.69151e-05,0.00269625,0.08682,0.001215,0.50894,1.50569,0.69904602,1.98453395,0.37615028,0.7084794,-3.31597517,2957.21920647
119,True,False,4000.0,0.0134564,4.43749e-05,0.0034527000000000004,0.0494,0.00104,0.43563,0.37422,0.0,0.0,0.0,0.0,0.0,4000.0
120,True,True,4000.0,0.00804621,2.77175e-05,0.003352,0.2293,0.002599,1.08867,2.90498,4.63159662,4.82734521,1.58979091,2.30632874,-5.54898862,1898.89461949
121,True,False,4000.0,0.01248187,2.48506e-05,0.003388,0.1187,0.002322,0.97264,0.9694,0.0,0.0,0.0,0.0,0.0,4000.0
122,True,False,4000.0,0.02836855,8.86968e-05,0.0080145,0.05452,0.004282,1.79364,0.19591,0.0,0.0,0.0,0.0,0.0,4000.0
123,True,True,4000.0,0.00852231,2.82233e-05,0.0032735999999999998,0.1999,0.002473,1.03589,2.39104,3.50481623,4.0222887,1.02270911,2.01203974,-5.5193005,2141.9422203
124,True,True,4000.0,0.01422273,4.28362e-05,0.004690000000000001,0.2653,0.002961,1.2403,1.90145,2.19785477,3.27291937,0.58763424,1.48268511,-5.17898459,2535.74545666
125,True,False,4000.0,0.02328644,5.92502e-05,0.006262500000000001,0.1995,0.002327,0.97473,0.87331,0.0,0.0,0.0,0.0,0.0,4000.0
126,False,False,4000.0,0.01781132,3.13443e-05,0.004605,,,,,,,,,,
127,True,True,4000.0,0.00861063,2.57757e-05,0.0028159999999999995,0.1959,0.002383,0.99819,2.31916,3.34174954,3.80381617,0.76797279,2.0048128,-5.75482812,2160.63299802
128,True,True,4000.0,0.00783801,2.3639e-05,0.0029075999999999998,0.1481,0.001649,0.69073,1.92611,1.93608284,3.14391422,0.53302776,1.36152559,-4.87026108,2544.53510432
129,True,True,4000.0,0.01397305,4.36813e-05,0.0043824,0.2849,0.003296,1.38063,2.07841,2.98749908,3.80479909,0.78103848,1.75233691,-5.6790719,2382.03231205
130,True,True,4000.0,0.03006281,7.18607e-05,0.0076536,0.3104,0.004356,1.82464,1.0525,0.00808463,0.3668899,0.14927172,0.03718982,-0.39797833,3797.00327142
131,True,True,4000.0,0.01604431,5.31689e-05,0.0041388,0.2979,0.002971,1.24449,1.89269,3.55298101,4.38206658,0.80258699,1.76012253,-6.22897878,2550.52891342
132,True,False,4000.0,0.02833267,6.94837e-05,0.006018,0.05116,0.00143,0.599,0.18407,0.0,0.0,0.0,0.0,0.0,4000.0
133,False,False,4000.0,0.01320082,4.24888e-05,0.0052899999999999996,,,,,,,,,,
134,True,True,4000.0,0.01436094,2.59152e-05,0.003943749999999999,0.2127,0.002426,1.0162,1.50979,0.97339471,1.98558509,0.5541601,0.98697923,-3.98311967,2772.12465974
135,True,False,4000.0,0.02030858,3.51916e-05,0.0042388,0.1875,0.001857,0.77786,0.94114,0.0,0.0,0.0,0.0,0.0,4000.0
136,True,True,4000.0,0.00730235,2.35022e-05,0.002878,0.3212,0.004953,2.07471,4.48378,5.72239315,4.04033135,1.17060069,4.15299562,-5.77606734,1180.93242558
137,True,False,4000.0,0.01487625,5.0125e-05,0.004568,0.07577,0.002375,0.99484,0.5192,0.0,0.0,0.0,0.0,0.0,4000.0
138,True,True,4000.0,0.01016565,2.54261e-05,0.0032598,0.3023,0.004218,1.76683,3.03134,4.5578674,3.71675312,0.87640166,3.04875038,-6.11839032,1630.14081879
139,True,True,4000.0,0.01127466,2.23827e-05,0.0044352,0.1133,0.001298,0.5437,1.02437,0.00098567,0.17857085,0.04600891,0.00846361,-0.13904506,3903.12263829
140,True,True,4000.0,0.01728428,3.7596e-05,0.0047020000000000005,0.2778,0.003348,1.40241,1.63837,1.50222796,2.42941144,0.5567956,1.28646648,-4.72301104,2645.25341853
141,True,False,4000.0,0.0204353,5.49866e-05,0.0037399500000000006,0.1965,0.002019,0.84572,0.9802,0.0,0.0,0.0,0.0,0.0,4000.0
142,True,False,4000.0,0.0364703,0.0001063231,0.006995999999999999,0.2935,0.003223,1.35005,0.82035,0.0,0.0,0.0,0.0,0.0,4000.0
143,True,False,4000.0,0.0078667,3.11541e-05,0.002418,0.05145,0.0008103,0.33942,0.66669,0.0,0.0,0.0,0.0,0.0,4000.0
144,True,True,4000.0,0.00991128,2.52925e-05,0.0026265000000000004,0.1006,0.001243,0.52067,1.03466,0.00353187,0.29196325,0.08905888,0.01910863,-0.2631515,3866.6475648
145,True,True,4000.0,0.02776549,7.62253e-05,0.006549600000000001,0.4305,0.005821,2.43829,1.58052,1.41756516,2.48308118,0.5232858,1.17040057,-4.70069509,2768.63931288
146,True,True,4000.0,0.0207105,6.75133e-05,0.0071835,0.6187,0.009381,3.9295,3.04523,4.99675378,4.1687042,1.16592672,2.99331936,-6.01456109,1717.53634987
147,True,False,4000.0,0.02148337,7.38344e-05,0.006751,0.1526,0.01492,6.24967,0.72407,0.0,0.0,0.0,0.0,0.0,4000.0
148,False,False,4000.0,0.0057565,2.29774e-05,0.0026585999999999997,,,,,,,,,,
149,True,True,4000.0,0.00766527,2.69334e-05,0.003837,0.1384,0.0041,1.7174,1.84052,0.45164233,1.25447909,0.2359996,0.78777806,-2.75115894,2523.88749722
150,True,False,4000.0,0.02009999,3.97234e-05,0.005536,0.1621,0.004936,2.06759,0.82209,0.0,0.0,0.0,0.0,0.0,4000.0
151,True,True,4000.0,0.01627711,5.48161e-05,0.0056727,0.5995,0.008874,3.71713,3.75442,6.20829198,4.53036105,1.2115416,3.62864606,-6.1246868,1461.78181353
152,True,True,4000.0,0.00985527,3.21331e-05,0.0039696,0.2618,0.003535,1.48074,2.7079,4.32409328,4.14901615,1.29079373,2.47942249,-5.5844351,1849.03564913
153,True,True,4000.0,0.01001831,2.39476e-05,0.0030409499999999997,0.2666,0.002859,1.19758,2.71267,4.12475634,3.85948332,0.78025333,2.59337977,-6.13209093,1895.14525989
154,True,False,4000.0,0.02329462,5.67049e-05,0.0071175000000000006,0.1684,0.004155,1.74044,0.73692,0.0,0.0,0.0,0.0,0.0,4000.0
155,True,True,4000.0,0.01616821,4.67859e-05,0.004745000000000001,0.4063,0.004817,2.01774,2.56163,3.60084101,3.62757845,0.65631694,2.44622339,-6.0322419,2027.41771394
156,True,False,4000.0,0.0134911,2.61497e-05,0.004923600000000001,0.111,0.002859,1.19758,0.8387,0.0,0.0,0.0,0.0,0.0,4000.0
157,True,False,4000.0,0.01557576,3.97064e-05,0.0041624999999999995,0.1208,0.006332,2.65234,0.79059,0.0,0.0,0.0,0.0,0.0,4000.0
158,True,True,4000.0,0.01283483,3.60656e-05,0.003627,0.2766,0.002879,1.20595,2.19681,3.85185469,4.23766944,0.880119,2.03602047,-6.18573936,2254.73939637
159,True,True,4000.0,0.01450854,5.02156e-05,0.00319395,0.3579,0.004738,1.98465,2.5146,5.72562178,4.72512875,1.13742724,2.81055522,-7.20912019,1974.58799176
160,True,True,4000.0,0.00762516,2.90245e-05,0.003296,0.1207,0.002528,1.05893,1.61358,0.6107305,1.74986884,0.32839759,0.72853039,-3.15855094,2837.31854048
161,True,True,4000.0,0.00756602,1.58969e-05,0.0025568,0.08965,0.001059,0.44359,1.20785,0.19990081,1.15040171,0.28746733,0.32034522,-1.93343791,3366.40709809
162,True,True,4000.0,0.00857254,1.87359e-05,0.004087200000000001,0.2607,0.003501,1.4665,3.10001,3.0124303,2.83011438,0.64246026,2.77845014,-5.00470467,1568.92312916
163,True,True,4000.0,0.01907929,5.22427e-05,0.0061407,0.3495,0.004337,1.81668,1.86731,2.37468876,3.19704181,0.67527081,1.60849781,-5.32070642,2479.82107322
164,True,True,4000.0,0.01095415,3.25679e-05,0.003804,0.116,0.00667,2.79392,1.07947,0.0024642,0.16677125,0.05544557,0.02477761,-0.21981334,3688.681981
165,True,True,4000.0,0.01757801,5.93384e-05,0.007200000000000001,0.4623,0.005875,2.46091,2.68093,4.58697232,4.53565982,1.30006133,2.42436562,-5.58198193,1959.60461103
166,False,False,4000.0,0.00804621,2.20204e-05,0.004001399999999999,,,,,,,,,,
