timestamp_sec,source,value1,value2
572.094116,laser,5,
572.098205,tfmini,286,1822
572.104614,tfmini,29,2583
572.108581,tfmini,29,2588
572.122741,tfmini,28,2589
572.135925,tfmini,29,2613
572.137390,tfmini,29,2604
572.142822,tfmini,29,2600
572.144348,tfmini,29,2588
572.150695,tfmini,7321,10240
572.155517,tfmini,28,2591
572.159912,tfmini,2588,39257
572.164489,tfmini,28,2586
572.175109,tfmini,28,2597
572.176635,tfmini,28,2597
572.179992,tfmini,27,2584
572.181396,tfmini,27,2584
572.182922,tfmini,26,2567
572.188171,tfmini,26,2590
572.202575,tfmini,29,2609
572.213745,tfmini,29,2619
572.216308,tfmini,30,2754
572.220764,tfmini,30,2757
572.224670,tfmini,30,2761
572.230285,tfmini,31,2766
572.238708,tfmini,32,2758
572.242004,tfmini,31,2756
572.244567,tfmini,31,2760
572.248046,tfmini,31,22793
572.257690,tfmini,31,2767
572.267395,tfmini,32,2756
572.330383,tfmini,31,2767
572.331848,tfmini,31,2767
572.340393,tfmini,39257,31
572.355895,tfmini,30,2755
572.373840,tfmini,29,2610
572.375305,tfmini,29,2610
572.376770,tfmini,29,2604
572.382324,tfmini,29,2619
572.385742,tfmini,7577,9728
572.400817,tfmini,29,2609
572.407165,tfmini,29,2606
572.409606,tfmini,29,38179
572.411926,tfmini,29,2591
572.414306,tfmini,28,2588
572.418579,tfmini,28,2594
572.421997,tfmini,28,2598
572.423461,tfmini,28,39257
572.435729,tfmini,27,2595
572.451354,tfmini,28,2618
572.455932,tfmini,29,2609
572.459350,tfmini,30,2611
572.461547,tfmini,30,2615
572.477233,tfmini,27,2563
572.482971,tfmini,26,2580
572.505065,tfmini,30,2756
572.514343,tfmini,30,2618
572.517761,tfmini,30,2612
572.529113,tfmini,30,2762
572.530639,tfmini,30,2762
572.536987,tfmini,30,2771
572.557861,tfmini,31,2759
572.564331,tfmini,31,2781
572.570739,tfmini,31,2761
572.574768,tfmini,31,2764
572.582702,tfmini,31,2770
572.592285,tfmini,32,2756
572.599060,tfmini,31,2771
572.615112,tfmini,31,2756
572.618469,tfmini,32,2764
572.624633,tfmini,31,2765
572.632263,tfmini,31,2772
572.635559,tfmini,32,2760
572.640014,tfmini,31,2766
572.642822,tfmini,30,2752
572.646728,tfmini,30,2766
572.650817,tfmini,31,2753
572.656066,tfmini,30,2755
572.660095,tfmini,30,2617
572.665222,tfmini,30,2621
572.670349,tfmini,29,2596
572.671813,tfmini,30,2592
572.674743,tfmini,29,2600
572.689636,tfmini,29,2603
572.695068,tfmini,29,2616
572.698547,tfmini,29,2341
572.702819,tfmini,30,2618
572.718261,tfmini,28,2599
572.723754,tfmini,27,2581
572.727233,tfmini,27,2571
572.734069,tfmini,26,2581
572.736999,tfmini,27,2589
572.758422,tfmini,28,2595
572.773315,tfmini,27,2583
572.783203,tfmini,27,2587
572.787841,tfmini,27,2602
572.792785,tfmini,28,2609
572.810302,tfmini,29,2758
572.816894,tfmini,30,2623
572.827270,tfmini,30,2614
572.829711,tfmini,30,2620
572.831237,tfmini,30,2619
572.832702,tfmini,30,2619
572.835144,tfmini,30,2618
572.840576,tfmini,30,2605
572.848571,tfmini,30,22928
572.856994,tfmini,30,2755
572.863464,tfmini,28,2613
572.865905,tfmini,27,2333
572.881713,tfmini,230,2564
572.883300,tfmini,226,2564
572.884826,tfmini,158,2550
572.887268,tfmini,150,2557
572.897094,tfmini,48,2616
572.899536,tfmini,42,2643
572.901062,tfmini,40,2656
572.902526,tfmini,37,2656
572.905090,tfmini,30,2561
572.918701,tfmini,8,266
572.924316,tfmini,5,255
572.936584,tfmini,0,257
572.941040,tfmini,0,253
572.948364,tfmini,0,252
572.953369,tfmini,0,251
572.957336,tfmini,0,257
572.969482,tfmini,0,240
572.978576,tfmini,0,263
573.014099,tfmini,3,234
573.015502,tfmini,4,240
573.023925,tfmini,8,2807
573.046508,tfmini,20,212
573.049926,tfmini,23,219
573.051391,tfmini,24,219
573.052795,tfmini,25,222
573.060241,tfmini,34,197
573.062744,tfmini,46,820
573.064147,tfmini,50,796
573.065612,tfmini,53,796
573.086059,tfmini,233,2639
573.087646,tfmini,235,2629
573.090087,tfmini,239,2636
573.106140,tfmini,12,2563
573.108520,tfmini,15,2573
573.113891,tfmini,22,2604
573.122558,tfmini,34,2767
573.154541,tfmini,60,2906
573.156005,tfmini,60,2906
573.164794,tfmini,63,2817
573.166259,tfmini,128,2817
573.170776,tfmini,129,2932
573.173217,tfmini,129,2940
573.175842,tfmini,129,2929
573.185668,tfmini,130,2940
573.189208,tfmini,129,2937
573.193725,tfmini,128,2921
573.195983,tfmini,128,2940
573.216674,tfmini,63,2926
573.221069,tfmini,63,2913
573.244445,tfmini,63,2918
573.249816,tfmini,62,2898
573.259399,tfmini,62,2908
573.270507,tfmini,62,2891
573.290588,tfmini,62,2869
573.292053,tfmini,62,2869
573.302062,tfmini,62,2872
573.331420,tfmini,59,2815
573.333679,tfmini,58,2809
573.350158,tfmini,59,2828
573.353515,tfmini,59,2843
573.355895,tfmini,59,2837
573.360107,tfmini,58,2822
