config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,blade_planform_m2,frontal_area_drag_m2,T_static_N,Q_static_Nm,Pshaft_static_W,T_over_W,h_max_m,flight_time_s,hover_time_s,v_max_m_s,v_impact_m_s,rpm_at_impact
0,True,False,2500.0,0.01798288,3.502987965390527e-05,0.0073776,0.0014516362399183036,0.09507,0.001252,0.32777,0.53891,0.0,0.0,0.0,0.0,0.0,2500.0
1,False,False,2500.0,0.0128866,3.2296735316474394e-05,0.0031439999999999997,0.0017245790544861952,,,,,,,,,,
2,True,False,2500.0,0.02755279,7.738984632354754e-05,0.00663,0.0020104767573359363,0.2068,0.005666,1.48336,0.7651,0.0,0.0,0.0,0.0,0.0,2500.0
3,True,False,2500.0,0.02089646,4.703245829361392e-05,0.007263000000000001,0.0018488860069242059,0.1517,0.001986,0.51993,0.74002,0.0,0.0,0.0,0.0,0.0,2500.0
4,True,False,2500.0,0.01444709,3.1382397661471886e-05,0.004519800000000001,0.0016336426105326618,0.02251,0.0006892,0.18043,0.15883,0.0,0.0,0.0,0.0,0.0,2500.0
5,True,False,2500.0,0.02032174,4.407699053492797e-05,0.0053700000000000015,0.0017478042223757389,0.08517,0.001824,0.47752,0.42723,0.0,0.0,0.0,0.0,0.0,2500.0
6,True,False,2500.0,0.01812953,4.125009423551893e-05,0.0057575,0.001534223575447535,0.06888,0.002876,0.75294,0.38729,0.0,0.0,0.0,0.0,0.0,2500.0
7,True,False,2500.0,0.01567029,4.301508896757651e-05,0.005023999999999999,0.001626243334218816,0.0691,0.001076,0.2817,0.4495,0.0,0.0,0.0,0.0,0.0,2500.0
8,True,False,2500.0,0.02016483,6.548567465882491e-05,0.006447500000000002,0.0019818164372906117,0.138,0.006232,1.63153,0.69761,0.0,0.0,0.0,0.0,0.0,2500.0
9,True,False,2500.0,0.01984485,5.945212609882618e-05,0.0060085,0.001863241437290612,0.03651,0.002395,0.62701,0.18754,0.0,0.0,0.0,0.0,0.0,2500.0
