config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,blade_planform_m2,frontal_area_drag_m2,T_static_N,Q_static_Nm,Pshaft_static_W,T_over_W,h_max_aero_m,h_max_m,flight_time_s,hover_time_s,v_max_m_s,v_impact_m_s,rpm_at_impact
18,True,False,1500.0,0.00861037,1.665607781060824e-05,0.004054800000000001,0.0013286168868465063,0.01073,0.0003845,0.0604,0.12703,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
19,True,False,1500.0,0.01156699,3.9673999931320014e-05,0.004085999999999999,0.00178830155790497,0.03317,0.000691,0.10854,0.29232,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
20,True,False,1500.0,0.02161687,4.040390597095138e-05,0.0072510000000000005,0.0014838678517613778,0.01473,0.0005424,0.0852,0.06946,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
21,True,False,1500.0,0.03206191,9.198284660186628e-05,0.008628,0.002198870428519331,0.03211,0.0008969,0.14088,0.10209,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
22,True,False,1500.0,0.00694293,1.8578505082591417e-05,0.0025573500000000003,0.0013936541017613778,0.02761,0.0003532,0.05548,0.40537,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
23,True,False,1500.0,0.02505909,6.863134624901174e-05,0.005998,0.001860638334218816,0.03579,0.001984,0.31165,0.14559,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
24,True,False,1500.0,0.01599245,3.7179006059370905e-05,0.004847499999999999,0.001517450954833174,0.02153,0.0006641,0.10432,0.13723,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
25,True,False,1500.0,0.01419958,3.348953584960668e-05,0.004931400000000001,0.0017028487399183036,0.0106,0.0005478,0.08605,0.0761,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
26,True,False,1500.0,0.01990822,3.233937523562633e-05,0.0053125,0.0014966256368465062,0.02163,0.0003245,0.05097,0.11075,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
27,True,False,1500.0,0.02144935,6.372589354133613e-05,0.0068249999999999995,0.0019540586960618955,0.01031,0.0004799,0.07538,0.049,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
28,False,False,1500.0,0.00813815,1.740171779420615e-05,0.003443999999999999,0.001357338016232148,,,,,,,,,,,
29,True,False,1500.0,0.0287498,8.354777683111611e-05,0.007959,0.002068655187290612,0.07291,0.001228,0.19289,0.25851,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
30,True,False,1500.0,0.00988575,3.1192938632052267e-05,0.0046932,0.0016019938166762539,0.04677,0.0007031,0.11044,0.48227,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
31,True,False,1500.0,0.02761259,7.216580452561445e-05,0.008128800000000002,0.0020424647048331744,0.02615,0.0005902,0.09271,0.09654,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
32,True,False,1500.0,0.02224256,4.86662747591102e-05,0.006716000000000001,0.001526786963604458,0.03541,0.001121,0.17609,0.16228,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
33,True,False,1500.0,0.01042415,3.3238165147182614e-05,0.0040944,0.0018839374460618958,0.000694,0.0006389,0.10036,0.00679,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
34,False,False,1500.0,0.00515541,1.7736506329730948e-05,0.0019755,0.0012707854723757388,,,,,,,,,,,
35,True,False,1500.0,0.04221502,0.000133799759454,0.010344000000000002,0.0028192456779826715,0.03963,0.001025,0.16101,0.09569,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
36,True,False,1500.0,0.00890209,2.77823968017186e-05,0.0028403999999999994,0.001468253334218816,0.01726,0.0002511,0.03944,0.19764,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
37,True,False,1500.0,0.01607505,3.586433728569302e-05,0.0033324,0.0014672287399183038,0.013,0.0002389,0.03753,0.08244,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
38,True,False,1500.0,0.01097769,2.9727633637440265e-05,0.0037752,0.0015004724460618956,0.01804,0.0003488,0.05479,0.16752,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
39,True,False,1500.0,0.0058257,1.6038450684726285e-05,0.0018945,0.0013202661193039427,0.01058,0.0001795,0.0282,0.18513,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
40,True,False,1500.0,0.02146992,6.097347745005274e-05,0.0061704,0.00200904155790497,0.01224,0.0005605,0.08804,0.05811,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
41,True,False,1500.0,0.00647946,1.670858635733682e-05,0.00323875,0.0013089161193039428,0.009849,0.0002501,0.03929,0.15495,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
42,True,False,1500.0,0.01465084,3.936965518086658e-05,0.0047504,0.0015000119636044578,0.02484,0.000472,0.07414,0.17283,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
43,True,False,1500.0,0.01051616,2.406965152691511e-05,0.004314000000000001,0.0014835622486895834,0.01509,0.0002996,0.04706,0.14627,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
44,True,False,1500.0,0.01097911,2.2304098193296585e-05,0.0035700000000000003,0.0013898771280752252,0.02129,0.000357,0.05608,0.19767,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
45,True,False,1500.0,0.0117219,2.2215280545106745e-05,0.004680000000000001,0.0013818184986895835,0.009493,0.0005176,0.0813,0.08255,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
46,True,False,1500.0,0.00695173,2.580578517832401e-05,0.0021922499999999998,0.0015121960754475349,0.02538,0.0005223,0.08204,0.37216,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
47,True,False,1500.0,0.01655154,4.026937609502443e-05,0.004243200000000001,0.001508471601761378,0.03749,0.0004911,0.07714,0.23089,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
48,True,False,1500.0,0.01353067,4.7200318062677096e-05,0.0035606,0.002052058794067988,0.03242,0.0008196,0.12874,0.24424,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
49,True,False,1500.0,0.0210868,6.107840144324974e-05,0.006360000000000001,0.001730342928519331,0.09909,0.00153,0.24033,0.47902,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
50,True,False,1500.0,0.0165728,4.7833027430704485e-05,0.005062499999999999,0.001838947084218816,0.01913,0.0004492,0.07056,0.11767,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
51,False,False,1500.0,0.0075733,2.668688604045045e-05,0.0032424999999999997,0.001600973575447535,,,,,,,,,,,
52,True,False,1500.0,0.02126063,3.7624211503441975e-05,0.006360000000000001,0.0015477780162321483,0.01242,0.0004648,0.07301,0.05955,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
53,False,False,1500.0,0.01621796,4.467376320253474e-05,0.0055320000000000005,0.001582497687290612,,,,,,,,,,,
54,True,False,1500.0,0.00747894,2.3486564597551432e-05,0.00339,0.001479191722375739,0.03273,0.0004276,0.06717,0.4461,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
55,True,False,1500.0,0.03253022,7.555716770235577e-05,0.005844,0.0018645233342188161,0.003823,0.0003136,0.04926,0.01198,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
56,True,False,1500.0,0.02375774,6.163299969300536e-05,0.004041299999999999,0.001652895954833174,0.0431,0.0007062,0.11093,0.18493,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
57,True,False,1500.0,0.0294238,9.156296442855792e-05,0.00742225,0.0023008027339042093,0.08048,0.002813,0.44187,0.27882,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
58,True,False,1500.0,0.00503944,1.2557338857193568e-05,0.00242,0.0011995005162321482,0.01326,0.0001505,0.02364,0.26822,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
59,True,False,1500.0,0.00852949,2.989912431664957e-05,0.0029487999999999997,0.0016413924460618957,0.01738,0.0003196,0.0502,0.20771,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
60,True,False,1500.0,0.03700941,8.129130582568939e-05,0.009018,0.002036794222375739,0.0516,0.000865,0.13587,0.14212,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
61,True,False,1500.0,0.01187038,4.258049695316335e-05,0.0031619999999999994,0.0017747780073359364,0.05967,0.0009052,0.14219,0.51242,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
62,True,False,1500.0,0.00799008,2.135028602798748e-05,0.0028070000000000005,0.001366012851761378,0.0236,0.0003372,0.05297,0.30109,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
63,True,False,1500.0,0.01061372,2.4181558039623904e-05,0.0036300000000000004,0.0014368873693039429,0.02384,0.0003527,0.0554,0.22897,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
64,True,False,1500.0,0.00694602,1.646214996870108e-05,0.0030239999999999998,0.0011978434986895834,0.007806,0.0006852,0.10763,0.11456,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
65,True,False,1500.0,0.01810191,4.028976505199883e-05,0.003582,0.0017196398391595901,0.01889,0.0002388,0.03751,0.10637,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
66,True,False,1500.0,0.00954974,2.688453789276389e-05,0.00369125,0.001625719101761378,0.01368,0.0004325,0.06794,0.14602,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
67,True,False,1500.0,0.00674426,1.912286230372976e-05,0.002678,0.0014984137399183036,0.02612,0.0006155,0.09668,0.39479,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
68,True,False,1500.0,0.0363392,9.511818406317566e-05,0.006241600000000002,0.00244967439166235,0.03849,0.0005084,0.07986,0.10797,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
69,True,False,1500.0,0.02923717,7.148710362906947e-05,0.00652375,0.0020441330929900996,0.03243,0.0005957,0.09357,0.11307,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
70,True,False,1500.0,0.00843593,2.383522507183963e-05,0.004110599999999999,0.0015095030929900997,0.03896,0.0005964,0.09368,0.47078,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
71,True,False,1500.0,0.01355884,3.754619348543036e-05,0.004736,0.001762661963604458,0.01472,0.0003424,0.05378,0.11067,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
72,True,False,1500.0,0.01072436,2.972428202807461e-05,0.003961,0.0016770720842188159,0.01615,0.0003321,0.05217,0.15351,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
73,True,False,1500.0,0.01481736,3.519587741776532e-05,0.0041129999999999995,0.001715742308316703,0.01865,0.0002805,0.04406,0.1283,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
74,True,False,1500.0,0.0081043,2.06175869805514e-05,0.00262,0.0014510587399183036,0.009402,0.0003352,0.05265,0.11826,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
75,True,False,1500.0,0.01726015,3.947141376521825e-05,0.006025999999999999,0.0015745994636044579,0.002578,0.0007979,0.12533,0.01523,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
76,False,False,1500.0,0.0118715,3.40677815654422e-05,0.0053714999999999995,0.001646363575447535,,,,,,,,,,,
77,False,False,1500.0,0.01820595,5.343272877837132e-05,0.006312,0.001715116075447535,,,,,,,,,,,
78,True,False,1500.0,0.01027416,3.286250559744887e-05,0.004038,0.0018168649460618956,0.02931,0.0008307,0.13049,0.2908,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
79,True,False,1500.0,0.0165926,5.286016217840539e-05,0.00683,0.0017016429285193308,0.01666,0.006406,1.00625,0.10235,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
80,True,False,1500.0,0.032626,9.88006717534281e-05,0.006579999999999999,0.0023952607602180554,0.07274,0.001515,0.23798,0.22727,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
81,True,False,1500.0,0.00544653,1.2999751293459928e-05,0.00216,0.001315420516232148,0.007516,0.0001762,0.02768,0.14067,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
82,True,False,1500.0,0.00627567,2.1120607686180003e-05,0.0026963999999999994,0.001411273334218816,0.01433,0.001616,0.25384,0.23276,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
83,True,False,1500.0,0.016617,3.61941915074295e-05,0.0050880000000000005,0.001448934222375739,0.04027,0.001005,0.15787,0.24704,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
84,True,False,1500.0,0.00812038,2.931128927401788e-05,0.0032045999999999997,0.001586868816676254,0.05148,0.0008177,0.12844,0.64624,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
85,True,False,1500.0,0.01490601,5.0221049103733137e-05,0.005960000000000001,0.0018815045808000398,0.07259,0.001031,0.16195,0.49642,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
86,True,False,1500.0,0.02103406,4.658334263861624e-05,0.005449200000000001,0.001612657851761378,0.01682,0.0002567,0.04032,0.08151,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
87,True,False,1500.0,0.03974328,0.000130122019877,0.007461250000000001,0.0031031647596813958,0.06132,0.0009443,0.14833,0.15728,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
88,True,False,1500.0,0.0083837,2.115756848946236e-05,0.003032,0.0013288559986895834,0.02118,0.0007994,0.12557,0.25753,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
89,True,False,1500.0,0.01056676,3.492104544978167e-05,0.0037244,0.0015831951872906118,0.05672,0.000865,0.13587,0.54717,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
90,True,False,1500.0,0.00546827,1.3584141626465808e-05,0.002032,0.0012781605162321481,0.01197,0.0001937,0.03043,0.22314,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
91,False,False,1500.0,0.0062375,2.1709653032193735e-05,0.0027387999999999996,0.001468253334218816,,,,,,,,,,,
92,True,False,1500.0,0.01384928,3.634603803174567e-05,0.0043479999999999994,0.001587474704833174,0.03207,0.0005543,0.08707,0.23605,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
93,True,False,1500.0,0.01295606,3.378028796207719e-05,0.004200000000000001,0.001499569222375739,0.0308,0.001146,0.18001,0.24233,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
94,True,False,1500.0,0.01282235,2.424263181028693e-05,0.003969,0.001537506886846506,0.01244,0.0003087,0.04849,0.0989,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
95,True,False,1500.0,0.01033754,2.782280231462677e-05,0.0036570000000000005,0.0018195948083167032,0.02804,0.0005699,0.08952,0.2765,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
96,True,False,1500.0,0.00499407,1.9758364679561867e-05,0.002166,0.0013839424460618957,0.03277,0.0003912,0.06145,0.66889,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
97,True,False,1500.0,0.01267547,3.65053325768744e-05,0.0036672000000000002,0.0018432705628457472,0.04475,0.0006367,0.10001,0.35988,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
98,True,False,1500.0,0.02064126,3.767765105277213e-05,0.0046,0.001712127491976959,0.02329,0.0003223,0.05063,0.11502,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
99,True,False,1500.0,0.01133541,2.681201279010154e-05,0.002848,0.0015341913817808052,0.02423,0.0006062,0.09522,0.21789,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
100,True,False,1500.0,0.01621975,4.23182335203009e-05,0.005496,0.001736476075447535,0.03413,0.0009264,0.14552,0.2145,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
101,True,False,1500.0,0.00799328,2.5199702484701537e-05,0.0030799999999999994,0.001517536075447535,0.02235,0.0003614,0.05677,0.28503,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
102,True,False,1500.0,0.01216959,3.8183650966725765e-05,0.0045225,0.001482755187290612,0.02694,0.0004291,0.0674,0.22566,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
103,True,False,1500.0,0.01670263,3.505622702752972e-05,0.007200000000000001,0.0015366192223757388,0.006368,0.002265,0.35579,0.03886,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
104,True,False,1500.0,0.00743973,2.343768696096897e-05,0.0029723999999999996,0.001527823334218816,0.01477,0.0002841,0.04463,0.20237,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
105,True,False,1500.0,0.01419168,3.479424289544775e-05,0.0042888,0.0015927347048331742,0.03555,0.0005392,0.0847,0.25535,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
106,True,False,1500.0,0.01070628,2.147261976983386e-05,0.004604799999999999,0.0012383732574608643,0.00851,0.001277,0.20059,0.08103,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
107,True,False,1500.0,0.0079596,2.0638069037785957e-05,0.003096,0.00135691148114702,0.01157,0.001344,0.21112,0.14817,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
108,True,False,1500.0,0.01916535,5.9232316384595366e-05,0.00561,0.001868906940996192,0.04904,0.0006949,0.10915,0.26083,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
109,False,False,1500.0,0.00502038,1.4983810937667085e-05,0.0023112000000000002,0.0012541312399183037,,,,,,,,,,,
110,True,False,1500.0,0.00593469,1.7305452125203746e-05,0.002694600000000001,0.001266990351761378,0.01379,0.0005427,0.08525,0.23686,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
111,True,False,1500.0,0.04603571,0.0001105444316699,0.007908000000000002,0.0030264075886229317,0.04284,0.0008117,0.1275,0.09486,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
112,True,False,1500.0,0.02853457,6.305761987392873e-05,0.004956,0.0022480186412506204,0.02547,0.0003553,0.05581,0.09099,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
113,True,False,1500.0,0.0164558,3.2930375687103366e-05,0.0049896,0.0016042609986895834,0.03166,0.0005409,0.08496,0.19612,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
114,True,False,1500.0,0.01542363,2.910749280453407e-05,0.005172,0.001635019991976959,0.023,0.0003311,0.05201,0.15201,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
115,True,False,1500.0,0.00884206,2.257008563656531e-05,0.00409,0.00169632655790497,0.004928,0.0009283,0.14582,0.05681,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
116,True,False,1500.0,0.00524575,1.5182766193622726e-05,0.0018582,0.0012489337399183037,0.008065,0.0001636,0.0257,0.15672,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
117,True,False,1500.0,0.02124909,4.9385660469343824e-05,0.004149,0.0015032742223757389,0.02314,0.000272,0.04273,0.11101,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
118,False,False,1500.0,0.00235286,1.2405864733918029e-05,0.00269625,0.001478400351761378,,,,,,,,,,,
119,True,False,1500.0,0.01357072,4.3642305420254646e-05,0.0034527000000000004,0.0017154313166762537,0.006786,0.0002848,0.04474,0.05097,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
120,True,False,1500.0,0.00811457,2.8002485816729897e-05,0.003352,0.0016542879285193308,0.03178,0.0004926,0.07738,0.39923,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
121,True,False,1500.0,0.01258791,2.531077109506891e-05,0.003388,0.0013781232574608645,0.01619,0.0005272,0.08281,0.13111,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
122,True,False,1500.0,0.02860956,8.525672520655915e-05,0.0080145,0.00206599530790497,0.007152,0.00105,0.16493,0.02548,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
123,True,False,1500.0,0.00859472,2.847739024379107e-05,0.0032735999999999998,0.001573009704833174,0.02755,0.0004784,0.07515,0.32675,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
124,False,False,1500.0,0.00295531,1.9584174092808004e-05,0.004690000000000001,0.001681911678519331,,,,,,,,,,,
125,True,False,1500.0,0.01974787,4.0553331888503465e-05,0.006262500000000001,0.001882110472375739,0.02752,0.0004777,0.07504,0.14206,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
126,False,False,1500.0,0.01796265,3.1407720932234605e-05,0.004605,0.0015477780162321483,,,,,,,,,,,
127,True,False,1500.0,0.00868379,2.617921032181399e-05,0.0028159999999999995,0.001463036963604458,0.02713,0.0004582,0.07197,0.31847,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
128,True,False,1500.0,0.00530466,1.0916167471144874e-05,0.0029075999999999998,0.001457618454833174,0.02058,0.0003158,0.04961,0.39547,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
129,True,False,1500.0,0.01409176,4.299106910045599e-05,0.0043824,0.001813464904264143,0.03974,0.0005561,0.08735,0.28747,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
130,True,False,1500.0,0.03031822,6.944904583397123e-05,0.0076536,0.0018981649460618956,0.04276,0.0008766,0.1377,0.14377,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
131,True,False,1500.0,0.01618062,5.189908819280403e-05,0.0041388,0.0018306403675320913,0.04156,0.0005013,0.07874,0.26183,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
132,True,False,1500.0,0.02857338,6.721724639748612e-05,0.006018,0.0018371899460618956,0.006976,0.0003815,0.05993,0.02489,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
133,False,False,1500.0,0.01331297,4.187144537180716e-05,0.0052899999999999996,0.00165387655790497,,,,,,,,,,,
134,True,False,1500.0,0.01448295,2.631029548811513e-05,0.003943749999999999,0.0013898771280752252,0.02924,0.0004771,0.07494,0.2058,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
135,True,False,1500.0,0.02048112,3.501991792606847e-05,0.0042388,0.0013181546280752253,0.02586,0.0003509,0.05512,0.12871,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
136,True,False,1500.0,0.00736439,2.4044607556932863e-05,0.002878,0.0014694760754475349,0.04358,0.0009887,0.1553,0.60323,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
137,True,False,1500.0,0.01500264,4.9041189506762686e-05,0.004568,0.0018049629285193309,0.01029,0.0006496,0.10204,0.06992,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
138,True,False,1500.0,0.01025201,2.585103190476034e-05,0.0032598,0.0013921801105326618,0.04165,0.0007363,0.11566,0.41413,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
139,True,False,1500.0,0.01137044,2.2993598720019785e-05,0.0044352,0.0014350982574608644,0.01567,0.0002517,0.03954,0.14048,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
140,True,False,1500.0,0.01743113,3.727750613461708e-05,0.0047020000000000005,0.0015002801105326617,0.03844,0.0005789,0.09093,0.2248,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
141,True,False,1500.0,0.02060891,5.36058021620033e-05,0.0037399500000000006,0.0021191838824793398,0.0274,0.0003261,0.05122,0.13553,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
142,True,False,1500.0,0.03678015,0.000101806227452,0.006995999999999999,0.0024819290661395937,0.04068,0.0006218,0.09767,0.11275,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
143,True,False,1500.0,0.00793354,3.122915463325336e-05,0.002418,0.0015541966785193309,0.007055,0.0002264,0.03556,0.09065,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
144,True,False,1500.0,0.00999549,2.572562585432878e-05,0.0026265000000000004,0.0014940117223757388,0.01373,0.0003004,0.04719,0.14002,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
145,True,False,1500.0,0.02800138,7.354703998530464e-05,0.006549600000000001,0.0018574528675320912,0.06007,0.0009288,0.1459,0.21868,0.0,0.29570568,0.0,0.0,0.0,0.0,1500.0
