config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,blade_planform_m2,frontal_area_drag_m2,T_static_N,Q_static_Nm,Pshaft_static_W,T_over_W,h_max_m,flight_time_s,hover_time_s,v_max_m_s,v_impact_m_s,rpm_at_impact
20,True,True,6500.0,0.02161687,4.040390597095138e-05,0.0072510000000000005,0.0014838678517613778,0.2871,0.005722,3.89484,1.35385,0.34065063,1.30667719,0.3009651,0.50470418,-2.56502615,5028.95824229
21,True,True,6500.0,0.03206191,9.198284660186628e-05,0.008628,0.002198870428519331,0.6253,0.009294,6.32623,1.98806,3.88983794,4.12630099,0.60357825,2.04664872,-8.00675357,3965.71600111
22,True,True,6500.0,0.00694293,1.8578505082591417e-05,0.0025573500000000003,0.0013936541017613778,0.5267,0.005137,3.49664,7.73306,16.05358336,7.95020404,2.61406376,6.06407436,-8.46126095,1536.51084467
23,True,True,6500.0,0.02505909,6.863134624901174e-05,0.005998,0.001860638334218816,0.7171,0.02056,13.99475,2.91706,2.56587358,2.28569311,0.42098811,2.78284677,-6.66330096,2683.33574213
24,True,True,6500.0,0.01599245,3.7179006059370905e-05,0.004847499999999999,0.001517450954833174,0.4192,0.005905,4.01941,2.672,2.43704941,2.75635586,0.4047968,2.17026537,-6.40961796,3313.98577289
25,True,True,6500.0,0.01419958,3.348953584960668e-05,0.004931400000000001,0.0017028487399183036,0.2125,0.004075,2.77376,1.52551,0.75370148,1.84376428,0.37694512,0.82743344,-3.73128486,4685.36848731
26,True,True,6500.0,0.01990822,3.233937523562633e-05,0.0053125,0.0014966256368465062,0.4187,0.003961,2.69617,2.14389,4.89175338,4.31865536,0.76372368,2.51335969,-8.69962937,3672.86279577
27,True,False,6500.0,0.02144935,6.372589354133613e-05,0.0068249999999999995,0.0019540586960618955,0.2014,0.004262,2.90105,0.95714,0.0,0.0,0.0,0.0,0.0,6500.0
28,False,False,6500.0,0.00813815,1.740171779420615e-05,0.003443999999999999,0.001357338016232148,,,,,,,,,,
29,True,True,6500.0,0.0287498,8.354777683111611e-05,0.007959,0.002068655187290612,1.395,0.01727,11.75532,4.94619,17.28876044,7.52985278,1.05873621,6.04465477,-12.82583065,2044.33496964
30,True,True,6500.0,0.00988575,3.1192938632052267e-05,0.0046932,0.0016019938166762539,0.8928,0.009941,6.76662,9.2061,7.43304486,4.70199645,0.24108652,5.79316439,-8.49260759,1597.19660746
31,True,True,6500.0,0.02761259,7.216580452561445e-05,0.008128800000000002,0.0020424647048331744,0.507,0.006463,4.39922,1.87168,3.52575838,4.16505471,0.59307797,1.8085155,-7.6373186,4175.03738912
32,True,True,6500.0,0.02224256,4.86662747591102e-05,0.006716000000000001,0.001526786963604458,0.6883,0.01301,8.85563,3.15445,2.54648421,2.40495793,0.35011003,2.69973038,-6.67187109,2779.94180839
33,True,False,6500.0,0.01042415,3.3238165147182614e-05,0.0040944,0.0018839374460618958,0.01396,0.005171,3.51979,0.13651,0.0,0.0,0.0,0.0,0.0,6500.0
34,False,False,6500.0,0.00515541,1.7736506329730948e-05,0.0019755,0.0012707854723757388,,,,,,,,,,
35,True,True,6500.0,0.04221502,0.000133799759454,0.010344000000000002,0.0028192456779826715,0.7662,0.01106,7.5283,1.85015,3.26798006,3.77600363,0.6867379,1.89481195,-7.45318774,4220.98361711
36,True,True,6500.0,0.00890209,2.77823968017186e-05,0.0028403999999999994,0.001468253334218816,0.3295,0.002902,1.97533,3.77307,9.28908235,7.48887179,1.38538244,3.17015355,-8.77942799,2807.79908824
37,True,True,6500.0,0.01607505,3.586433728569302e-05,0.0033324,0.0014672287399183038,0.2507,0.002145,1.46006,1.58977,3.42552637,4.43623878,0.77035782,1.58139893,-7.40586262,4661.06610539
38,True,True,6500.0,0.01097769,2.9727633637440265e-05,0.0037752,0.0015004724460618956,0.3447,0.004181,2.84592,3.20082,5.5953359,5.10427711,0.53863022,2.66771419,-8.27745967,3017.67651793
39,True,True,6500.0,0.0058257,1.6038450684726285e-05,0.0018945,0.0013202661193039427,0.2038,0.001799,1.22454,3.56605,9.1271584,7.00273281,2.00630818,3.32147408,-7.76469403,2783.56032068
40,True,True,6500.0,0.02146992,6.097347745005274e-05,0.0061704,0.00200904155790497,0.242,0.004001,2.72339,1.14899,0.14900738,1.19983358,0.36091312,0.22298991,-1.7018179,5809.42955424
41,True,True,6500.0,0.00647946,1.670858635733682e-05,0.00323875,0.0013089161193039428,0.1894,0.002731,1.85893,2.9797,2.29160421,2.95501791,0.30362793,1.97512467,-5.78364013,3219.1009987
42,True,True,6500.0,0.01465084,3.936965518086658e-05,0.0047504,0.0015000119636044578,0.4762,0.005531,3.76483,3.31328,3.4746772,3.40396055,0.36589333,2.75085985,-7.35926364,3053.23469252
43,True,True,6500.0,0.01051616,2.406965152691511e-05,0.004314000000000001,0.0014835622486895834,0.2907,0.003324,2.26258,2.81786,2.64873459,3.05993743,0.37179479,2.21774195,-6.38983554,3336.19845541
44,True,True,6500.0,0.01097911,2.2304098193296585e-05,0.0035700000000000003,0.0013898771280752252,0.4116,0.00415,2.82482,3.82155,9.9680207,6.1633482,1.14242149,3.99690063,-9.69603951,2448.58950976
45,True,True,6500.0,0.0117219,2.2215280545106745e-05,0.004680000000000001,0.0013818184986895835,0.1893,0.004581,3.11819,1.6462,0.50226574,1.35313873,0.30530129,0.77574839,-3.07759398,4340.10535751
46,True,True,6500.0,0.00695173,2.580578517832401e-05,0.0021922499999999998,0.0015121960754475349,0.492,0.005189,3.53204,7.21445,17.66903921,9.09378611,3.53907664,5.87893144,-8.15830418,1541.89542324
47,True,True,6500.0,0.01655154,4.026937609502443e-05,0.004243200000000001,0.001508471601761378,0.7145,0.007425,5.05404,4.40043,9.7162506,5.58958446,0.45297664,4.91281459,-10.55063976,2391.81813599
48,True,True,6500.0,0.01353067,4.7200318062677096e-05,0.0035606,0.002052058794067988,0.629,0.008979,6.11181,4.73873,16.39748429,7.93665571,2.50455673,5.48406153,-9.62502483,1980.67330648
49,True,True,6500.0,0.0210868,6.107840144324974e-05,0.006360000000000001,0.001730342928519331,1.889,0.02433,16.56091,9.13171,12.78164395,5.6417727,0.35274805,7.6610565,-11.58713885,1421.65166839
50,True,True,6500.0,0.0165728,4.7833027430704485e-05,0.005062499999999999,0.001838947084218816,0.3733,0.003526,2.40007,2.29611,7.29971267,6.51698239,0.89291156,2.48985738,-9.33625836,3711.96222947
51,False,False,6500.0,0.0075733,2.668688604045045e-05,0.0032424999999999997,0.001600973575447535,,,,,,,,,,
52,True,True,6500.0,0.02126063,3.7624211503441975e-05,0.006360000000000001,0.0015477780162321483,0.2452,0.004867,3.31286,1.17564,0.09736268,0.83030414,0.27616998,0.21468196,-1.37881037,5582.60425838
53,False,False,6500.0,0.01621796,4.467376320253474e-05,0.0055320000000000005,0.001582497687290612,,,,,,,,,,
54,True,True,6500.0,0.00747894,2.3486564597551432e-05,0.00339,0.001479191722375739,0.623,0.00627,4.26785,8.49139,5.07820262,3.7831728,0.20205993,5.09798883,-7.38905756,1787.31173653
55,True,False,6500.0,0.03253022,7.555716770235577e-05,0.005844,0.0018645233342188161,0.07525,0.002933,1.99643,0.2358,0.0,0.0,0.0,0.0,0.0,6500.0
56,True,True,6500.0,0.02375774,6.163299969300536e-05,0.004041299999999999,0.001652895954833174,0.8343,0.008677,5.90625,3.57971,17.72413654,8.21701028,1.57015888,5.22819807,-13.02127105,2528.89974683
57,True,True,6500.0,0.0294238,9.156296442855792e-05,0.00742225,0.0023008027339042093,1.574,0.03595,24.47039,5.45302,3.44471818,2.29687425,0.27147832,4.58722428,-7.52850477,1894.00728112
58,True,True,6500.0,0.00503944,1.2557338857193568e-05,0.00242,0.0011995005162321482,0.2521,0.002078,1.41445,5.09943,11.31767501,8.17115376,2.88858936,3.69671665,-7.71684433,2218.65067249
59,True,True,6500.0,0.00852949,2.989912431664957e-05,0.0029487999999999997,0.0016413924460618957,0.3358,0.00324,2.2054,4.01318,14.56131807,9.23062799,3.72790688,4.00326056,-8.59818038,2517.71288499
60,True,True,6500.0,0.03700941,8.129130582568939e-05,0.009018,0.002036794222375739,0.9873,0.01236,8.41319,2.71937,7.4966522,4.97757455,0.74548468,3.56987764,-10.62213133,3103.18060985
61,True,True,6500.0,0.01187038,4.258049695316335e-05,0.0031619999999999994,0.0017747780073359364,1.138,0.01327,9.0326,9.77257,11.14386227,5.78623157,0.33808246,7.11557201,-9.33116999,1474.50440448
62,True,True,6500.0,0.00799008,2.135028602798748e-05,0.0028070000000000005,0.001366012851761378,0.4521,0.00424,2.88608,5.76786,12.42269746,7.59121161,2.05591001,4.53723088,-8.96089207,1980.38713404
63,True,True,6500.0,0.01061372,2.4181558039623904e-05,0.0036300000000000004,0.0014368873693039429,0.458,0.004629,3.15086,4.39875,11.32356109,6.66275968,1.27092577,4.36220934,-9.69129473,2289.21211358
64,True,True,6500.0,0.00694602,1.646214996870108e-05,0.0030239999999999998,0.0011978434986895834,0.1584,0.007505,5.10849,2.32461,0.49731546,1.09914787,0.18686701,1.04525193,-3.03556141,3292.03099399
65,True,True,6500.0,0.01810191,4.028976505199883e-05,0.003582,0.0017196398391595901,0.3598,0.003246,2.20948,2.02613,6.29218042,5.70677662,0.80815652,2.40136056,-9.20742098,3967.45085832
66,True,True,6500.0,0.00954974,2.688453789276389e-05,0.00369125,0.001625719101761378,0.2677,0.003192,2.17273,2.85751,2.69448301,3.06499554,0.36665913,2.27801448,-6.27948208,3307.11517998
67,True,True,6500.0,0.00674426,1.912286230372976e-05,0.002678,0.0014984137399183036,0.5144,0.006301,4.28895,7.77495,12.40094111,6.43914286,1.9417168,5.86929513,-7.99592823,1344.98539347
68,True,True,6500.0,0.0363392,9.511818406317566e-05,0.006241600000000002,0.00244967439166235,0.7332,0.007269,4.94785,2.05673,9.23932773,6.60437419,1.02252613,3.04618357,-11.07602833,3866.202072
69,True,True,6500.0,0.02923717,7.148710362906947e-05,0.00652375,0.0020441330929900996,0.6238,0.007666,5.21808,2.17491,6.5280184,5.16285737,0.75327481,2.79761384,-9.78089161,3657.50639745
70,True,True,6500.0,0.00843593,2.383522507183963e-05,0.004110599999999999,0.0015095030929900997,0.7471,0.007886,5.36783,9.02769,9.45850937,5.58444982,0.40882921,5.82924143,-8.54712448,1508.97750943
71,True,True,6500.0,0.01355884,3.754619348543036e-05,0.004736,0.001762661963604458,0.2851,0.003195,2.17477,2.14341,4.28391957,5.04316825,0.64316133,1.87003419,-7.68891085,3914.9510019
72,True,True,6500.0,0.01072436,2.972428202807461e-05,0.003961,0.0016770720842188159,0.3111,0.003117,2.12167,2.95706,5.9348235,5.69903114,0.5781526,2.53470097,-8.15159203,3214.06030784
73,True,True,6500.0,0.01481736,3.519587741776532e-05,0.0041129999999999995,0.001715742308316703,0.3568,0.003516,2.39327,2.45462,6.9664486,5.88257005,0.83164363,2.69129014,-9.1290469,3514.26432142
74,True,True,6500.0,0.0081043,2.06175869805514e-05,0.00262,0.0014510587399183036,0.1846,0.002626,1.78746,2.32192,3.89153606,4.12840576,0.64828198,2.10857422,-7.03701382,3522.91069165
75,True,False,6500.0,0.01726015,3.947141376521825e-05,0.006025999999999999,0.0015745994636044579,0.05439,0.007234,4.92403,0.32122,0.0,0.0,0.0,0.0,0.0,6500.0
76,False,False,6500.0,0.0118715,3.40677815654422e-05,0.0053714999999999995,0.001646363575447535,,,,,,,,,,
77,False,False,6500.0,0.01820595,5.343272877837132e-05,0.006312,0.001715116075447535,,,,,,,,,,
78,True,True,6500.0,0.01027416,3.286250559744887e-05,0.004038,0.0018168649460618956,0.577,0.006269,4.26717,5.7248,6.91783147,4.53631119,0.42530026,4.56942513,-8.1547216,2001.44228347
79,True,True,6500.0,0.0165926,5.286016217840539e-05,0.00683,0.0017016429285193308,0.3925,0.0694,47.23908,2.41133,0.1772653,0.57695679,0.11637222,0.71144815,-1.85356181,2686.82809033
80,True,True,6500.0,0.032626,9.88006717534281e-05,0.006579999999999999,0.0023952607602180554,1.409,0.02022,13.76332,4.40228,7.90594027,3.93498115,0.53727829,5.89427589,-10.37329717,2268.00383807
81,True,True,6500.0,0.00544653,1.2999751293459928e-05,0.00216,0.001315420516232148,0.1491,0.001684,1.14626,2.79054,4.91046509,4.8751582,0.87654923,2.36947713,-6.93483592,3216.99880831
82,True,True,6500.0,0.00627567,2.1120607686180003e-05,0.0026963999999999994,0.001411273334218816,0.2982,0.01385,9.4274,4.84371,0.94337103,1.22430892,0.15709512,2.25247037,-4.01229916,1940.46131348
83,True,True,6500.0,0.016617,3.61941915074295e-05,0.0050880000000000005,0.001448934222375739,0.7796,0.0125,8.50848,4.78245,3.00019476,2.27766779,0.28989061,3.87834007,-7.04328768,2129.29399364
84,True,True,6500.0,0.00812038,2.931128927401788e-05,0.0032045999999999997,0.001586868816676254,0.9823,0.01157,7.87545,12.33101,22.15975181,9.25017465,3.4332736,7.94518738,-8.61918569,844.17401117
85,True,True,6500.0,0.01490601,5.0221049103733137e-05,0.005960000000000001,0.0018815045808000398,1.379,0.01618,11.01338,9.43048,14.23915507,6.96682308,0.52016418,6.90382442,-10.25255448,1468.1091156
86,True,True,6500.0,0.02103406,4.658334263861624e-05,0.005449200000000001,0.001612657851761378,0.3222,0.002928,1.99303,1.56147,2.34918956,3.87451225,0.63495446,1.24142246,-6.39724145,4782.22009595
87,True,True,6500.0,0.03974328,0.000130122019877,0.007461250000000001,0.0031031647596813958,1.17,0.01367,9.30487,3.00091,15.62162654,8.20883922,1.33957049,4.57107913,-12.26522001,2988.16826316
88,True,True,6500.0,0.0083837,2.115756848946236e-05,0.003032,0.0013288559986895834,0.4258,0.006694,4.55646,5.17727,3.63310315,2.57685159,0.26137869,4.23131981,-7.04140765,1946.80544327
89,True,True,6500.0,0.01056676,3.492104544978167e-05,0.0037244,0.0015831951872906118,1.085,0.01226,8.34512,10.46692,12.45529973,6.22950542,0.63826774,7.08151544,-9.45087789,1344.52064655
90,True,True,6500.0,0.00546827,1.3584141626465808e-05,0.002032,0.0012781605162321481,0.2308,0.002251,1.53221,4.30246,9.94496752,6.92998697,2.1284632,3.68007609,-7.71852047,2365.26217516
91,False,False,6500.0,0.0062375,2.1709653032193735e-05,0.0027387999999999996,0.001468253334218816,,,,,,,,,,
92,True,True,6500.0,0.01384928,3.634603803174567e-05,0.0043479999999999994,0.001587474704833174,0.615,0.006513,4.43326,4.52667,10.08577616,5.73932274,0.68204389,4.73675076,-10.0137335,2295.40836345
93,True,True,6500.0,0.01295606,3.378028796207719e-05,0.004200000000000001,0.001499569222375739,0.6056,0.01197,8.14772,4.76479,2.43914954,2.03090207,0.24379867,3.53482102,-6.30921112,2106.66920631
94,True,True,6500.0,0.01282235,2.424263181028693e-05,0.003969,0.001537506886846506,0.2426,0.003434,2.33745,1.92865,2.80507107,3.23400003,0.5878312,1.87085195,-6.65227276,3871.90191514
95,True,True,6500.0,0.01033754,2.782280231462677e-05,0.0036570000000000005,0.0018195948083167032,0.546,0.006398,4.35498,5.38402,14.4816773,7.5106806,2.33425312,5.15324955,-8.94731087,1823.78086241
96,True,True,6500.0,0.00499407,1.9758364679561867e-05,0.002166,0.0013839424460618957,0.6251,0.005579,3.7975,12.75927,6.9400846,4.84328045,0.20694957,6.40541011,-6.97182842,1423.80681122
97,True,True,6500.0,0.01267547,3.65053325768744e-05,0.0036672000000000002,0.0018432705628457472,0.8511,0.0102,6.94292,6.84459,3.03199333,2.47040439,0.17493148,4.6437274,-6.69716817,1998.62218015
98,True,True,6500.0,0.02064126,3.767765105277213e-05,0.0046,0.001712127491976959,0.4476,0.004125,2.8078,2.21047,7.35171301,5.36413356,0.8917617,3.05805401,-9.9175205,3572.50150967
99,True,True,6500.0,0.01133541,2.681201279010154e-05,0.002848,0.0015341913817808052,0.48,0.005369,3.65456,4.31653,14.86707919,6.98565386,1.8566043,5.50001983,-10.021552,1982.60922181
100,True,True,6500.0,0.01621975,4.23182335203009e-05,0.005496,0.001736476075447535,0.6678,0.008568,5.83205,4.19694,3.85968435,2.94723201,0.33200586,3.74969989,-7.62024279,2463.95626365
101,True,True,6500.0,0.00799328,2.5199702484701537e-05,0.0030799999999999994,0.001517536075447535,0.4313,0.003926,2.67234,5.50029,8.52677614,6.15915801,0.65894974,4.1138433,-8.248371,2206.56105886
102,True,True,6500.0,0.01216959,3.8183650966725765e-05,0.0045225,0.001482755187290612,0.5109,0.006384,4.34545,4.27948,8.71687088,6.50267573,0.64774262,3.41048921,-9.53609275,2530.97191453
103,True,False,6500.0,0.01670263,3.505622702752972e-05,0.007200000000000001,0.0015366192223757388,0.1547,0.01761,11.98675,0.94414,0.0,0.0,0.0,0.0,0.0,6500.0
104,True,True,6500.0,0.00743973,2.343768696096897e-05,0.0029723999999999996,0.001527823334218816,0.2836,0.003058,2.08151,3.8858,7.4594241,6.48008275,1.21860934,2.89175534,-7.86781445,2701.43371946
105,True,True,6500.0,0.01419168,3.479424289544775e-05,0.0042888,0.0015927347048331742,0.6805,0.006817,4.64018,4.88793,14.26376984,7.43850099,1.60458964,4.95851171,-10.71124535,2099.91341121
106,True,True,6500.0,0.01070628,2.147261976983386e-05,0.004604799999999999,0.0012383732574608643,0.1899,0.01176,8.00478,1.80808,0.22335062,0.76969912,0.17209722,0.61806395,-2.07526718,3712.73276864
107,True,True,6500.0,0.0079596,2.0638069037785957e-05,0.003096,0.00135691148114702,0.2424,0.01245,8.47445,3.10436,0.69889775,1.13250804,0.19009033,1.56582981,-3.55923923,2512.09250587
108,True,True,6500.0,0.01916535,5.9232316384595366e-05,0.00561,0.001868906940996192,0.9352,0.01038,7.06544,4.97415,18.21191745,8.68922861,2.0608064,5.47794262,-11.64791703,2133.19195876
109,False,False,6500.0,0.00502038,1.4983810937667085e-05,0.0023112000000000002,0.0012541312399183037,,,,,,,,,,
110,True,True,6500.0,0.00593469,1.7305452125203746e-05,0.002694600000000001,0.001266990351761378,0.2668,0.006213,4.22905,4.58267,1.50015446,1.81657579,0.1932575,2.40638243,-4.88931714,2374.09238054
111,True,True,6500.0,0.04603571,0.0001105444316699,0.007908000000000002,0.0030264075886229317,0.8285,0.01134,7.71889,1.83455,5.84924877,4.55897281,0.88742414,2.73470522,-9.46388559,3924.98068336
112,True,True,6500.0,0.02853457,6.305761987392873e-05,0.004956,0.0022480186412506204,0.4879,0.004935,3.35915,1.74297,5.0868072,4.74197749,0.93081361,2.25979204,-8.78158975,4258.32743023
113,True,True,6500.0,0.0164558,3.2930375687103366e-05,0.0049896,0.0016042609986895834,0.6164,0.006342,4.31686,3.81834,8.17609091,4.81235462,0.59424982,4.54150102,-9.91624175,2481.12369801
114,True,True,6500.0,0.01542363,2.910749280453407e-05,0.005172,0.001635019991976959,0.4413,0.004459,3.03515,2.91661,6.58243146,4.95306621,0.68488235,3.25130981,-9.14946688,3046.61340796
115,True,True,6500.0,0.00884206,2.257008563656531e-05,0.00409,0.00169632655790497,0.1011,0.006275,4.27126,1.16554,0.01942511,0.37138925,0.11869572,0.0946463,-0.61657448,5596.65823517
116,True,True,6500.0,0.00524575,1.5182766193622726e-05,0.0018582,0.0012489337399183037,0.155,0.001589,1.0816,3.012,4.90168993,5.2403242,0.74625923,2.29258611,-6.9617003,3223.83206688
117,True,True,6500.0,0.02124909,4.9385660469343824e-05,0.004149,0.0015032742223757389,0.4411,0.003433,2.33677,2.11606,7.80266014,6.73768283,0.89731665,2.54664425,-10.39191339,3926.33192662
118,False,False,6500.0,0.00235286,1.2405864733918029e-05,0.00269625,0.001478400351761378,,,,,,,,,,
119,True,False,6500.0,0.01357072,4.3642305420254646e-05,0.0034527000000000004,0.0017154313166762537,0.1315,0.00202,1.37497,0.98777,0.0,0.0,0.0,0.0,0.0,6500.0
120,True,True,6500.0,0.00811457,2.8002485816729897e-05,0.003352,0.0016542879285193308,0.6093,0.006111,4.15963,7.65414,16.47117593,9.01557118,3.28106108,5.22150096,-8.40516075,1606.45547713
121,True,True,6500.0,0.01258791,2.531077109506891e-05,0.003388,0.0013781232574608645,0.3168,0.004999,3.40271,2.56544,2.11289359,2.25357042,0.37792235,2.35098748,-5.96798272,3184.99006255
122,True,False,6500.0,0.02860956,8.525672520655915e-05,0.0080145,0.00206599530790497,0.1471,0.008628,5.87289,0.52412,0.0,0.0,0.0,0.0,0.0,6500.0
123,True,True,6500.0,0.00859472,2.847739024379107e-05,0.0032735999999999998,0.001573009704833174,0.5318,0.005762,3.92207,6.30736,14.70069724,8.08002278,2.52300679,5.052572,-8.79979466,1819.66904428
124,False,False,6500.0,0.00295531,1.9584174092808004e-05,0.004690000000000001,0.001681911678519331,,,,,,,,,,
125,True,True,6500.0,0.01974787,4.0553331888503465e-05,0.006262500000000001,0.001882110472375739,0.5301,0.005341,3.6355,2.73633,5.43279984,4.52439762,0.61296921,2.89359845,-8.75981583,3241.63221558
126,False,False,6500.0,0.01796265,3.1407720932234605e-05,0.004605,0.0015477780162321483,,,,,,,,,,
127,True,True,6500.0,0.00868379,2.617921032181399e-05,0.0028159999999999995,0.001463036963604458,0.5204,0.005579,3.7975,6.10884,14.70400673,7.86761353,2.37717163,5.14828974,-9.12984624,1821.18791342
128,True,True,6500.0,0.00530466,1.0916167471144874e-05,0.0029075999999999998,0.001457618454833174,0.3931,0.003834,2.60972,7.55399,5.30223645,4.07408399,0.39316929,4.05249961,-6.74900062,1701.06165058
129,True,True,6500.0,0.01409176,4.299106910045599e-05,0.0043824,0.001813464904264143,0.7555,0.008125,5.53051,5.46513,12.59025187,7.3435514,1.293346,4.74059855,-10.01972445,2110.5497988
130,True,True,6500.0,0.03031822,6.944904583397123e-05,0.0076536,0.0018981649460618956,0.8258,0.01005,6.84082,2.77653,7.7725753,5.21334736,0.66866184,3.48379586,-10.57581549,3060.10846223
131,True,True,6500.0,0.01618062,5.189908819280403e-05,0.0041388,0.0018306403675320913,0.7898,0.007367,5.01456,4.97569,15.04224947,8.40007309,1.32587815,5.04320594,-10.75663672,2292.96273305
132,True,False,6500.0,0.02857338,6.721724639748612e-05,0.006018,0.0018371899460618956,0.1365,0.002812,1.91407,0.48697,0.0,0.0,0.0,0.0,0.0,6500.0
133,False,False,6500.0,0.01331297,4.187144537180716e-05,0.0052899999999999996,0.00165387655790497,,,,,,,,,,
134,True,True,6500.0,0.01448295,2.631029548811513e-05,0.003943749999999999,0.0013898771280752252,0.5657,0.005747,3.91186,3.98162,9.26122221,5.32861624,0.60235909,4.54220533,-10.29152897,2332.9882006
135,True,True,6500.0,0.02048112,3.501991792606847e-05,0.0042388,0.0013181546280752253,0.4978,0.004467,3.04059,2.47761,7.55733055,5.28646415,0.72459806,3.28196813,-10.42909904,3319.51709954
136,True,True,6500.0,0.00736439,2.4044607556932863e-05,0.002878,0.0014694760754475349,0.8578,0.01153,7.84822,11.87354,10.04094558,4.87093016,0.32787337,8.32089814,-8.25016476,969.2613075
137,True,True,6500.0,0.01500264,4.9041189506762686e-05,0.004568,0.0018049629285193309,0.2022,0.004591,3.12499,1.37387,0.48932421,1.71669087,0.36264448,0.55776572,-3.03802449,5133.19647476
138,True,True,6500.0,0.01025201,2.585103190476034e-05,0.0032598,0.0013921801105326618,0.8042,0.0103,7.01099,7.99624,16.16191273,6.68349274,1.66059244,7.35502781,-10.08222815,1307.93370514
139,True,True,6500.0,0.01137044,2.2993598720019785e-05,0.0044352,0.0014350982574608644,0.301,0.003011,2.04952,2.69849,3.81354258,3.99861732,0.48483428,2.33383813,-7.41974209,3375.71275335
