config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,blade_planform_m2,frontal_area_drag_m2,T_static_N,Q_static_Nm,Pshaft_static_W,T_over_W,h_max_m,flight_time_s,hover_time_s,v_max_m_s,v_impact_m_s,rpm_at_impact
0,True,False,3000.0,0.01798288,3.502987965390527e-05,0.0073776,0.0014516362399183036,0.1372,0.00174,0.54664,0.77772,0.0,0.0,0.0,0.0,0.0,3000.0
1,False,False,3000.0,0.0128866,3.2296735316474394e-05,0.0031439999999999997,0.0017245790544861952,,,,,,,,,,
2,True,True,3000.0,0.02755279,7.738984632354754e-05,0.00663,0.0020104767573359363,0.2994,0.0077,2.41903,1.10769,0.01464936,0.36342398,0.13377797,0.07104272,-0.53592314,2679.63683473
3,True,True,3000.0,0.02089646,4.703245829361392e-05,0.007263000000000001,0.0018488860069242059,0.2188,0.002804,0.8809,1.06735,0.01105707,0.38634765,0.13629812,0.04816546,-0.46561369,2794.00946119
4,True,False,3000.0,0.01444709,3.1382397661471886e-05,0.004519800000000001,0.0016336426105326618,0.03269,0.0008787,0.27605,0.23066,0.0,0.0,0.0,0.0,0.0,3000.0
5,True,False,3000.0,0.02032174,4.407699053492797e-05,0.0053700000000000015,0.0017478042223757389,0.1232,0.002475,0.77754,0.61799,0.0,0.0,0.0,0.0,0.0,3000.0
6,True,False,3000.0,0.01812953,4.125009423551893e-05,0.0057575,0.001534223575447535,0.09988,0.00384,1.20637,0.56159,0.0,0.0,0.0,0.0,0.0,3000.0
7,True,False,3000.0,0.01567029,4.301508896757651e-05,0.005023999999999999,0.001626243334218816,0.09981,0.00144,0.45239,0.64927,0.0,0.0,0.0,0.0,0.0,3000.0
8,True,True,3000.0,0.02016483,6.548567465882491e-05,0.006447500000000002,0.0019818164372906117,0.2004,0.008335,2.61852,1.01306,2.398e-05,0.03601891,0.0073921,0.00106362,-0.02168861,2956.69231835
9,True,False,3000.0,0.01984485,5.945212609882618e-05,0.0060085,0.001863241437290612,0.05301,0.003096,0.97264,0.2723,0.0,0.0,0.0,0.0,0.0,3000.0
10,True,False,3000.0,0.02738333,5.01744989736546e-05,0.007048800000000001,0.0015641209986895833,0.2045,0.004353,1.36754,0.76127,0.0,0.0,0.0,0.0,0.0,3000.0
11,True,False,3000.0,0.03222607,8.411298851052964e-05,0.0088584,0.001928457687290612,0.2115,0.002932,0.92111,0.66901,0.0,0.0,0.0,0.0,0.0,3000.0
12,True,False,3000.0,0.00976235,3.3988460143788375e-05,0.0041155,0.0017016328079049702,0.05888,0.003823,1.20103,0.61481,0.0,0.0,0.0,0.0,0.0,3000.0
13,True,True,3000.0,0.02179028,5.174919677395116e-05,0.006902400000000001,0.0016969474460618956,0.2995,0.004669,1.46681,1.40109,0.41718868,1.31181638,0.32394793,0.62451812,-2.82994756,2171.90110376
14,True,False,3000.0,0.02041978,4.700266621036365e-05,0.0057728,0.0015452705929900998,0.03469,0.006297,1.97826,0.17317,0.0,0.0,0.0,0.0,0.0,3000.0
15,True,False,3000.0,0.00615075,1.457128368491114e-05,0.002695,0.001316196766232148,0.03444,0.0004791,0.15051,0.57078,0.0,0.0,0.0,0.0,0.0,3000.0
16,True,False,3000.0,0.01981354,6.157760503821192e-05,0.0050634,0.0016683803079049699,0.1279,0.001427,0.44831,0.65802,0.0,0.0,0.0,0.0,0.0,3000.0
17,True,False,3000.0,0.02045504,4.1849380610149936e-05,0.006112799999999999,0.0017582584185128554,0.1331,0.003975,1.24878,0.6633,0.0,0.0,0.0,0.0,0.0,3000.0
18,True,False,3000.0,0.00861037,1.665607781060824e-05,0.004054800000000001,0.0013286168868465063,0.04407,0.00112,0.35186,0.52174,0.0,0.0,0.0,0.0,0.0,3000.0
19,True,True,3000.0,0.01156699,3.9673999931320014e-05,0.004085999999999999,0.00178830155790497,0.1349,0.001952,0.61324,1.18884,0.15655972,1.07096621,0.3538854,0.2671073,-1.73842506,2562.69198176
20,True,False,3000.0,0.02161687,4.040390597095138e-05,0.0072510000000000005,0.0014838678517613778,0.06016,0.001636,0.51396,0.28369,0.0,0.0,0.0,0.0,0.0,3000.0
21,True,False,3000.0,0.03206191,9.198284660186628e-05,0.008628,0.002198870428519331,0.1312,0.002644,0.83064,0.41713,0.0,0.0,0.0,0.0,0.0,3000.0
22,True,True,3000.0,0.00694293,1.8578505082591417e-05,0.0025573500000000003,0.0013936541017613778,0.1113,0.001234,0.38767,1.63412,1.2323767,2.28909872,0.44800791,1.11832026,-4.53458547,2019.91767833
