config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,blade_planform_m2,frontal_area_drag_m2,T_static_N,Q_static_Nm,Pshaft_static_W,T_over_W,h_max_aero_m,h_max_m,flight_time_s,hover_time_s,v_max_m_s,v_impact_m_s,rpm_at_impact
50,True,True,4500.0,0.0165728,4.7833027430704485e-05,0.005062499999999999,0.001838947084218816,0.1778,0.002013,0.9486,1.09362,0.07006579,0.3056193,0.92588708,0.3131378,0.13123728,-1.16939886,4150.85042375
51,False,False,4500.0,0.0075733,2.668688604045045e-05,0.0032424999999999997,0.001600973575447535,,,,,,,,,,,
52,True,False,4500.0,0.02126063,3.7624211503441975e-05,0.006360000000000001,0.0015477780162321483,0.1164,0.002675,1.26056,0.55809,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
53,False,False,4500.0,0.01621796,4.467376320253474e-05,0.0055320000000000005,0.001582497687290612,,,,,,,,,,,
54,True,True,4500.0,0.00747894,2.3486564597551432e-05,0.00339,0.001479191722375739,0.2975,0.003157,1.4877,4.05488,3.31382575,0.76457908,3.23498676,0.28835024,3.04951319,-6.5710908,1849.83072274
55,True,False,4500.0,0.03253022,7.555716770235577e-05,0.005844,0.0018645233342188161,0.03574,0.00167,0.78697,0.11199,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
56,True,True,4500.0,0.02375774,6.163299969300536e-05,0.004041299999999999,0.001652895954833174,0.3977,0.004489,2.11539,1.7064,3.15031365,0.74144375,3.57786981,0.79682768,1.82978278,-7.31558256,2925.14772497
57,True,True,4500.0,0.0294238,9.156296442855792e-05,0.00742225,0.0023008027339042093,0.7479,0.0188,8.85929,2.59105,1.6049731,0.52279342,1.81940388,0.2882962,2.15384292,-5.38244966,2066.26295167
58,True,True,4500.0,0.00503944,1.2557338857193568e-05,0.00242,0.0011995005162321482,0.1205,0.001064,0.5014,2.43745,4.126964,0.87963006,4.86130826,0.70215328,1.91592324,-6.700042,2463.79539261
59,True,True,4500.0,0.00852949,2.989912431664957e-05,0.0029487999999999997,0.0016413924460618957,0.1601,0.00176,0.82938,1.91337,3.9230018,0.85077144,4.65781632,0.76479415,1.80946921,-6.95014477,2840.87881631
60,True,True,4500.0,0.03700941,8.129130582568939e-05,0.009018,0.002036794222375739,0.4714,0.006257,2.94854,1.2984,0.50980254,0.36783768,1.6409001,0.39228581,0.59363761,-3.13297388,3550.65931287
61,True,True,4500.0,0.01187038,4.258049695316335e-05,0.0031619999999999994,0.0017747780073359364,0.5432,0.006672,3.14411,4.66473,7.02356966,1.28947096,4.75687136,0.41883879,4.29591729,-8.58651474,1570.54005553
62,True,True,4500.0,0.00799008,2.135028602798748e-05,0.0028070000000000005,0.001366012851761378,0.2158,0.002204,1.03861,2.75316,5.12450995,1.0207729,4.86216666,0.640796,2.44827536,-7.68185675,2207.31080554
63,True,True,4500.0,0.01061372,2.4181558039623904e-05,0.0036300000000000004,0.0014368873693039429,0.2185,0.002384,1.12343,2.09853,3.11378895,0.73627586,3.53489138,0.6022483,1.93619086,-6.82703799,2595.6355006
64,True,True,4500.0,0.00694602,1.646214996870108e-05,0.0030239999999999998,0.0011978434986895834,0.07474,0.00411,1.93679,1.09685,0.00353445,0.29620577,0.18743527,0.04477385,0.03281512,-0.26328193,4083.58102436
65,True,False,4500.0,0.01810191,4.028976505199883e-05,0.003582,0.0017196398391595901,0.1719,0.00166,0.78226,0.96802,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
66,True,True,4500.0,0.00954974,2.688453789276389e-05,0.00369125,0.001625719101761378,0.1274,0.001877,0.88452,1.35991,0.41537239,0.35447675,1.50906691,0.40431441,0.54421009,-2.78808,3542.69066951
67,True,True,4500.0,0.00674426,1.912286230372976e-05,0.002678,0.0014984137399183036,0.2446,0.003405,1.60457,3.69703,5.70273107,1.10258544,4.31999074,0.70997923,3.33459174,-7.3246055,1616.87946033
68,True,False,4500.0,0.0363392,9.511818406317566e-05,0.006241600000000002,0.00244967439166235,0.3503,0.003657,1.72332,0.98264,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
69,True,True,4500.0,0.02923717,7.148710362906947e-05,0.00652375,0.0020441330929900996,0.2975,0.003986,1.87836,1.03725,0.00494582,0.29640547,0.33140471,0.09565584,0.02387371,-0.31147137,4329.49156314
70,True,True,4500.0,0.00843593,2.383522507183963e-05,0.004110599999999999,0.0015095030929900997,0.3565,0.004038,1.90286,4.30782,5.72505306,1.10574378,4.48713143,0.45790211,3.48580178,-7.80438207,1626.35984725
71,True,True,4500.0,0.01355884,3.754619348543036e-05,0.004736,0.001762661963604458,0.1359,0.001788,0.84258,1.02171,0.00130234,0.29588995,0.2185955,0.05164761,0.00954581,-0.15984047,4402.26837156
72,True,True,4500.0,0.01072436,2.972428202807461e-05,0.003961,0.0016770720842188159,0.1484,0.001734,0.81713,1.41057,0.76954274,0.40458833,2.23005559,0.44916872,0.68234523,-3.73333206,3503.77430619
73,True,True,4500.0,0.01481736,3.519587741776532e-05,0.0041129999999999995,0.001715742308316703,0.1704,0.001833,0.86378,1.17228,0.20966744,0.32537154,1.30711755,0.40605474,0.29080056,-2.01173588,3928.70835436
74,True,True,4500.0,0.0081043,2.06175869805514e-05,0.00262,0.0014510587399183036,0.08778,0.001533,0.72241,1.10411,0.03737116,0.30099333,0.6224911,0.18499443,0.10360209,-0.85434941,4089.36241682
75,True,False,4500.0,0.01726015,3.947141376521825e-05,0.006025999999999999,0.0015745994636044579,0.02553,0.004159,1.95988,0.15078,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
76,False,False,4500.0,0.0118715,3.40677815654422e-05,0.0053714999999999995,0.001646363575447535,,,,,,,,,,,
77,False,False,4500.0,0.01820595,5.343272877837132e-05,0.006312,0.001715116075447535,,,,,,,,,,,
78,True,True,4500.0,0.01027416,3.286250559744887e-05,0.004038,0.0018168649460618956,0.2744,0.003579,1.68656,2.72251,3.0823264,0.73182423,3.16317025,0.39690787,2.39466261,-6.54490034,2188.95862961
79,True,True,4500.0,0.0165926,5.286016217840539e-05,0.00683,0.0017016429285193308,0.1804,0.03816,17.98248,1.10829,0.00067169,0.29580072,0.07569181,0.0103547,0.01541518,-0.11479552,4022.09893002
80,True,True,4500.0,0.032626,9.88006717534281e-05,0.006579999999999999,0.0023952607602180554,0.6714,0.0103,4.85376,2.09772,3.24525483,0.75487698,2.92227324,0.54457772,2.55499646,-7.37986302,2454.15567965
81,True,True,4500.0,0.00544653,1.2999751293459928e-05,0.00216,0.001315420516232148,0.07083,0.0009377,0.44188,1.32565,0.41358602,0.35422399,1.58069695,0.39655812,0.5054638,-2.75538497,3599.44635897
82,True,True,4500.0,0.00627567,2.1120607686180003e-05,0.0026963999999999994,0.001411273334218816,0.1404,0.008002,3.77085,2.28054,0.35229341,0.3455517,0.87868092,0.1666806,0.93060169,-2.5604414,2189.56111425
83,True,True,4500.0,0.016617,3.61941915074295e-05,0.0050880000000000005,0.001448934222375739,0.3712,0.006567,3.09463,2.27712,1.26620739,0.47486144,1.73304681,0.35185604,1.72073099,-4.80450765,2311.03368742
84,True,True,4500.0,0.00812038,2.931128927401788e-05,0.0032045999999999997,0.001586868816676254,0.4688,0.00587,2.76617,5.88494,11.70823793,1.95230495,6.55453184,1.87643814,4.93280117,-8.43177418,1169.256496
85,True,True,4500.0,0.01490601,5.0221049103733137e-05,0.005960000000000001,0.0018815045808000398,0.6591,0.008029,3.78358,4.50735,8.50904867,1.49965148,5.52609953,0.57571991,4.16734821,-9.39258338,1586.55582156
86,True,False,4500.0,0.02103406,4.658334263861624e-05,0.005449200000000001,0.001612657851761378,0.1538,0.001559,0.73466,0.74536,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
87,True,True,4500.0,0.03974328,0.000130122019877,0.007461250000000001,0.0031031647596813958,0.559,0.006853,3.2294,1.43377,1.90127639,0.56471739,3.10719472,0.71471933,1.21036024,-5.81453009,3363.70880658
88,True,True,4500.0,0.0083837,2.115756848946236e-05,0.003032,0.0013288559986895834,0.2018,0.003806,1.79354,2.45367,1.51780402,0.51045986,1.86903106,0.3746969,1.94803428,-5.04326554,2150.28949963
89,True,True,4500.0,0.01056676,3.492104544978167e-05,0.0037244,0.0015831951872906118,0.5179,0.006194,2.91885,4.99615,7.40307927,1.3431678,4.93312218,0.47466136,4.27375619,-8.68215461,1475.4528042
90,True,True,4500.0,0.00546827,1.3584141626465808e-05,0.002032,0.0012781605162321481,0.11,0.001196,0.5636,2.05057,2.70672127,0.67867983,3.57641453,0.63128625,1.65956528,-5.97787508,2688.32526493
91,False,False,4500.0,0.0062375,2.1709653032193735e-05,0.0027387999999999996,0.001468253334218816,,,,,,,,,,,
92,True,True,4500.0,0.01384928,3.634603803174567e-05,0.0043479999999999994,0.001587474704833174,0.2934,0.003429,1.61588,2.15955,3.23092078,0.75284885,3.39811038,0.588151,2.14309806,-7.06448831,2542.47578777
93,True,True,4500.0,0.01295606,3.378028796207719e-05,0.004200000000000001,0.001499569222375739,0.2876,0.006567,3.09463,2.2628,1.00297707,0.43761697,1.52988217,0.25735872,1.53650809,-4.26807521,2303.95604128
94,True,False,4500.0,0.01282235,2.424263181028693e-05,0.003969,0.001537506886846506,0.1154,0.001856,0.87462,0.91742,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
95,True,True,4500.0,0.01033754,2.782280231462677e-05,0.0036570000000000005,0.0018195948083167032,0.26,0.003395,1.59986,2.56382,4.64412259,0.95280286,4.15221173,0.65552713,2.56605023,-7.43149077,2181.65025309
96,True,True,4500.0,0.00499407,1.9758364679561867e-05,0.002166,0.0013839424460618957,0.2985,0.002819,1.32842,6.09285,4.86068888,0.98344484,4.23695737,0.2946891,3.98480199,-6.6322539,1481.48578343
97,True,True,4500.0,0.01267547,3.65053325768744e-05,0.0036672000000000002,0.0018432705628457472,0.4065,0.005047,2.37834,3.26909,2.04032784,0.58439179,2.2051383,0.25968465,2.67300174,-5.7443196,2046.37280792
98,True,True,4500.0,0.02064126,3.767765105277213e-05,0.0046,0.001712127491976959,0.2137,0.002116,0.99714,1.05536,0.01479641,0.29779923,0.48624863,0.16776388,0.0501875,-0.53857734,4252.35602991
99,True,True,4500.0,0.01133541,2.681201279010154e-05,0.002848,0.0015341913817808052,0.2281,0.002958,1.39392,2.05125,3.67434582,0.81558909,3.46351065,0.6578844,2.31936469,-7.2482144,2432.43796841
100,True,True,4500.0,0.01621975,4.23182335203009e-05,0.005496,0.001736476075447535,0.3178,0.004744,2.23556,1.99729,1.41405304,0.49578013,2.05548565,0.34503984,1.55107197,-5.00967753,2646.86107942
101,True,True,4500.0,0.00799328,2.5199702484701537e-05,0.0030799999999999994,0.001517536075447535,0.2057,0.002104,0.99149,2.62325,3.97547457,0.85819581,4.34327226,0.47588422,2.20299356,-6.99682509,2362.69213882
102,True,True,4500.0,0.01216959,3.8183650966725765e-05,0.0045225,0.001482755187290612,0.2442,0.00323,1.5221,2.04551,2.42180735,0.63836735,3.52572465,0.50033307,1.51269223,-6.26148425,2766.01029151
103,True,False,4500.0,0.01670263,3.505622702752972e-05,0.007200000000000001,0.0015366192223757388,0.07122,0.01048,4.93858,0.43466,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
104,True,True,4500.0,0.00743973,2.343768696096897e-05,0.0029723999999999996,0.001527823334218816,0.1353,0.001658,0.78131,1.85384,1.90617654,0.56541071,3.32002535,0.48703776,1.23373555,-5.39103248,2955.93533754
105,True,True,4500.0,0.01419168,3.479424289544775e-05,0.0042888,0.0015927347048331742,0.3248,0.003532,1.66442,2.33299,4.29616865,0.90357084,4.08858469,0.62414108,2.36106714,-7.87326598,2402.93253177
106,True,False,4500.0,0.01070628,2.147261976983386e-05,0.004604799999999999,0.0012383732574608643,0.08831,0.006712,3.16296,0.84082,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
107,True,True,4500.0,0.0079596,2.0638069037785957e-05,0.003096,0.00135691148114702,0.1139,0.007088,3.34014,1.45869,0.08275776,0.30741508,0.53609096,0.15242518,0.31091718,-1.26820536,3091.61208993
108,True,True,4500.0,0.01916535,5.9232316384595366e-05,0.00561,0.001868906940996192,0.4466,0.005203,2.45186,2.37538,5.66232741,1.09686872,4.85032874,0.73967322,2.64789404,-8.85218782,2416.04839476
109,False,False,4500.0,0.00502038,1.4983810937667085e-05,0.0023112000000000002,0.0012541312399183037,,,,,,,,,,,
110,True,True,4500.0,0.00593469,1.7305452125203746e-05,0.002694600000000001,0.001266990351761378,0.127,0.00336,1.58336,2.18141,0.60601675,0.38145103,1.3166022,0.21078637,1.06315235,-3.30322307,2527.80828045
111,True,False,4500.0,0.04603571,0.0001105444316699,0.007908000000000002,0.0030264075886229317,0.3947,0.005778,2.72282,0.87398,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
112,True,False,4500.0,0.02853457,6.305761987392873e-05,0.004956,0.0022480186412506204,0.2329,0.002499,1.17763,0.83201,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
113,True,True,4500.0,0.0164558,3.2930375687103366e-05,0.0049896,0.0016042609986895834,0.2937,0.003301,1.55556,1.81935,2.22012064,0.60983068,2.77398165,0.5462079,1.72031828,-6.14673687,2760.4091968
114,True,True,4500.0,0.01542363,2.910749280453407e-05,0.005172,0.001635019991976959,0.2106,0.002284,1.07631,1.39188,0.73626085,0.39987927,1.92339629,0.45539104,0.74630068,-3.70294001,3413.34706127
115,True,False,4500.0,0.00884206,2.257008563656531e-05,0.00409,0.00169632655790497,0.04776,0.003875,1.82605,0.55061,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
116,True,True,4500.0,0.00524575,1.5182766193622726e-05,0.0018582,0.0012489337399183037,0.07394,0.0008839,0.41653,1.43682,0.71327485,0.39662698,2.15823677,0.42537029,0.66514332,-3.53676086,3486.2079992
117,True,True,4500.0,0.02124909,4.9385660469343824e-05,0.004149,0.0015032742223757389,0.2108,0.001771,0.83456,1.01126,0.00038047,0.29575952,0.15659511,0.00905591,0.0038621,-0.086398,4446.92686846
118,False,False,4500.0,0.00235286,1.2405864733918029e-05,0.00269625,0.001478400351761378,,,,,,,,,,,
119,True,False,4500.0,0.01357072,4.3642305420254646e-05,0.0034527000000000004,0.0017154313166762537,0.06265,0.001219,0.57444,0.4706,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
120,True,True,4500.0,0.00811457,2.8002485816729897e-05,0.003352,0.0016542879285193308,0.2906,0.003192,1.50419,3.65057,7.11784435,1.3028099,5.79722844,1.21396288,3.01738276,-7.83031315,1849.83638689
121,True,True,4500.0,0.01258791,2.531077109506891e-05,0.003388,0.0013781232574608645,0.1506,0.002791,1.31523,1.21956,0.13115608,0.31426297,0.86587976,0.20138482,0.28421625,-1.59640503,3693.953532
122,True,False,4500.0,0.02860956,8.525672520655915e-05,0.0080145,0.00206599530790497,0.06939,0.005073,2.39059,0.24724,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
123,True,True,4500.0,0.00859472,2.847739024379107e-05,0.0032735999999999998,0.001573009704833174,0.2535,0.00303,1.42785,3.00661,5.7542812,1.10987927,4.97724209,0.82885872,2.74668822,-7.76588538,2081.25135589
124,False,False,4500.0,0.00295531,1.9584174092808004e-05,0.004690000000000001,0.001681911678519331,,,,,,,,,,,
125,True,True,4500.0,0.01974787,4.0553331888503465e-05,0.006262500000000001,0.001882110472375739,0.2529,0.002839,1.33785,1.30545,0.45829691,0.36055014,1.61921895,0.3530833,0.54417903,-2.95504285,3600.32017097
126,False,False,4500.0,0.01796265,3.1407720932234605e-05,0.004605,0.0015477780162321483,,,,,,,,,,,
127,True,True,4500.0,0.00868379,2.617921032181399e-05,0.0028159999999999995,0.001463036963604458,0.2482,0.002922,1.37696,2.91356,5.58789023,1.0863366,4.78459792,0.73453007,2.75406648,-7.88149455,2092.74222091
128,True,True,4500.0,0.00530466,1.0916167471144874e-05,0.0029075999999999998,0.001457618454833174,0.1876,0.00202,0.9519,3.60501,2.62729501,0.66744181,2.96036944,0.29489353,2.30052197,-5.74089403,1857.51120215
129,True,True,4500.0,0.01409176,4.299106910045599e-05,0.0043824,0.001813464904264143,0.3609,0.004097,1.93067,2.61067,4.91263139,0.99079419,4.66000832,0.60399549,2.46878158,-8.05453247,2318.48554234
130,True,True,4500.0,0.03031822,6.944904583397123e-05,0.0076536,0.0018981649460618956,0.3936,0.005321,2.50746,1.32337,0.55405297,0.37409867,1.69461687,0.37441975,0.63095531,-3.25888643,3512.8228291
131,True,True,4500.0,0.01618062,5.189908819280403e-05,0.0041388,0.0018306403675320913,0.3774,0.003697,1.74217,2.37759,6.06465177,1.15379362,5.45636247,0.71346538,2.55499485,-8.81146636,2484.58360614
132,True,False,4500.0,0.02857338,6.721724639748612e-05,0.006018,0.0018371899460618956,0.06492,0.001683,0.7931,0.2316,0.0,0.29570568,0.0,0.0,0.0,0.0,4500.0
133,False,False,4500.0,0.01331297,4.187144537180716e-05,0.0052899999999999996,0.00165387655790497,,,,,,,,,,,
134,True,True,4500.0,0.01448295,2.631029548811513e-05,0.003943749999999999,0.0013898771280752252,0.2697,0.002981,1.40476,1.89826,2.59050842,0.66223687,2.97488956,0.63296144,1.86443839,-6.57187188,2634.51908861
