config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,blade_planform_m2,frontal_area_drag_m2,T_static_N,Q_static_Nm,Pshaft_static_W,T_over_W,h_max_m,flight_time_s,hover_time_s,v_max_m_s,v_impact_m_s,rpm_at_impact
83,True,True,5000.0,0.016617,3.61941915074295e-05,0.0050880000000000005,0.001448934222375739,0.4592,0.00789,4.13119,2.81696,1.75686832,1.92401953,0.33640292,2.29707356,-5.58075971,2245.31227318
84,True,True,5000.0,0.00812038,2.931128927401788e-05,0.0032045999999999997,0.001586868816676254,0.5794,0.007122,3.72907,7.27333,14.40018776,7.31797891,2.35107463,5.70852028,-8.53395044,1084.76033602
85,True,True,5000.0,0.01490601,5.0221049103733137e-05,0.005960000000000001,0.0018815045808000398,0.8144,0.009808,5.13546,5.56939,10.11918496,5.97972239,0.51461419,4.87844196,-9.73244806,1550.4109779
86,True,False,5000.0,0.02103406,4.658334263861624e-05,0.005449200000000001,0.001612657851761378,0.1901,0.001865,0.97651,0.92128,0.0,0.0,0.0,0.0,0.0,5000.0
87,True,True,5000.0,0.03974328,0.000130122019877,0.007461250000000001,0.0031031647596813958,0.6908,0.008342,4.36786,1.77182,4.81856371,4.65961846,0.85329763,2.18446628,-8.61167752,3245.06927977
88,True,True,5000.0,0.0083837,2.115756848946236e-05,0.003032,0.0013288559986895834,0.25,0.004464,2.33734,3.03973,2.08860259,2.09626835,0.35690946,2.55155402,-5.74964363,2081.8547101
89,True,True,5000.0,0.01056676,3.492104544978167e-05,0.0037244,0.0015831951872906118,0.6402,0.007523,3.93903,6.17596,8.77528239,5.3264763,0.40327908,4.99596473,-8.98080613,1438.64745564
90,True,True,5000.0,0.00546827,1.3584141626465808e-05,0.002032,0.0012781605162321481,0.136,0.001432,0.74979,2.53525,4.3667548,4.52757725,0.72187759,2.21390832,-6.82265064,2599.19045298
91,False,False,5000.0,0.0062375,2.1709653032193735e-05,0.0027387999999999996,0.001468253334218816,,,,,,,,,,
92,True,True,5000.0,0.01384928,3.634603803174567e-05,0.0043479999999999994,0.001587474704833174,0.3627,0.004115,2.15461,2.66963,4.89613509,4.09434151,0.63344162,2.8533955,-8.20953964,2469.37150093
93,True,True,5000.0,0.01295606,3.378028796207719e-05,0.004200000000000001,0.001499569222375739,0.356,0.007793,4.08041,2.80097,1.40429965,1.70349491,0.26023262,2.05201394,-4.97432769,2232.67345299
94,True,True,5000.0,0.01282235,2.424263181028693e-05,0.003969,0.001537506886846506,0.1428,0.002212,1.1582,1.13525,0.06910048,0.75364591,0.2031557,0.16329418,-1.16112478,4413.18799537
95,True,True,5000.0,0.01033754,2.782280231462677e-05,0.0036570000000000005,0.0018195948083167032,0.3216,0.004063,2.12738,3.17125,6.89606396,5.06922251,0.96438373,3.25975163,-8.16115292,2083.25176384
96,True,True,5000.0,0.00499407,1.9758364679561867e-05,0.002166,0.0013839424460618957,0.3689,0.003424,1.7928,7.52983,5.44438184,4.42329104,0.26780087,4.59748435,-6.75739421,1464.93014951
97,True,True,5000.0,0.01267547,3.65053325768744e-05,0.0036672000000000002,0.0018432705628457472,0.5023,0.006171,3.23113,4.03952,2.33046993,2.28768217,0.2368896,3.18364746,-6.0586409,2030.95576417
98,True,True,5000.0,0.02064126,3.767765105277213e-05,0.0046,0.001712127491976959,0.2641,0.002557,1.33884,1.30426,0.78282118,2.06013949,0.61429102,0.7279622,-3.83486564,3952.36687547
99,True,True,5000.0,0.01133541,2.681201279010154e-05,0.002848,0.0015341913817808052,0.2824,0.003498,1.83155,2.53956,6.16464392,4.43394979,0.86544469,3.19339525,-8.52224647,2304.991254
100,True,True,5000.0,0.01621975,4.23182335203009e-05,0.005496,0.001736476075447535,0.3932,0.005606,2.93529,2.47116,2.07961336,2.35431074,0.38857454,2.14824762,-5.93719584,2583.52935492
101,True,True,5000.0,0.00799328,2.5199702484701537e-05,0.0030799999999999994,0.001517536075447535,0.2543,0.002511,1.31476,3.24304,5.23997228,4.93279547,0.50019931,2.71362963,-7.52474066,2314.76966335
102,True,True,5000.0,0.01216959,3.8183650966725765e-05,0.0045225,0.001482755187290612,0.3017,0.003925,2.05513,2.52715,3.89212178,4.4092828,0.51562088,2.0300707,-7.51183373,2697.09854488
103,True,False,5000.0,0.01670263,3.505622702752972e-05,0.007200000000000001,0.0015366192223757388,0.08905,0.01216,6.36696,0.54348,0.0,0.0,0.0,0.0,0.0,5000.0
104,True,True,5000.0,0.00743973,2.343768696096897e-05,0.0029723999999999996,0.001527823334218816,0.1672,0.001974,1.03358,2.29092,3.23349299,4.28106102,0.5088863,1.70111869,-6.47488996,2881.60346872
105,True,True,5000.0,0.01419168,3.479424289544775e-05,0.0042888,0.0015927347048331742,0.4015,0.004258,2.22948,2.88392,6.57313931,5.02511128,0.68871801,3.06661904,-9.04015476,2317.69819546
106,True,True,5000.0,0.01070628,2.147261976983386e-05,0.004604799999999999,0.0012383732574608643,0.11,0.007879,4.12543,1.04733,0.00030151,0.07196336,0.02368928,0.00666221,-0.07691265,4756.84645131
107,True,True,5000.0,0.0079596,2.0638069037785957e-05,0.003096,0.00135691148114702,0.1414,0.008327,4.36001,1.81088,0.21981676,0.75897189,0.17029777,0.62205848,-2.05078371,2857.92252885
108,True,True,5000.0,0.01916535,5.9232316384595366e-05,0.00561,0.001868906940996192,0.5519,0.006337,3.31805,2.93545,8.56563891,5.93358644,0.82576881,3.41174062,-10.04313685,2336.63626002
109,False,False,5000.0,0.00502038,1.4983810937667085e-05,0.0023112000000000002,0.0012541312399183037,,,,,,,,,,
110,True,True,5000.0,0.00593469,1.7305452125203746e-05,0.002694600000000001,0.001266990351761378,0.1571,0.004006,2.09754,2.69842,0.85298756,1.48451459,0.23027537,1.42957596,-3.85232621,2475.13280703
111,True,True,5000.0,0.04603571,0.0001105444316699,0.007908000000000002,0.0030264075886229317,0.4881,0.007002,3.66624,1.0808,0.04279176,0.70349144,0.18175015,0.10504232,-0.91541466,4606.32427783
112,True,True,5000.0,0.02853457,6.305761987392873e-05,0.004956,0.0022480186412506204,0.2879,0.003033,1.58808,1.02849,0.00386927,0.32807774,0.11652975,0.01869395,-0.27549854,4853.34214414
113,True,True,5000.0,0.0164558,3.2930375687103366e-05,0.0049896,0.0016042609986895834,0.3632,0.003971,2.07921,2.24987,3.74603057,3.4396451,0.58405392,2.50215342,-7.61890121,2667.26821158
114,True,True,5000.0,0.01542363,2.910749280453407e-05,0.005172,0.001635019991976959,0.2603,0.002764,1.44723,1.72036,2.03268147,2.93397333,0.50781144,1.44897956,-5.88331453,3284.49203913
115,True,False,5000.0,0.00884206,2.257008563656531e-05,0.00409,0.00169632655790497,0.05923,0.004448,2.32897,0.68284,0.0,0.0,0.0,0.0,0.0,5000.0
116,True,True,5000.0,0.00524575,1.5182766193622726e-05,0.0018582,0.0012489337399183037,0.09141,0.001044,0.54664,1.7763,1.63449488,3.1190265,0.4941056,1.13010387,-4.99564556,3407.369908
117,True,True,5000.0,0.02124909,4.9385660469343824e-05,0.004149,0.0015032742223757389,0.2604,0.002137,1.11893,1.2492,0.71498447,2.3089385,0.5682367,0.5792254,-3.68247137,4205.75386389
118,False,False,5000.0,0.00235286,1.2405864733918029e-05,0.00269625,0.001478400351761378,,,,,,,,,,
119,True,False,5000.0,0.01357072,4.3642305420254646e-05,0.0034527000000000004,0.0017154313166762537,0.07747,0.001407,0.7367,0.58192,0.0,0.0,0.0,0.0,0.0,5000.0
120,True,True,5000.0,0.00811457,2.8002485816729897e-05,0.003352,0.0016542879285193308,0.3593,0.00384,2.01062,4.5136,9.4188364,6.70220199,1.72291229,3.59722431,-8.12707117,1782.70293442
121,True,True,5000.0,0.01258791,2.531077109506891e-05,0.003388,0.0013781232574608645,0.1864,0.003293,1.72421,1.50947,0.63170521,1.51839536,0.3171989,0.84943148,-3.44006846,3450.14295048
122,True,False,5000.0,0.02860956,8.525672520655915e-05,0.0080145,0.00206599530790497,0.08608,0.005906,3.09237,0.30671,0.0,0.0,0.0,0.0,0.0,5000.0
123,True,True,5000.0,0.00859472,2.847739024379107e-05,0.0032735999999999998,0.001573009704833174,0.3135,0.003638,1.90485,3.71823,7.93121554,5.85642981,1.03358768,3.36126888,-8.26465305,2008.72586127
124,False,False,5000.0,0.00295531,1.9584174092808004e-05,0.004690000000000001,0.001681911678519331,,,,,,,,,,
125,True,True,5000.0,0.01974787,4.0553331888503465e-05,0.006262500000000001,0.001882110472375739,0.3127,0.003396,1.77814,1.61413,1.47565127,2.57573701,0.49198092,1.18218525,-5.13560302,3472.27698305
126,False,False,5000.0,0.01796265,3.1407720932234605e-05,0.004605,0.0015477780162321483,,,,,,,,,,
127,True,True,5000.0,0.00868379,2.617921032181399e-05,0.0028159999999999995,0.001463036963604458,0.3069,0.003512,1.83888,3.60262,7.7914992,5.65746791,0.93891213,3.39207541,-8.46669919,2017.02484431
128,True,True,5000.0,0.00530466,1.0916167471144874e-05,0.0029075999999999998,0.001457618454833174,0.2319,0.002424,1.2692,4.4563,3.33070583,3.29569222,0.35488932,2.76067347,-6.12788098,1811.4242269
129,True,True,5000.0,0.01409176,4.299106910045599e-05,0.0043824,0.001813464904264143,0.446,0.004981,2.60805,3.22627,6.83245559,5.45927645,0.62505846,3.07360072,-8.86247104,2258.18457952
130,True,True,5000.0,0.03031822,6.944904583397123e-05,0.0076536,0.0018981649460618956,0.4867,0.006373,3.33689,1.6364,1.8430102,2.73828101,0.57021347,1.38581433,-5.78697684,3356.93887475
131,True,True,5000.0,0.01618062,5.189908819280403e-05,0.0041388,0.0018306403675320913,0.4663,0.0045,2.35619,2.93766,8.50974815,6.41383913,0.73729539,3.22440343,-9.67101528,2425.54095038
132,True,False,5000.0,0.02857338,6.721724639748612e-05,0.006018,0.0018371899460618956,0.08033,0.001947,1.01945,0.28658,0.0,0.0,0.0,0.0,0.0,5000.0
133,False,False,5000.0,0.01331297,4.187144537180716e-05,0.0052899999999999996,0.00165387655790497,,,,,,,,,,
134,True,True,5000.0,0.01448295,2.631029548811513e-05,0.003943749999999999,0.0013898771280752252,0.3335,0.00359,1.87972,2.34731,4.3391991,3.74758208,0.58636495,2.63050089,-8.07183805,2533.72360001
135,True,True,5000.0,0.02048112,3.501991792606847e-05,0.0042388,0.0013181546280752253,0.2937,0.00277,1.45037,1.46178,1.40842547,2.52762039,0.6499313,1.10869609,-5.10022893,3632.39335351
136,True,True,5000.0,0.00736439,2.4044607556932863e-05,0.002878,0.0014694760754475349,0.5046,0.007275,3.80918,6.9846,7.69867407,4.34539971,0.37677476,5.95978012,-7.98513964,1082.11580579
137,True,False,5000.0,0.01500264,4.9041189506762686e-05,0.004568,0.0018049629285193309,0.119,0.003209,1.68023,0.80856,0.0,0.0,0.0,0.0,0.0,5000.0
138,True,True,5000.0,0.01025201,2.585103190476034e-05,0.0032598,0.0013921801105326618,0.474,0.006345,3.32223,4.71303,9.49013449,5.10237202,0.81830329,4.97945188,-9.39880482,1493.04641145
139,True,True,5000.0,0.01137044,2.2993598720019785e-05,0.0044352,0.0014350982574608644,0.1775,0.001906,0.99798,1.5913,1.11616905,2.36267469,0.44073676,0.97998802,-4.46611662,3565.21362064
140,True,True,5000.0,0.01743113,3.727750613461708e-05,0.0047020000000000005,0.0015002801105326617,0.4352,0.005045,2.64156,2.54504,5.60853474,4.2471169,0.71245087,3.04094009,-8.99427624,2427.88727069
