config_id,flight_ok,can_liftoff,rpm_launch,mass_kg,inertia_kg_m2,blade_planform_m2,frontal_area_drag_m2,T_static_N,Q_static_Nm,Pshaft_static_W,T_over_W,h_max_m,flight_time_s,hover_time_s,v_max_m_s,v_impact_m_s,rpm_at_impact
0,True,True,6000.0,0.01798288,3.502987965390527e-05,0.0073776,0.0014516362399183036,0.5528,0.006198,3.89432,3.13357,5.80057381,4.43675788,0.5140068,3.18863815,-9.18692704,2660.48871908
1,False,False,6000.0,0.0128866,3.2296735316474394e-05,0.0031439999999999997,0.0017245790544861952,,,,,,,,,,
2,True,True,6000.0,0.02755279,7.738984632354754e-05,0.00663,0.0020104767573359363,1.219,0.02525,15.86504,4.50992,2.83435161,2.11577722,0.24901785,3.8696123,-6.96658935,1948.63896601
3,True,True,6000.0,0.02089646,4.703245829361392e-05,0.007263000000000001,0.0018488860069242059,0.88,0.01055,6.62876,4.2928,7.86422078,4.67020068,0.52886551,4.6801275,-10.00632819,2154.47560171
4,True,False,6000.0,0.01444709,3.1382397661471886e-05,0.004519800000000001,0.0016336426105326618,0.1339,0.002268,1.42503,0.94478,0.0,0.0,0.0,0.0,0.0,6000.0
5,True,True,6000.0,0.02032174,4.407699053492797e-05,0.0053700000000000015,0.0017478042223757389,0.5009,0.008055,5.06111,2.51259,5.48084316,4.02221153,0.71626853,3.12731545,-8.92169507,2794.69932664
6,True,True,6000.0,0.01812953,4.125009423551893e-05,0.0057575,0.001534223575447535,0.4085,0.01165,7.31991,2.29687,0.91550433,1.48585517,0.26624381,1.43118537,-4.1299381,3075.13691841
7,True,True,6000.0,0.01567029,4.301508896757651e-05,0.005023999999999999,0.001626243334218816,0.4031,0.004507,2.83183,2.62221,2.83717562,3.19256678,0.42283403,2.24117612,-6.77857167,3236.53645354
8,True,True,6000.0,0.02016483,6.548567465882491e-05,0.006447500000000002,0.0019818164372906117,0.8233,0.0255,16.02212,4.16193,2.12900349,1.88624864,0.24568875,3.15645131,-6.0331418,1979.93669951
9,True,True,6000.0,0.01984485,5.945212609882618e-05,0.0060085,0.001863241437290612,0.2171,0.00829,5.20876,1.11517,0.02450761,0.4796743,0.16033284,0.0895643,-0.69288829,5402.3921609
10,True,True,6000.0,0.02738333,5.01744989736546e-05,0.007048800000000001,0.0015641209986895833,0.8315,0.01482,9.31168,3.09533,2.76173666,2.28341508,0.35435869,3.11558426,-6.98668,2383.97057818
11,True,True,6000.0,0.03222607,8.411298851052964e-05,0.0088584,0.001928457687290612,0.8527,0.01018,6.39628,2.69724,8.04274444,5.62887207,0.69415467,3.29101766,-10.77531083,2952.44675086
12,True,True,6000.0,0.00976235,3.3988460143788375e-05,0.0041155,0.0017016328079049702,0.2427,0.0106,6.66018,2.53423,0.83678149,1.4375218,0.24118446,1.39269723,-3.86069843,2927.50393096
13,True,True,6000.0,0.02179028,5.174919677395116e-05,0.006902400000000001,0.0016969474460618956,1.208,0.01703,10.70026,5.65113,8.4133697,4.62275548,0.32662922,5.24363841,-10.47091612,1709.60498807
14,True,False,6000.0,0.02041978,4.700266621036365e-05,0.0057728,0.0015452705929900998,0.148,0.01864,11.71186,0.73883,0.0,0.0,0.0,0.0,0.0,6000.0
15,True,True,6000.0,0.00615075,1.457128368491114e-05,0.002695,0.001316196766232148,0.1391,0.001466,0.92111,2.30531,3.27274844,4.10658228,0.54300452,1.83102801,-6.44679688,3436.67534597
16,True,True,6000.0,0.01981354,6.157760503821192e-05,0.0050634,0.0016683803079049699,0.5142,0.00496,3.11646,2.64546,8.57158565,7.03665559,0.74418055,2.82157729,-10.36993535,3179.84143896
17,True,True,6000.0,0.02045504,4.1849380610149936e-05,0.006112799999999999,0.0017582584185128554,0.5496,0.01214,7.62779,2.73891,1.99800328,1.98294122,0.34081435,2.47743942,-5.91569435,2546.68933479
18,True,True,6000.0,0.00861037,1.665607781060824e-05,0.004054800000000001,0.0013286168868465063,0.1795,0.003344,2.1011,2.12507,0.97476645,1.72857088,0.33399578,1.28872307,-4.16070073,3429.92675885
19,True,True,6000.0,0.01156699,3.9673999931320014e-05,0.004085999999999999,0.00178830155790497,0.5457,0.005959,3.74415,4.80911,12.3077203,7.59757922,1.992274,4.2009271,-9.32346439,2003.56276041
20,True,True,6000.0,0.02161687,4.040390597095138e-05,0.0072510000000000005,0.0014838678517613778,0.2443,0.005021,3.15479,1.15202,0.06069563,0.69203782,0.16969454,0.15866549,-1.0897301,5255.71175223
21,True,True,6000.0,0.03206191,9.198284660186628e-05,0.008628,0.002198870428519331,0.532,0.008138,5.11326,1.69143,2.30785994,3.26678652,0.65477498,1.47354621,-6.3856982,4062.37562422
22,True,True,6000.0,0.00694293,1.8578505082591417e-05,0.0025573500000000003,0.0013936541017613778,0.4484,0.004425,2.78031,6.58345,13.89105284,7.36114762,2.35127145,5.44570609,-8.41685223,1586.88800253
23,True,True,6000.0,0.02505909,6.863134624901174e-05,0.005998,0.001860638334218816,0.6094,0.01805,11.34115,2.47895,1.94739768,2.0683304,0.31748557,2.2297866,-5.89204607,2765.19254363
24,True,True,6000.0,0.01599245,3.7179006059370905e-05,0.004847499999999999,0.001517450954833174,0.3567,0.005211,3.27417,2.27363,1.85151612,2.47337969,0.35221856,1.7457312,-5.68745955,3367.8158428
25,True,True,6000.0,0.01419958,3.348953584960668e-05,0.004931400000000001,0.0017028487399183036,0.1806,0.003636,2.28457,1.2965,0.28508289,1.27160599,0.32187865,0.42478852,-2.33803932,4827.11154906
26,True,True,6000.0,0.01990822,3.233937523562633e-05,0.0053125,0.0014966256368465062,0.3564,0.003432,2.15639,1.82489,3.12618056,3.53767104,0.67605138,1.88153535,-7.2506968,3770.52536236
27,True,False,6000.0,0.02144935,6.372589354133613e-05,0.0068249999999999995,0.0019540586960618955,0.1714,0.003775,2.3719,0.81457,0.0,0.0,0.0,0.0,0.0,6000.0
28,False,False,6000.0,0.00813815,1.740171779420615e-05,0.003443999999999999,0.001357338016232148,,,,,,,,,,
29,True,True,6000.0,0.0287498,8.354777683111611e-05,0.007959,0.002068655187290612,1.187,0.01487,9.3431,4.20869,14.08734314,6.79734216,0.86514609,5.2809709,-12.27697608,2107.74624858
30,True,True,6000.0,0.00988575,3.1192938632052267e-05,0.0046932,0.0016019938166762539,0.76,0.00857,5.38469,7.83673,6.84756932,4.5554535,0.25263835,5.22894252,-8.34906834,1614.25721168
31,True,True,6000.0,0.02761259,7.216580452561445e-05,0.008128800000000002,0.0020424647048331744,0.4315,0.005644,3.54623,1.59296,1.96456638,3.20246128,0.63879185,1.25974078,-5.91657956,4271.03807283
32,True,True,6000.0,0.02224256,4.86662747591102e-05,0.006716000000000001,0.001526786963604458,0.5856,0.01135,7.13142,2.68378,2.02627239,2.21307484,0.34291094,2.22239716,-6.02097011,2834.10697359
33,True,False,6000.0,0.01042415,3.3238165147182614e-05,0.0040944,0.0018839374460618958,0.01187,0.004608,2.89529,0.11608,0.0,0.0,0.0,0.0,0.0,6000.0
34,False,False,6000.0,0.00515541,1.7736506329730948e-05,0.0019755,0.0012707854723757388,,,,,,,,,,
35,True,True,6000.0,0.04221502,0.000133799759454,0.010344000000000002,0.0028192456779826715,0.652,0.009662,6.07081,1.57439,1.91543615,3.03537207,0.58369837,1.30281063,-5.87538366,4302.35644603
36,True,True,6000.0,0.00890209,2.77823968017186e-05,0.0028403999999999994,0.001468253334218816,0.2805,0.002526,1.58713,3.21197,7.64985747,6.80381663,0.88890949,2.75783985,-8.49448858,2856.04943113
37,True,True,6000.0,0.01607505,3.586433728569302e-05,0.0033324,0.0014672287399183038,0.2134,0.001882,1.1825,1.35323,1.46505406,3.04955143,0.73130044,0.93337977,-5.12867602,4769.61341781
38,True,True,6000.0,0.01097769,2.9727633637440265e-05,0.0037752,0.0015004724460618956,0.2934,0.003638,2.28582,2.72446,4.33891344,4.52119506,0.46378629,2.25764436,-7.6563631,3075.4135701
39,True,True,6000.0,0.0058257,1.6038450684726285e-05,0.0018945,0.0013202661193039427,0.1734,0.001576,0.99023,3.03411,7.41313828,6.30284306,1.65576063,2.87686667,-7.58742212,2845.91165281
40,True,False,6000.0,0.02146992,6.097347745005274e-05,0.0061704,0.00200904155790497,0.2058,0.003576,2.24687,0.97712,0.0,0.0,0.0,0.0,0.0,6000.0
41,True,True,6000.0,0.00647946,1.670858635733682e-05,0.00323875,0.0013089161193039428,0.1612,0.002391,1.50231,2.53605,1.80758111,2.67391907,0.30949202,1.64307682,-5.29252325,3262.61319973
42,True,True,6000.0,0.01465084,3.936965518086658e-05,0.0047504,0.0015000119636044578,0.4054,0.004814,3.02473,2.82067,2.89009893,3.16970299,0.38224363,2.3394982,-6.83842419,3083.96688273
43,True,True,6000.0,0.01051616,2.406965152691511e-05,0.004314000000000001,0.0014835622486895834,0.2474,0.002903,1.82401,2.39813,2.09821851,2.7939032,0.38597594,1.82764763,-5.82647676,3375.80632599
44,True,True,6000.0,0.01097911,2.2304098193296585e-05,0.0035700000000000003,0.0013898771280752252,0.3503,0.003605,2.26509,3.2524,7.78018608,5.43344586,0.80937302,3.42575643,-9.19301415,2528.66218147
45,True,True,6000.0,0.0117219,2.2215280545106745e-05,0.004680000000000001,0.0013818184986895835,0.1609,0.004057,2.54909,1.39923,0.23049648,1.01494883,0.25732624,0.44612211,-2.10726062,4489.96269457
46,True,True,6000.0,0.00695173,2.580578517832401e-05,0.0021922499999999998,0.0015121960754475349,0.4186,0.004537,2.85068,6.13815,15.55271635,8.4963377,3.25408574,5.27925231,-8.13843208,1595.71249552
47,True,True,6000.0,0.01655154,4.026937609502443e-05,0.004243200000000001,0.001508471601761378,0.6083,0.006379,4.00804,3.74637,8.42567265,5.25728683,0.47813222,4.31525606,-10.14867752,2426.25127217
48,True,True,6000.0,0.01353067,4.7200318062677096e-05,0.0035606,0.002052058794067988,0.5351,0.007834,4.92225,4.03131,13.45878433,7.13902044,2.04193663,4.80824607,-9.48005455,2062.32795827
49,True,True,6000.0,0.0210868,6.107840144324974e-05,0.006360000000000001,0.001730342928519331,1.608,0.02086,13.10672,7.77332,11.52031004,5.39756051,0.34127087,6.88607843,-11.30485206,1448.02112034
50,True,True,6000.0,0.0165728,4.7833027430704485e-05,0.005062499999999999,0.001838947084218816,0.3177,0.003112,1.95533,1.95412,4.83834389,5.31340521,0.82358287,1.96504043,-8.21992419,3798.27680822
51,False,False,6000.0,0.0075733,2.668688604045045e-05,0.0032424999999999997,0.001600973575447535,,,,,,,,,,
52,True,False,6000.0,0.02126063,3.7624211503441975e-05,0.006360000000000001,0.0015477780162321483,0.2085,0.00427,2.68292,0.99968,0.0,0.0,0.0,0.0,0.0,6000.0
53,False,False,6000.0,0.01621796,4.467376320253474e-05,0.0055320000000000005,0.001582497687290612,,,,,,,,,,
54,True,True,6000.0,0.00747894,2.3486564597551432e-05,0.00339,0.001479191722375739,0.5303,0.005396,3.39041,7.22791,4.68460057,3.67409191,0.23656356,4.60548698,-7.24531654,1800.34434845
55,True,False,6000.0,0.03253022,7.555716770235577e-05,0.005844,0.0018645233342188161,0.064,0.002594,1.62986,0.20055,0.0,0.0,0.0,0.0,0.0,6000.0
56,True,True,6000.0,0.02375774,6.163299969300536e-05,0.004041299999999999,0.001652895954833174,0.71,0.007505,4.71553,3.04638,13.60496947,7.17544234,1.10894751,4.45680339,-12.28123347,2615.21568633
57,True,True,6000.0,0.0294238,9.156296442855792e-05,0.00742225,0.0023008027339042093,1.339,0.03121,19.60982,4.63888,3.04051437,2.21194567,0.24197143,3.97958912,-7.14442323,1923.48918366
58,True,True,6000.0,0.00503944,1.2557338857193568e-05,0.00242,0.0011995005162321482,0.2147,0.001795,1.12783,4.34291,9.61731645,7.50913589,2.4361914,3.28435772,-7.64025334,2270.60357816
59,True,True,6000.0,0.00852949,2.989912431664957e-05,0.0029487999999999997,0.0016413924460618957,0.2858,0.002832,1.7794,3.41562,11.9069072,8.28404309,2.90466822,3.50327622,-8.49771742,2588.70890272
60,True,True,6000.0,0.03700941,8.129130582568939e-05,0.009018,0.002036794222375739,0.8406,0.01065,6.69159,2.31531,5.52721676,4.34384621,0.69388044,2.89494733,-9.43232457,3178.3706053
61,True,True,6000.0,0.01187038,4.258049695316335e-05,0.0031619999999999994,0.0017747780073359364,0.9688,0.01142,7.1754,8.31956,10.20038167,5.5756796,0.3547943,6.42054229,-9.21472082,1495.15595507
62,True,True,6000.0,0.00799008,2.135028602798748e-05,0.0028070000000000005,0.001366012851761378,0.3848,0.003673,2.30781,4.90925,10.73944009,7.05564363,1.7533102,4.04704248,-8.83129713,2026.66184604
63,True,True,6000.0,0.01061372,2.4181558039623904e-05,0.0036300000000000004,0.0014368873693039429,0.3899,0.004002,2.51453,3.7447,9.12218362,5.96832801,0.90933932,3.79845799,-9.33733248,2357.6580398
64,True,True,6000.0,0.00694602,1.646214996870108e-05,0.0030239999999999998,0.0011978434986895834,0.1345,0.006582,4.13559,1.97386,0.33999123,0.95929111,0.21372488,0.78652264,-2.53256449,3393.38649369
65,True,True,6000.0,0.01810191,4.028976505199883e-05,0.003582,0.0017196398391595901,0.3063,0.002803,1.76118,1.72486,3.83993454,4.51219566,0.70563938,1.7802799,-7.71478622,4059.97598046
66,True,True,6000.0,0.00954974,2.688453789276389e-05,0.00369125,0.001625719101761378,0.2278,0.002838,1.78317,2.43161,2.16249627,2.81099328,0.41992345,1.88562222,-5.78348308,3345.92942072
67,True,True,6000.0,0.00674426,1.912286230372976e-05,0.002678,0.0014984137399183036,0.4376,0.005501,3.45638,6.61415,10.72109059,5.96644135,1.67030609,5.25047565,-7.93029258,1409.74766533
68,True,True,6000.0,0.0363392,9.511818406317566e-05,0.006241600000000002,0.00244967439166235,0.6243,0.006253,3.92888,1.75125,5.65785423,5.23100888,0.90534004,2.27185492,-9.31664157,3965.86600717
69,True,True,6000.0,0.02923717,7.148710362906947e-05,0.00652375,0.0020441330929900996,0.5309,0.006643,4.17392,1.85101,4.14567191,4.18234495,0.74727269,2.109286,-8.20586816,3758.05694484
70,True,True,6000.0,0.00843593,2.383522507183963e-05,0.004110599999999999,0.0015095030929900997,0.636,0.006809,4.27822,7.6852,8.63217715,5.36981009,0.40433367,5.26453772,-8.4391416,1532.80538068
71,True,True,6000.0,0.01355884,3.754619348543036e-05,0.004736,0.001762661963604458,0.2426,0.002812,1.76683,1.82389,2.71056751,4.04489518,0.58416471,1.42929985,-6.50677217,3997.20754458
72,True,True,6000.0,0.01072436,2.972428202807461e-05,0.003961,0.0016770720842188159,0.2648,0.002739,1.72096,2.51697,4.60919909,5.05737958,0.55204138,2.13158378,-7.60640245,3270.54704747
73,True,True,6000.0,0.01481736,3.519587741776532e-05,0.0041129999999999995,0.001715742308316703,0.3038,0.003048,1.91511,2.09001,4.79396672,4.90228079,0.67858261,2.15168376,-8.13810655,3597.04266895
74,True,True,6000.0,0.0081043,2.06175869805514e-05,0.00262,0.0014510587399183036,0.157,0.002333,1.46587,1.97476,2.58005165,3.38279092,0.58661648,1.64597375,-6.13865794,3624.38839689
75,True,False,6000.0,0.01726015,3.947141376521825e-05,0.006025999999999999,0.0015745994636044579,0.04615,0.006412,4.02878,0.27256,0.0,0.0,0.0,0.0,0.0,6000.0
76,False,False,6000.0,0.0118715,3.40677815654422e-05,0.0053714999999999995,0.001646363575447535,,,,,,,,,,
77,False,False,6000.0,0.01820595,5.343272877837132e-05,0.006312,0.001715116075447535,,,,,,,,,,
78,True,True,6000.0,0.01027416,3.286250559744887e-05,0.004038,0.0018168649460618956,0.4908,0.005532,3.47586,4.86955,5.98612432,4.24885082,0.42158892,4.04987255,-7.9096414,2041.85719166
79,True,True,6000.0,0.0165926,5.286016217840539e-05,0.00683,0.0017016429285193308,0.3316,0.06093,38.28345,2.03719,0.10993439,0.48472649,0.08739091,0.50691505,-1.46308282,2884.23104676
80,True,True,6000.0,0.032626,9.88006717534281e-05,0.006579999999999999,0.0023952607602180554,1.199,0.01744,10.95788,3.74616,6.88494242,3.75493347,0.53970178,5.10665685,-9.8976157,2300.1125652
81,True,True,6000.0,0.00544653,1.2999751293459928e-05,0.00216,0.001315420516232148,0.1268,0.001481,0.93054,2.37318,3.58706966,4.16798848,0.66327196,1.95825446,-6.44415701,3299.37413155
82,True,True,6000.0,0.00627567,2.1120607686180003e-05,0.0026963999999999994,0.001411273334218816,0.2532,0.01228,7.71575,4.11277,0.8091805,1.1620135,0.13386287,1.9368848,-3.75225908,1981.20278475
83,True,True,6000.0,0.016617,3.61941915074295e-05,0.0050880000000000005,0.001448934222375739,0.6633,0.01086,6.82354,4.06901,2.61643681,2.18110872,0.27748061,3.36485309,-6.6479077,2160.12389068
